,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.8044,0.803,0.8193,0.8016,0.8278,0.8044,0.807,0.6937,0.8851,0.7778,0.9123,0.7536,0.8254,"{'n_estimators': 66, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': True}",66.0,3.0,20.0,1.0,log2,True,,,,,,,,,
1,RF,2,0.5815,0.5572,0.5575,0.5573,0.5827,0.5815,0.5821,0.4507,0.4571,0.4539,0.6637,0.6579,0.6608,"{'n_estimators': 76, 'max_depth': 7, 'min_samples_split': 12, 'min_samples_leaf': 2, 'max_features': 'log2', 'bootstrap': True}",76.0,7.0,12.0,2.0,log2,True,,,,,,,,,
2,RF,3,0.7042,0.7416,0.7388,0.7041,0.7751,0.7042,0.7033,0.5811,0.9053,0.7078,0.9022,0.5724,0.7004,"{'n_estimators': 455, 'max_depth': 3, 'min_samples_split': 9, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'bootstrap': True}",455.0,3.0,9.0,8.0,sqrt,True,,,,,,,,,
3,RF,4,0.7277,0.7266,0.7263,0.7265,0.7275,0.7277,0.7276,0.7115,0.7048,0.7081,0.7417,0.7479,0.7448,"{'n_estimators': 249, 'max_depth': 4, 'min_samples_split': 11, 'min_samples_leaf': 4, 'max_features': None, 'bootstrap': False}",249.0,4.0,11.0,4.0,,False,,,,,,,,,
4,RF,5,0.6836,0.6894,0.6924,0.6832,0.7014,0.6836,0.6849,0.6054,0.7542,0.6717,0.7734,0.6306,0.6947,"{'n_estimators': 425, 'max_depth': 4, 'min_samples_split': 20, 'min_samples_leaf': 3, 'max_features': None, 'bootstrap': True}",425.0,4.0,20.0,3.0,,True,,,,,,,,,
5,XGB,1,0.7956,0.7848,0.793,0.7878,0.8005,0.7956,0.797,0.7158,0.7816,0.7473,0.8538,0.8043,0.8284,"{'n_estimators': 107, 'max_depth': 9, 'learning_rate': 0.012201330190956825, 'subsample': 0.631913203004784, 'colsample_bytree': 0.6325028334106936, 'min_child_weight': 1, 'gamma': 4.763419443821729, 'reg_alpha': 1.8955894463154679, 'reg_lambda': 0.5456497532349417}",107.0,9.0,,,,,0.012201330190956825,0.631913203004784,0.6325028334106936,1.0,4.763419443821729,1.8955894463154679,0.5456497532349417,,
6,XGB,2,0.6033,0.5728,0.5695,0.5702,0.5959,0.6033,0.5987,0.4762,0.4286,0.4511,0.6694,0.7105,0.6894,"{'n_estimators': 413, 'max_depth': 12, 'learning_rate': 0.03662295617356871, 'subsample': 0.6219097711287578, 'colsample_bytree': 0.6322653682314106, 'min_child_weight': 3, 'gamma': 4.09797501064822, 'reg_alpha': 1.936506825009648, 'reg_lambda': 1.258493696555724}",413.0,12.0,,,,,0.03662295617356871,0.6219097711287578,0.6322653682314106,3.0,4.09797501064822,1.936506825009648,1.258493696555724,,
7,XGB,3,0.6792,0.6892,0.6964,0.6779,0.7141,0.6792,0.6821,0.5692,0.7789,0.6578,0.8091,0.6138,0.698,"{'n_estimators': 281, 'max_depth': 8, 'learning_rate': 0.011711509955524094, 'subsample': 0.8430179407605753, 'colsample_bytree': 0.6682096494749166, 'min_child_weight': 1, 'gamma': 4.7444276862666666, 'reg_alpha': 1.9312640661491187, 'reg_lambda': 1.6167946962329223}",281.0,8.0,,,,,0.011711509955524094,0.8430179407605753,0.6682096494749166,1.0,4.7444276862666666,1.9312640661491187,1.6167946962329223,,
8,XGB,4,0.75,0.753,0.7451,0.746,0.752,0.75,0.748,0.7692,0.6667,0.7143,0.7368,0.8235,0.7778,"{'n_estimators': 68, 'max_depth': 11, 'learning_rate': 0.013926931163448326, 'subsample': 0.8541717565952756, 'colsample_bytree': 0.6296291371341685, 'min_child_weight': 9, 'gamma': 1.8011388133040203, 'reg_alpha': 0.011343257794025365, 'reg_lambda': 1.2708038524179344}",68.0,11.0,,,,,0.013926931163448326,0.8541717565952756,0.6296291371341685,9.0,1.8011388133040203,0.011343257794025365,1.2708038524179344,,
9,XGB,5,0.6582,0.6595,0.6627,0.6569,0.67,0.6582,0.6599,0.5857,0.6949,0.6357,0.7333,0.6306,0.6781,"{'n_estimators': 55, 'max_depth': 6, 'learning_rate': 0.012313388270654882, 'subsample': 0.6402563645995051, 'colsample_bytree': 0.9441037639019577, 'min_child_weight': 1, 'gamma': 0.28339306335346365, 'reg_alpha': 1.8394441389805134, 'reg_lambda': 1.4091118777218277}",55.0,6.0,,,,,0.012313388270654882,0.6402563645995051,0.9441037639019577,1.0,0.28339306335346365,1.8394441389805134,1.4091118777218277,,
10,DT,1,0.7689,0.7819,0.7946,0.7679,0.8136,0.7689,0.7714,0.6423,0.908,0.7524,0.9216,0.6812,0.7833,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 6, 'max_features': 'log2', 'splitter': 'best'}",,3.0,20.0,6.0,log2,,,,,,,,,entropy,best
11,DT,2,0.5924,0.5911,0.5966,0.5859,0.6195,0.5924,0.5983,0.4725,0.6143,0.5342,0.7097,0.5789,0.6377,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'log2', 'splitter': 'best'}",,4.0,10.0,6.0,log2,,,,,,,,,gini,best
12,DT,3,0.5625,0.5844,0.5853,0.5624,0.6094,0.5625,0.5636,0.4648,0.6947,0.557,0.7041,0.4759,0.5679,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': None, 'splitter': 'best'}",,3.0,5.0,3.0,,,,,,,,,,gini,best
13,DT,4,0.7366,0.737,0.7331,0.7338,0.7368,0.7366,0.7355,0.7396,0.6762,0.7065,0.7344,0.7899,0.7611,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 13, 'min_samples_leaf': 4, 'max_features': None, 'splitter': 'best'}",,2.0,13.0,4.0,,,,,,,,,,entropy,best
14,DT,5,0.5891,0.6193,0.6117,0.5869,0.6342,0.5891,0.5826,0.5141,0.7712,0.6169,0.7245,0.4522,0.5569,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 19, 'min_samples_leaf': 9, 'max_features': 'log2', 'splitter': 'random'}",,2.0,19.0,9.0,log2,,,,,,,,,entropy,random
15,RF,MEAN,0.7003,0.7036,0.7069,0.6945,0.7229,0.7003,0.701,0.6085,0.7413,0.6639,0.7987,0.6725,0.7252,N/A,,,,,,,,,,,,,,,
16,RF,STD,0.0806,0.0915,0.0956,0.0888,0.092,0.0806,0.0812,0.1043,0.1802,0.1235,0.1069,0.0779,0.0635,N/A,,,,,,,,,,,,,,,
17,XGB,MEAN,0.6973,0.6919,0.6933,0.6878,0.7065,0.6973,0.6971,0.6232,0.6701,0.6412,0.7605,0.7165,0.7343,N/A,,,,,,,,,,,,,,,
18,XGB,STD,0.076,0.0831,0.085,0.0841,0.0783,0.076,0.0772,0.1181,0.1442,0.1152,0.0719,0.0963,0.0656,N/A,,,,,,,,,,,,,,,
19,DT,MEAN,0.6499,0.6627,0.6643,0.6474,0.6827,0.6499,0.6503,0.5667,0.7329,0.6334,0.7589,0.5956,0.6614,N/A,,,,,,,,,,,,,,,
20,DT,STD,0.0953,0.0907,0.0939,0.0957,0.0891,0.0953,0.0958,0.12,0.1128,0.0941,0.0918,0.1416,0.1061,N/A,,,,,,,,,,,,,,,
