,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.675,0.7004,0.6874,0.6722,0.7083,0.675,0.6697,0.6053,0.8364,0.7023,0.7955,0.5385,0.6422,"{'n_estimators': 106, 'max_depth': 3, 'min_samples_split': 18, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'bootstrap': True}",106.0,3.0,18.0,3.0,sqrt,True,,,,,,,,,
1,RF,2,0.7445,0.719,0.7122,0.7151,0.7413,0.7445,0.7425,0.6444,0.6042,0.6237,0.7935,0.8202,0.8066,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_split': 14, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': False}",400.0,4.0,14.0,1.0,log2,False,,,,,,,,,
2,RF,3,0.6989,0.7083,0.7053,0.6986,0.7133,0.6989,0.6979,0.775,0.62,0.6889,0.6415,0.7907,0.7083,"{'n_estimators': 468, 'max_depth': 4, 'min_samples_split': 16, 'min_samples_leaf': 5, 'max_features': 'log2', 'bootstrap': False}",468.0,4.0,16.0,5.0,log2,False,,,,,,,,,
3,RF,4,0.6296,0.6963,0.6826,0.6285,0.7419,0.6296,0.6235,0.5068,0.9024,0.6491,0.8857,0.4627,0.6078,"{'n_estimators': 461, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",461.0,3.0,20.0,10.0,sqrt,False,,,,,,,,,
4,RF,5,0.728,0.7268,0.7486,0.7216,0.7701,0.728,0.7341,0.5806,0.8182,0.6792,0.873,0.679,0.7639,"{'n_estimators': 363, 'max_depth': 5, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'bootstrap': True}",363.0,5.0,14.0,2.0,sqrt,True,,,,,,,,,
5,XGB,1,0.725,0.7288,0.7294,0.725,0.7335,0.725,0.7252,0.6719,0.7818,0.7227,0.7857,0.6769,0.7273,"{'n_estimators': 331, 'max_depth': 6, 'learning_rate': 0.012413189635294229, 'subsample': 0.7243929286862649, 'colsample_bytree': 0.7300733288106989, 'min_child_weight': 8, 'gamma': 3.1877873567760657, 'reg_alpha': 1.774425485152653, 'reg_lambda': 0.9444298503238986}",331.0,6.0,,,,,0.012413189635294229,0.7243929286862649,0.7300733288106989,8.0,3.1877873567760657,1.774425485152653,0.9444298503238986,,
6,XGB,2,0.7883,0.7721,0.7507,0.7587,0.7842,0.7883,0.784,0.7317,0.625,0.6742,0.8125,0.8764,0.8432,"{'n_estimators': 149, 'max_depth': 11, 'learning_rate': 0.015930200938474453, 'subsample': 0.6405047234576041, 'colsample_bytree': 0.9077718937113686, 'min_child_weight': 9, 'gamma': 1.7383407200636514, 'reg_alpha': 1.1724092285140042, 'reg_lambda': 1.188794339190733}",149.0,11.0,,,,,0.015930200938474453,0.6405047234576041,0.9077718937113686,9.0,1.7383407200636514,1.1724092285140042,1.188794339190733,,
7,XGB,3,0.6129,0.6279,0.6221,0.6107,0.6329,0.6129,0.6085,0.6944,0.5,0.5814,0.5614,0.7442,0.64,"{'n_estimators': 312, 'max_depth': 9, 'learning_rate': 0.21524543124634857, 'subsample': 0.811866357083997, 'colsample_bytree': 0.8841003958639716, 'min_child_weight': 5, 'gamma': 3.831430418211334, 'reg_alpha': 1.9907930100983495, 'reg_lambda': 1.0693042884972024}",312.0,9.0,,,,,0.21524543124634857,0.811866357083997,0.8841003958639716,5.0,3.831430418211334,1.9907930100983495,1.0693042884972024,,
8,XGB,4,0.6574,0.7022,0.7002,0.6574,0.7438,0.6574,0.6566,0.5294,0.878,0.6606,0.875,0.5224,0.6542,"{'n_estimators': 210, 'max_depth': 5, 'learning_rate': 0.06333268775321842, 'subsample': 0.6563696899899051, 'colsample_bytree': 0.9208787923016158, 'min_child_weight': 1, 'gamma': 4.9344346830025865, 'reg_alpha': 1.5444895385933148, 'reg_lambda': 0.3974313630683448}",210.0,5.0,,,,,0.06333268775321842,0.6563696899899051,0.9208787923016158,1.0,4.9344346830025865,1.5444895385933148,0.3974313630683448,,
9,XGB,5,0.728,0.737,0.759,0.724,0.7848,0.728,0.7338,0.5758,0.8636,0.6909,0.8983,0.6543,0.7571,"{'n_estimators': 50, 'max_depth': 7, 'learning_rate': 0.03887392448302072, 'subsample': 0.795795163509494, 'colsample_bytree': 0.8581250070793208, 'min_child_weight': 2, 'gamma': 3.6480671020616278, 'reg_alpha': 1.260492372735658, 'reg_lambda': 1.5133383274942092}",50.0,7.0,,,,,0.03887392448302072,0.795795163509494,0.8581250070793208,2.0,3.6480671020616278,1.260492372735658,1.5133383274942092,,
