,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
10,DT,1,0.6359,0.6341,0.6349,0.6342,0.6376,0.6359,0.6364,0.5953,0.6246,0.6096,0.6729,0.6452,0.6588,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'splitter': 'best'}",,3.0,20.0,9.0,sqrt,,,,,,,,,gini,best
11,DT,2,0.7228,0.7358,0.7356,0.7228,0.7485,0.7228,0.7228,0.6389,0.8333,0.7233,0.8327,0.6379,0.7224,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 13, 'min_samples_leaf': 5, 'max_features': None, 'splitter': 'best'}",,2.0,13.0,5.0,,,,,,,,,,gini,best
12,DT,3,0.6798,0.6776,0.6788,0.6779,0.6815,0.6798,0.6803,0.638,0.6684,0.6528,0.7172,0.6891,0.7029,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 18, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'splitter': 'best'}",,3.0,18.0,3.0,sqrt,,,,,,,,,entropy,best
13,DT,4,0.7228,0.7779,0.7744,0.7228,0.8285,0.7228,0.722,0.5765,0.98,0.7259,0.9794,0.5689,0.7197,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 14, 'min_samples_leaf': 10, 'max_features': 'log2', 'splitter': 'best'}",,3.0,14.0,10.0,log2,,,,,,,,,entropy,best
14,DT,5,0.6822,0.7095,0.7166,0.6817,0.7489,0.6822,0.6847,0.5501,0.8559,0.6697,0.869,0.5773,0.6937,"{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 17, 'min_samples_leaf': 8, 'max_features': 'log2', 'splitter': 'best'}",,1.0,17.0,8.0,log2,,,,,,,,,gini,best
15,RF,MEAN,0.71,0.7194,0.7233,0.7071,0.7377,0.71,0.7099,0.6267,0.7866,0.6915,0.812,0.6599,0.7228,N/A,,,,,,,,,,,,,,,
16,RF,STD,0.075,0.0779,0.0868,0.0756,0.0937,0.075,0.0777,0.0451,0.1567,0.0742,0.1315,0.0976,0.087,N/A,,,,,,,,,,,,,,,
17,XGB,MEAN,0.7147,0.7141,0.7197,0.7107,0.7285,0.7147,0.7157,0.6425,0.7354,0.6817,0.7857,0.704,0.7397,N/A,,,,,,,,,,,,,,,
18,XGB,STD,0.0539,0.052,0.0614,0.0528,0.0649,0.0539,0.0557,0.0356,0.1135,0.0515,0.0941,0.0663,0.0599,N/A,,,,,,,,,,,,,,,
19,DT,MEAN,0.6887,0.707,0.7081,0.6879,0.729,0.6887,0.6892,0.5998,0.7924,0.6763,0.8142,0.6237,0.6995,N/A,,,,,,,,,,,,,,,
20,DT,STD,0.0362,0.0549,0.0535,0.0369,0.0729,0.0362,0.0357,0.0388,0.1453,0.0493,0.1225,0.0502,0.0257,N/A,,,,,,,,,,,,,,,
