,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.6036,0.6156,0.6127,0.6028,0.6215,0.6036,0.6011,0.5498,0.7138,0.6212,0.6815,0.5116,0.5844,"{'n_estimators': 132, 'max_depth': 3, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'log2', 'bootstrap': False}",132.0,3.0,15.0,8.0,log2,False,,,,,,,,,
1,RF,2,0.7228,0.7358,0.7356,0.7228,0.7485,0.7228,0.7228,0.6389,0.8333,0.7233,0.8327,0.6379,0.7224,"{'n_estimators': 467, 'max_depth': 3, 'min_samples_split': 14, 'min_samples_leaf': 8, 'max_features': None, 'bootstrap': False}",467.0,3.0,14.0,8.0,,False,,,,,,,,,
2,RF,3,0.6679,0.6651,0.6581,0.6587,0.6663,0.6679,0.6643,0.6533,0.5597,0.6029,0.677,0.7565,0.7146,"{'n_estimators': 460, 'max_depth': 3, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features': 'log2', 'bootstrap': False}",460.0,3.0,6.0,5.0,log2,False,,,,,,,,,
3,RF,4,0.774,0.8021,0.814,0.7736,0.8458,0.774,0.7761,0.628,0.9733,0.7634,0.9762,0.6547,0.7838,"{'n_estimators': 293, 'max_depth': 4, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'bootstrap': False}",293.0,4.0,10.0,3.0,sqrt,False,,,,,,,,,
4,RF,5,0.7818,0.7782,0.7959,0.7775,0.8064,0.7818,0.7852,0.6636,0.8529,0.7465,0.8927,0.7389,0.8086,"{'n_estimators': 429, 'max_depth': 3, 'min_samples_split': 18, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",429.0,3.0,18.0,10.0,sqrt,False,,,,,,,,,
5,XGB,1,0.6667,0.6716,0.6718,0.6667,0.677,0.6667,0.6667,0.6124,0.7292,0.6657,0.7309,0.6144,0.6676,"{'n_estimators': 90, 'max_depth': 3, 'learning_rate': 0.010497282455749993, 'subsample': 0.6219860038889243, 'colsample_bytree': 0.7476190006479279, 'min_child_weight': 2, 'gamma': 1.2250876965900073, 'reg_alpha': 0.16023229194070177, 'reg_lambda': 0.20718943397744516}",90.0,3.0,,,,,0.010497282455749993,0.6219860038889243,0.7476190006479279,2.0,1.2250876965900073,0.16023229194070177,0.20718943397744516,,
6,XGB,2,0.6724,0.6691,0.6714,0.6694,0.6762,0.6724,0.6735,0.6141,0.663,0.6376,0.724,0.6797,0.7011,"{'n_estimators': 167, 'max_depth': 9, 'learning_rate': 0.1760421767618775, 'subsample': 0.8728176719320585, 'colsample_bytree': 0.6670066879795821, 'min_child_weight': 2, 'gamma': 4.2690012047112535, 'reg_alpha': 0.6783906631702846, 'reg_lambda': 1.3981142981364625}",167.0,9.0,,,,,0.1760421767618775,0.8728176719320585,0.6670066879795821,2.0,4.2690012047112535,0.6783906631702846,1.3981142981364625,,
7,XGB,3,0.6918,0.69,0.6827,0.6838,0.6908,0.6918,0.6888,0.682,0.5915,0.6335,0.698,0.7739,0.734,"{'n_estimators': 73, 'max_depth': 3, 'learning_rate': 0.010980855346248139, 'subsample': 0.660267815471076, 'colsample_bytree': 0.9844187495903, 'min_child_weight': 7, 'gamma': 1.788732806866931, 'reg_alpha': 0.10194192081870887, 'reg_lambda': 1.572007057098569}",73.0,3.0,,,,,0.010980855346248139,0.660267815471076,0.9844187495903,7.0,1.788732806866931,0.10194192081870887,1.572007057098569,,
8,XGB,4,0.7541,0.7597,0.7766,0.7513,0.7938,0.7541,0.7579,0.6235,0.8667,0.7252,0.8958,0.6866,0.7774,"{'n_estimators': 79, 'max_depth': 7, 'learning_rate': 0.016648892488868874, 'subsample': 0.6512724702232536, 'colsample_bytree': 0.8718480814036318, 'min_child_weight': 10, 'gamma': 1.6628153362107148, 'reg_alpha': 0.32897608950596746, 'reg_lambda': 0.5383718105110901}",79.0,7.0,,,,,0.016648892488868874,0.6512724702232536,0.8718480814036318,10.0,1.6628153362107148,0.32897608950596746,0.5383718105110901,,
9,XGB,5,0.7885,0.78,0.796,0.7825,0.8046,0.7885,0.7914,0.6804,0.8265,0.7463,0.8796,0.7655,0.8186,"{'n_estimators': 103, 'max_depth': 3, 'learning_rate': 0.02490745170011489, 'subsample': 0.9988351488554443, 'colsample_bytree': 0.6430665877040955, 'min_child_weight': 4, 'gamma': 1.0015483464060502, 'reg_alpha': 0.14762050988971018, 'reg_lambda': 0.12492408982926731}",103.0,3.0,,,,,0.02490745170011489,0.9988351488554443,0.6430665877040955,4.0,1.0015483464060502,0.14762050988971018,0.12492408982926731,,
