,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.75,0.7583,0.7511,0.7485,0.7589,0.75,0.7482,0.7089,0.8379,0.768,0.8076,0.6643,0.729,"{'n_estimators': 456, 'max_depth': 3, 'min_samples_split': 17, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",456.0,3.0,17.0,10.0,sqrt,False,,,,,,,,,
1,RF,2,0.6171,0.6155,0.6154,0.6154,0.617,0.6171,0.617,0.5916,0.5876,0.5896,0.6393,0.6431,0.6412,"{'n_estimators': 470, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': True}",470.0,3.0,20.0,10.0,sqrt,True,,,,,,,,,
2,RF,3,0.6944,0.7032,0.7109,0.6931,0.7272,0.6944,0.6972,0.5858,0.7913,0.6732,0.8206,0.6305,0.7131,"{'n_estimators': 486, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",486.0,3.0,20.0,10.0,sqrt,False,,,,,,,,,
3,RF,4,0.7174,0.7101,0.7345,0.7072,0.76,0.7174,0.725,0.5571,0.7871,0.6524,0.8631,0.682,0.7619,"{'n_estimators': 87, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 9, 'max_features': 'log2', 'bootstrap': True}",87.0,3.0,20.0,9.0,log2,True,,,,,,,,,
4,RF,5,0.719,0.7245,0.7452,0.7143,0.7696,0.719,0.725,0.5702,0.8349,0.6776,0.8788,0.6555,0.7509,"{'n_estimators': 369, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False}",369.0,3.0,20.0,9.0,sqrt,False,,,,,,,,,
5,XGB,1,0.7359,0.7379,0.7365,0.7357,0.7382,0.7359,0.7355,0.7132,0.7785,0.7444,0.7626,0.6944,0.7269,"{'n_estimators': 76, 'max_depth': 3, 'learning_rate': 0.01975527192631625, 'subsample': 0.658437077964015, 'colsample_bytree': 0.94078189653594, 'min_child_weight': 9, 'gamma': 4.233231036610483, 'reg_alpha': 1.1310332931174296, 'reg_lambda': 1.102832019317792}",76.0,3.0,,,,,0.01975527192631625,0.658437077964015,0.94078189653594,9.0,4.233231036610483,1.1310332931174296,1.102832019317792,,
6,XGB,2,0.6194,0.6178,0.6178,0.6178,0.6194,0.6194,0.6194,0.5934,0.5934,0.5934,0.6422,0.6422,0.6422,"{'n_estimators': 192, 'max_depth': 3, 'learning_rate': 0.011884457183217437, 'subsample': 0.6678935303675768, 'colsample_bytree': 0.9421050638624361, 'min_child_weight': 6, 'gamma': 1.2072662450635814, 'reg_alpha': 0.33808020237874753, 'reg_lambda': 1.0757122560171934}",192.0,3.0,,,,,0.011884457183217437,0.6678935303675768,0.9421050638624361,6.0,1.2072662450635814,0.33808020237874753,1.0757122560171934,,
7,XGB,3,0.6679,0.6723,0.6796,0.6657,0.6947,0.6679,0.6713,0.5631,0.7365,0.6382,0.7816,0.6226,0.6931,"{'n_estimators': 62, 'max_depth': 3, 'learning_rate': 0.015937792385112472, 'subsample': 0.6073248792362046, 'colsample_bytree': 0.9562404612031711, 'min_child_weight': 3, 'gamma': 2.6515893626951463, 'reg_alpha': 0.7470523387593054, 'reg_lambda': 0.48702002320238846}",62.0,3.0,,,,,0.015937792385112472,0.6073248792362046,0.9562404612031711,3.0,2.6515893626951463,0.7470523387593054,0.48702002320238846,,
8,XGB,4,0.7212,0.7016,0.7207,0.7047,0.7451,0.7212,0.7275,0.5682,0.7194,0.6349,0.8351,0.7221,0.7745,"{'n_estimators': 295, 'max_depth': 3, 'learning_rate': 0.013948873118940502, 'subsample': 0.6639557043331901, 'colsample_bytree': 0.9382675335625597, 'min_child_weight': 4, 'gamma': 0.38824993893141535, 'reg_alpha': 0.4200669565935276, 'reg_lambda': 1.7742700036246255}",295.0,3.0,,,,,0.013948873118940502,0.6639557043331901,0.9382675335625597,4.0,0.38824993893141535,0.4200669565935276,1.7742700036246255,,
9,XGB,5,0.7206,0.7227,0.7435,0.7151,0.7664,0.7206,0.7267,0.5734,0.8217,0.6755,0.872,0.6653,0.7548,"{'n_estimators': 348, 'max_depth': 3, 'learning_rate': 0.01400074077732987, 'subsample': 0.9963246829529648, 'colsample_bytree': 0.973422467681463, 'min_child_weight': 6, 'gamma': 0.8395064593141519, 'reg_alpha': 1.0783130113055357, 'reg_lambda': 0.6359940737771608}",348.0,3.0,,,,,0.01400074077732987,0.9963246829529648,0.973422467681463,6.0,0.8395064593141519,1.0783130113055357,0.6359940737771608,,
