,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
0,RF,1,0.6901,0.6796,0.6113,0.6326,0.6888,0.6901,0.6809,0.6876,0.7581,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 219, 'clf__max_depth': 16, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 7, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.5556,0.5263,0.5405,0.6812,0.75,0.4615,0.5714,0.6525,0.7333,0.8462,0.7857,0.7292,all,f_classif,219.0,16.0,7.0,7.0,log2,True,,,,,,,,,,
1,RF,2,0.573,0.5339,0.5258,0.5232,0.5726,0.573,0.5654,0.7193,0.7381,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 262, 'clf__max_depth': 5, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.6667,0.5405,0.597,0.7994,0.3571,0.2941,0.3226,0.6046,0.5778,0.7429,0.65,0.754,all,f_classif,262.0,5.0,15.0,8.0,log2,True,balanced,,,,,,,,,
2,RF,3,0.5474,0.5577,0.5175,0.4632,0.5759,0.5474,0.4849,0.7028,0.7119,32,f_classif,"{'selector__k': 32, 'selector__score_func': 'f_classif', 'clf__n_estimators': 338, 'clf__max_depth': 19, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 9, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.375,0.48,0.4211,0.6366,0.6667,0.125,0.2105,0.6344,0.6316,0.9474,0.7579,0.8375,32,f_classif,338.0,19.0,15.0,9.0,log2,True,,,,,,,,,,
3,RF,4,0.3421,0.385,0.3373,0.3282,0.4183,0.3421,0.3506,0.6188,0.5698,28,f_classif,"{'selector__k': 28, 'selector__score_func': 'f_classif', 'clf__n_estimators': 443, 'clf__max_depth': 3, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.1951,0.4211,0.2667,0.4672,0.4,0.1667,0.2353,0.7212,0.56,0.4242,0.4828,0.6681,28,f_classif,443.0,3.0,12.0,4.0,sqrt,True,balanced,,,,,,,,,
4,RF,5,0.5076,0.5001,0.5062,0.4871,0.5396,0.5076,0.5043,0.7081,0.7254,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 382, 'clf__max_depth': 15, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.6486,0.4,0.4948,0.7475,0.3438,0.4231,0.3793,0.6313,0.5079,0.6957,0.5872,0.7454,all,f_classif,382.0,15.0,19.0,9.0,sqrt,True,,,,,,,,,,
5,XGB,1,0.6338,0.6102,0.5942,0.6004,0.6383,0.6338,0.635,0.6666,0.7338,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 113, 'clf__max_depth': 6, 'clf__learning_rate': 0.01866511685801523, 'clf__subsample': 0.7085765291718215, 'clf__colsample_bytree': 0.7789582449046458, 'clf__min_child_weight': 9, 'clf__gamma': 0.6706152826350371, 'clf__reg_alpha': 0.2992082093618991, 'clf__reg_lambda': 0.7594925801309484}",0.4762,0.5263,0.5,0.6599,0.6364,0.5385,0.5833,0.63,0.7179,0.7179,0.7179,0.7099,all,f_classif,113.0,6.0,,,,,,0.01866511685801523,0.7085765291718215,0.7789582449046458,9.0,0.6706152826350371,0.2992082093618991,0.7594925801309484,,
6,XGB,2,0.4831,0.4188,0.4225,0.4043,0.4761,0.4831,0.4604,0.6391,0.6838,14,f_classif,"{'selector__k': 14, 'selector__score_func': 'f_classif', 'clf__n_estimators': 81, 'clf__max_depth': 11, 'clf__learning_rate': 0.12508590575290165, 'clf__subsample': 0.8068594097681767, 'clf__colsample_bytree': 0.6303218485408414, 'clf__min_child_weight': 2, 'clf__gamma': 4.4200485709349, 'clf__reg_alpha': 1.0993139968738412, 'clf__reg_lambda': 0.7299696312463914}",0.5833,0.3784,0.459,0.7393,0.1538,0.1176,0.1333,0.4367,0.5192,0.7714,0.6207,0.7413,14,f_classif,81.0,11.0,,,,,,0.12508590575290165,0.8068594097681767,0.6303218485408414,2.0,4.4200485709349,1.0993139968738412,0.7299696312463914,,
7,XGB,3,0.5158,0.4812,0.4804,0.4213,0.5002,0.5158,0.4458,0.662,0.6863,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 239, 'clf__max_depth': 11, 'clf__learning_rate': 0.058349525150791684, 'clf__subsample': 0.9323829963151781, 'clf__colsample_bytree': 0.671013087332651, 'clf__min_child_weight': 1, 'clf__gamma': 1.499985560039268, 'clf__reg_alpha': 1.2496109059222245, 'clf__reg_lambda': 1.3410564619534666}",0.3333,0.4,0.3636,0.5957,0.5,0.0938,0.1579,0.5677,0.6102,0.9474,0.7423,0.8227,10,f_classif,239.0,11.0,,,,,,0.058349525150791684,0.9323829963151781,0.671013087332651,1.0,1.499985560039268,1.2496109059222245,1.3410564619534666,,
8,XGB,4,0.4474,0.5479,0.4441,0.4019,0.5697,0.4474,0.4232,0.6034,0.5818,3,f_classif,"{'selector__k': 3, 'selector__score_func': 'f_classif', 'clf__n_estimators': 116, 'clf__max_depth': 10, 'clf__learning_rate': 0.012696500474651625, 'clf__subsample': 0.9554477427050652, 'clf__colsample_bytree': 0.7646559135461508, 'clf__min_child_weight': 1, 'clf__gamma': 0.3659756780854925, 'clf__reg_alpha': 1.244676650954456, 'clf__reg_lambda': 1.5052531828151356}",0.3,0.6316,0.4068,0.5088,0.75,0.125,0.2143,0.6474,0.5938,0.5758,0.5846,0.654,3,f_classif,116.0,10.0,,,,,,0.012696500474651625,0.9554477427050652,0.7646559135461508,1.0,0.3659756780854925,1.244676650954456,1.5052531828151356,,
9,XGB,5,0.553,0.566,0.5648,0.5369,0.6188,0.553,0.5526,0.6958,0.7119,32,f_classif,"{'selector__k': 32, 'selector__score_func': 'f_classif', 'clf__n_estimators': 168, 'clf__max_depth': 4, 'clf__learning_rate': 0.011859050194065811, 'clf__subsample': 0.7568905827588136, 'clf__colsample_bytree': 0.6967722413548569, 'clf__min_child_weight': 7, 'clf__gamma': 1.0406919633014706, 'clf__reg_alpha': 0.6272293413376547, 'clf__reg_lambda': 1.4023744363567539}",0.7812,0.4167,0.5435,0.7044,0.3684,0.5385,0.4375,0.6484,0.5484,0.7391,0.6296,0.7346,32,f_classif,168.0,4.0,,,,,,0.011859050194065811,0.7568905827588136,0.6967722413548569,7.0,1.0406919633014706,0.6272293413376547,1.4023744363567539,,
