,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
10,DT,1,0.4394,0.3415,0.4021,0.3182,0.5007,0.4394,0.4135,0.6826,0.7016,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 8, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.3049,0.8095,0.443,0.6215,0.0,0.0,0.0,0.7296,0.7196,0.3969,0.5116,0.6969,all,f_classif,,3.0,8.0,2.0,sqrt,,,,,,,,,,entropy,random
11,DT,2,0.5247,0.338,0.4785,0.3955,0.3631,0.5247,0.4286,0.6375,0.6561,3,f_classif,"{'selector__k': 3, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.4537,0.5833,0.5104,0.6958,0.0,0.0,0.0,0.506,0.5602,0.8521,0.676,0.7108,3,f_classif,,3.0,7.0,8.0,sqrt,,,,,,,,,,gini,random
12,DT,3,0.4214,0.2808,0.3756,0.3091,0.3255,0.4214,0.3529,0.5747,0.6199,25,f_classif,"{'selector__k': 25, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.4203,0.3452,0.3791,0.5009,0.0,0.0,0.0,0.6257,0.4221,0.7817,0.5481,0.5974,25,f_classif,,1.0,12.0,4.0,sqrt,,,,,,,,,,gini,random
13,DT,4,0.5926,0.4085,0.4688,0.4234,0.5201,0.5926,0.5372,0.6263,0.7085,18,f_classif,"{'selector__k': 18, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.6753,0.5306,0.5943,0.6682,0.0,0.0,0.0,0.5265,0.5501,0.8759,0.6758,0.6842,18,f_classif,,1.0,19.0,7.0,sqrt,,,,,,,,,,gini,random
14,DT,5,0.5351,0.3555,0.46,0.3863,0.401,0.5351,0.4422,0.6417,0.6781,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.529,0.4244,0.471,0.6128,0.0,0.0,0.0,0.6165,0.5374,0.9557,0.6879,0.6957,10,f_classif,,1.0,14.0,7.0,sqrt,,,,,,,,,,gini,random
15,RF,MEAN,0.5587,0.5259,0.5035,0.4717,0.5513,0.5587,0.5223,0.6948,0.7144,N/A,N/A,N/A,0.4944,0.6109,0.5346,0.6844,0.4541,0.1665,0.2129,0.6563,0.6292,0.7329,0.6674,0.7437,,,,,,,,,,,,,,,,,,
16,RF,STD,0.0861,0.1216,0.0589,0.0857,0.1154,0.0861,0.1033,0.0382,0.0564,N/A,N/A,N/A,0.1219,0.14,0.1005,0.0649,0.2605,0.1644,0.1713,0.0987,0.0987,0.1557,0.091,0.0522,,,,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5243,0.4657,0.4521,0.4152,0.5047,0.5243,0.4837,0.68,0.7068,N/A,N/A,N/A,0.4619,0.5389,0.4906,0.6585,0.3376,0.0814,0.1066,0.6392,0.5975,0.736,0.6485,0.7424,,,,,,,,,,,,,,,,,,
18,XGB,STD,0.0924,0.1281,0.0524,0.0601,0.1222,0.0924,0.0928,0.0426,0.0575,N/A,N/A,N/A,0.1047,0.0921,0.0847,0.0628,0.262,0.077,0.0739,0.0797,0.11,0.1839,0.113,0.0388,,,,,,,,,,,,,,,,,,
19,DT,MEAN,0.5026,0.3449,0.437,0.3665,0.4221,0.5026,0.4349,0.6326,0.6728,N/A,N/A,N/A,0.4766,0.5386,0.4796,0.6198,0.0,0.0,0.0,0.6009,0.5579,0.7725,0.6199,0.677,,,,,,,,,,,,,,,,,,
20,DT,STD,0.0711,0.0456,0.0454,0.0502,0.0852,0.0711,0.0666,0.0387,0.0361,N/A,N/A,N/A,0.1373,0.1774,0.08,0.0747,0.0,0.0,0.0,0.0894,0.1062,0.2189,0.0833,0.0455,,,,,,,,,,,,,,,,,,
