,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
0,RF,1,0.6394,0.6104,0.525,0.5376,0.6519,0.6394,0.6307,0.7132,0.7753,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 201, 'clf__max_depth': 4, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 4, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.4135,0.5119,0.4574,0.6412,0.6667,0.2692,0.3836,0.7905,0.7512,0.7938,0.7719,0.708,all,f_classif,201.0,4.0,12.0,4.0,log2,True,,,,,,,,,,
1,RF,2,0.4599,0.367,0.4562,0.3718,0.4068,0.4599,0.4004,0.65,0.6393,32,f_classif,"{'selector__k': 32, 'selector__score_func': 'f_classif', 'clf__n_estimators': 457, 'clf__max_depth': 3, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.3476,0.7738,0.4797,0.6741,0.1,0.0102,0.0185,0.5163,0.6535,0.5845,0.6171,0.7596,32,f_classif,457.0,3.0,12.0,5.0,sqrt,False,,,,,,,,,,
2,RF,3,0.4713,0.4354,0.4267,0.3896,0.4491,0.4713,0.4272,0.6671,0.6747,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 447, 'clf__max_depth': 3, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.48,0.4286,0.4528,0.6069,0.35,0.0769,0.1261,0.6697,0.4762,0.7746,0.5898,0.7248,all,f_classif,447.0,3.0,11.0,8.0,sqrt,True,,,,,,,,,,
3,RF,4,0.6015,0.5587,0.5585,0.5578,0.6008,0.6015,0.6001,0.6964,0.7286,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 491, 'clf__max_depth': 4, 'clf__min_samples_split': 8, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.6458,0.7007,0.6721,0.7625,0.4038,0.4038,0.4038,0.6281,0.6265,0.5709,0.5974,0.6986,all,f_classif,491.0,4.0,8.0,10.0,log2,True,,,,,,,,,,
4,RF,5,0.6212,0.658,0.551,0.5015,0.6479,0.6212,0.5531,0.7471,0.7541,25,f_classif,"{'selector__k': 25, 'selector__score_func': 'f_classif', 'clf__n_estimators': 462, 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.5851,0.6395,0.6111,0.7371,0.75,0.0726,0.1324,0.6768,0.6388,0.9409,0.761,0.8273,25,f_classif,462.0,3.0,18.0,8.0,sqrt,False,,,,,,,,,,
5,XGB,1,0.6455,0.6204,0.4879,0.4563,0.6611,0.6455,0.6051,0.7113,0.7697,7,f_classif,"{'selector__k': 7, 'selector__score_func': 'f_classif', 'clf__n_estimators': 257, 'clf__max_depth': 7, 'clf__learning_rate': 0.010842991173406103, 'clf__subsample': 0.630469950320655, 'clf__colsample_bytree': 0.9664801346625055, 'clf__min_child_weight': 5, 'clf__gamma': 4.956656729552663, 'clf__reg_alpha': 0.6334492179300548, 'clf__reg_lambda': 1.9133121363806618}",0.4386,0.5952,0.5051,0.67,0.6667,0.0385,0.0727,0.7231,0.7559,0.8299,0.7912,0.7407,7,f_classif,257.0,7.0,,,,,,0.010842991173406103,0.630469950320655,0.9664801346625055,5.0,4.956656729552663,0.6334492179300548,1.9133121363806618,,
6,XGB,2,0.4383,0.4148,0.4201,0.3838,0.4425,0.4383,0.4114,0.6297,0.6308,28,f_classif,"{'selector__k': 28, 'selector__score_func': 'f_classif', 'clf__n_estimators': 391, 'clf__max_depth': 6, 'clf__learning_rate': 0.015123932510492969, 'clf__subsample': 0.6857348449354894, 'clf__colsample_bytree': 0.8789671923143815, 'clf__min_child_weight': 2, 'clf__gamma': 3.716671434851786, 'clf__reg_alpha': 1.813676364218661, 'clf__reg_lambda': 1.3593704021184527}",0.3133,0.5595,0.4017,0.6159,0.3448,0.102,0.1575,0.5507,0.5862,0.5986,0.5923,0.7225,28,f_classif,391.0,6.0,,,,,,0.015123932510492969,0.6857348449354894,0.8789671923143815,2.0,3.716671434851786,1.813676364218661,1.3593704021184527,,
7,XGB,3,0.4414,0.293,0.3922,0.3257,0.3393,0.4414,0.3723,0.6658,0.672,3,f_classif,"{'selector__k': 3, 'selector__score_func': 'f_classif', 'clf__n_estimators': 239, 'clf__max_depth': 9, 'clf__learning_rate': 0.010127139357342925, 'clf__subsample': 0.8232872711019411, 'clf__colsample_bytree': 0.642926325310971, 'clf__min_child_weight': 4, 'clf__gamma': 4.52719390300287, 'clf__reg_alpha': 1.9355065018757462, 'clf__reg_lambda': 1.7194044659119503}",0.4324,0.381,0.4051,0.5762,0.0,0.0,0.0,0.6994,0.4466,0.7958,0.5722,0.7219,3,f_classif,239.0,9.0,,,,,,0.010127139357342925,0.8232872711019411,0.642926325310971,4.0,4.52719390300287,1.9355065018757462,1.7194044659119503,,
8,XGB,4,0.5029,0.4413,0.4381,0.438,0.5128,0.5029,0.5059,0.658,0.7065,7,f_classif,"{'selector__k': 7, 'selector__score_func': 'f_classif', 'clf__n_estimators': 233, 'clf__max_depth': 5, 'clf__learning_rate': 0.02907213614192405, 'clf__subsample': 0.6127748553163294, 'clf__colsample_bytree': 0.8478135772534398, 'clf__min_child_weight': 1, 'clf__gamma': 4.994892120289658, 'clf__reg_alpha': 1.4103123354780345, 'clf__reg_lambda': 0.01517845682965302}",0.5625,0.6122,0.5863,0.6973,0.1765,0.2019,0.1883,0.5596,0.5851,0.5,0.5392,0.7171,7,f_classif,233.0,5.0,,,,,,0.02907213614192405,0.6127748553163294,0.8478135772534398,1.0,4.994892120289658,1.4103123354780345,0.01517845682965302,,
9,XGB,5,0.5932,0.5589,0.5222,0.4721,0.568,0.5932,0.5237,0.7354,0.7548,7,f_classif,"{'selector__k': 7, 'selector__score_func': 'f_classif', 'clf__n_estimators': 328, 'clf__max_depth': 7, 'clf__learning_rate': 0.018386422616323752, 'clf__subsample': 0.6055840036445642, 'clf__colsample_bytree': 0.9899540802902084, 'clf__min_child_weight': 3, 'clf__gamma': 4.35038204462996, 'clf__reg_alpha': 1.826513977054935, 'clf__reg_lambda': 0.7359514123989443}",0.5629,0.5465,0.5546,0.733,0.5,0.0645,0.1143,0.6632,0.6139,0.9557,0.7476,0.81,7,f_classif,328.0,7.0,,,,,,0.018386422616323752,0.6055840036445642,0.9899540802902084,3.0,4.35038204462996,1.826513977054935,0.7359514123989443,,
