,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
0,RF,1,0.656,0.5992,0.59,0.5863,0.661,0.656,0.6526,0.7792,0.8007,14,f_classif,"{'selector__k': 14, 'selector__score_func': 'f_classif', 'clf__n_estimators': 415, 'clf__max_depth': 3, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.4317,0.5556,0.4858,0.8046,0.596,0.4126,0.4876,0.7202,0.7699,0.8019,0.7856,0.8128,14,f_classif,415.0,3.0,14.0,4.0,sqrt,True,balanced,,,,,,,,,
1,RF,2,0.487,0.3445,0.4341,0.3528,0.4227,0.487,0.4146,0.6665,0.6509,7,f_classif,"{'selector__k': 7, 'selector__score_func': 'f_classif', 'clf__n_estimators': 443, 'clf__max_depth': 3, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.5812,0.3646,0.4481,0.626,0.0,0.0,0.0,0.6418,0.4523,0.9377,0.6103,0.7319,7,f_classif,443.0,3.0,12.0,5.0,sqrt,False,,,,,,,,,,
2,RF,3,0.469,0.494,0.4596,0.4552,0.5002,0.469,0.464,0.6531,0.6231,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 406, 'clf__max_depth': 17, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.3979,0.6471,0.4928,0.6469,0.5172,0.3261,0.4,0.7353,0.5669,0.4055,0.4728,0.5773,all,f_classif,406.0,17.0,2.0,5.0,log2,True,,,,,,,,,,
3,RF,4,0.5462,0.5133,0.4963,0.4714,0.5465,0.5462,0.5187,0.6919,0.7117,32,f_classif,"{'selector__k': 32, 'selector__score_func': 'f_classif', 'clf__n_estimators': 297, 'clf__max_depth': 3, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.6667,0.5423,0.5981,0.7493,0.3827,0.1416,0.2067,0.5703,0.4904,0.8052,0.6095,0.7561,32,f_classif,297.0,3.0,9.0,9.0,sqrt,True,,,,,,,,,,
4,RF,5,0.5542,0.4502,0.4802,0.44,0.5003,0.5542,0.5081,0.6669,0.7141,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 481, 'clf__max_depth': 8, 'clf__min_samples_split': 6, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.4622,0.6433,0.5379,0.7148,0.2333,0.0519,0.0848,0.4932,0.655,0.7455,0.6973,0.7926,all,f_classif,481.0,8.0,6.0,5.0,sqrt,True,,,,,,,,,,
5,XGB,1,0.6082,0.518,0.5627,0.4766,0.6028,0.6082,0.562,0.7614,0.7535,14,f_classif,"{'selector__k': 14, 'selector__score_func': 'f_classif', 'clf__n_estimators': 107, 'clf__max_depth': 4, 'clf__learning_rate': 0.016990268798904102, 'clf__subsample': 0.8288265148805319, 'clf__colsample_bytree': 0.6029149835724328, 'clf__min_child_weight': 9, 'clf__gamma': 2.061967397255852, 'clf__reg_alpha': 1.4265924516302158, 'clf__reg_lambda': 0.051865536624826694}",0.4035,0.8519,0.5476,0.8098,0.375,0.0629,0.1078,0.6749,0.7756,0.7732,0.7744,0.7996,14,f_classif,107.0,4.0,,,,,,0.016990268798904102,0.8288265148805319,0.6029149835724328,9.0,2.061967397255852,1.4265924516302158,0.051865536624826694,,
6,XGB,2,0.4994,0.3552,0.4421,0.3654,0.4366,0.4994,0.4316,0.655,0.6496,7,f_classif,"{'selector__k': 7, 'selector__score_func': 'f_classif', 'clf__n_estimators': 68, 'clf__max_depth': 4, 'clf__learning_rate': 0.07482072079635478, 'clf__subsample': 0.6232377742863894, 'clf__colsample_bytree': 0.9468011356983015, 'clf__min_child_weight': 4, 'clf__gamma': 4.976297370350565, 'clf__reg_alpha': 1.6679535368913272, 'clf__reg_lambda': 0.22902313130036148}",0.6057,0.3995,0.4814,0.6332,0.0,0.0,0.0,0.6185,0.46,0.9267,0.6148,0.7134,7,f_classif,68.0,4.0,,,,,,0.07482072079635478,0.6232377742863894,0.9468011356983015,4.0,4.976297370350565,1.6679535368913272,0.22902313130036148,,
7,XGB,3,0.5,0.5245,0.5056,0.5031,0.523,0.5,0.499,0.6686,0.6488,32,f_classif,"{'selector__k': 32, 'selector__score_func': 'f_classif', 'clf__n_estimators': 491, 'clf__max_depth': 4, 'clf__learning_rate': 0.020901941390346544, 'clf__subsample': 0.6018960478612356, 'clf__colsample_bytree': 0.6803979709543164, 'clf__min_child_weight': 3, 'clf__gamma': 4.18036407388451, 'clf__reg_alpha': 1.1656406798832495, 'clf__reg_lambda': 1.3459349514422003}",0.4249,0.6263,0.5063,0.6381,0.5811,0.4674,0.5181,0.7648,0.5676,0.4232,0.4848,0.6028,32,f_classif,491.0,4.0,,,,,,0.020901941390346544,0.6018960478612356,0.6803979709543164,3.0,4.18036407388451,1.1656406798832495,1.3459349514422003,,
8,XGB,4,0.518,0.4911,0.4709,0.4412,0.519,0.518,0.486,0.6617,0.6857,3,f_classif,"{'selector__k': 3, 'selector__score_func': 'f_classif', 'clf__n_estimators': 186, 'clf__max_depth': 5, 'clf__learning_rate': 0.019526535370059963, 'clf__subsample': 0.7651508726984858, 'clf__colsample_bytree': 0.7838295056399434, 'clf__min_child_weight': 9, 'clf__gamma': 3.7837223971708442, 'clf__reg_alpha': 0.5495930438842208, 'clf__reg_lambda': 0.45119274316719116}",0.6213,0.4946,0.5507,0.689,0.3824,0.1187,0.1812,0.5688,0.4697,0.7994,0.5917,0.7273,3,f_classif,186.0,5.0,,,,,,0.019526535370059963,0.7651508726984858,0.7838295056399434,9.0,3.7837223971708442,0.5495930438842208,0.45119274316719116,,
9,XGB,5,0.5473,0.4799,0.48,0.4582,0.5183,0.5473,0.5165,0.681,0.725,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 252, 'clf__max_depth': 12, 'clf__learning_rate': 0.021332397081436597, 'clf__subsample': 0.6888466688315302, 'clf__colsample_bytree': 0.9162922126548323, 'clf__min_child_weight': 7, 'clf__gamma': 4.358175640214627, 'clf__reg_alpha': 1.5577082256975707, 'clf__reg_lambda': 1.7608014455198575}",0.4529,0.5906,0.5127,0.719,0.3404,0.1185,0.1758,0.5473,0.6463,0.7309,0.686,0.7767,all,f_classif,252.0,12.0,,,,,,0.021332397081436597,0.6888466688315302,0.9162922126548323,7.0,4.358175640214627,1.5577082256975707,1.7608014455198575,,
10,DT,1,0.5585,0.3887,0.5437,0.4162,0.522,0.5585,0.509,0.7103,0.7184,25,f_classif,"{'selector__k': 25, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.3445,0.9537,0.5061,0.7764,0.0,0.0,0.0,0.5996,0.8217,0.6773,0.7426,0.7548,25,f_classif,,2.0,19.0,10.0,log2,,balanced,,,,,,,,gini,best
11,DT,2,0.5429,0.3742,0.474,0.3987,0.4587,0.5429,0.4739,0.6729,0.6715,7,f_classif,"{'selector__k': 7, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 3, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.6276,0.4879,0.549,0.603,0.0,0.0,0.0,0.6912,0.4951,0.9341,0.6472,0.7246,7,f_classif,,3.0,16.0,3.0,,,,,,,,,,,gini,random
12,DT,3,0.5276,0.3416,0.4171,0.3608,0.4077,0.5276,0.4436,0.6067,0.6827,18,f_classif,"{'selector__k': 18, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.4833,0.3495,0.4056,0.5911,0.0,0.0,0.0,0.5999,0.5416,0.9018,0.6767,0.6292,18,f_classif,,2.0,18.0,3.0,sqrt,,,,,,,,,,entropy,random
13,DT,4,0.3858,0.2382,0.4217,0.297,0.2042,0.3858,0.2617,0.5856,0.6268,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.0,0.0,0.0,0.5686,0.3024,0.3425,0.3212,0.5644,0.4123,0.9226,0.5699,0.6238,10,f_classif,,1.0,18.0,7.0,sqrt,,,,,,,,,,gini,random
14,DT,5,0.5663,0.4236,0.443,0.3898,0.4705,0.5663,0.4686,0.5824,0.6856,18,f_classif,"{'selector__k': 18, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.7317,0.3509,0.4743,0.6486,0.0,0.0,0.0,0.4853,0.5391,0.9782,0.6951,0.6133,18,f_classif,,1.0,19.0,7.0,sqrt,,,,,,,,,,gini,random
15,RF,MEAN,0.5425,0.4802,0.492,0.4611,0.5261,0.5425,0.5116,0.6915,0.7001,N/A,N/A,N/A,0.5079,0.5506,0.5125,0.7083,0.3458,0.1864,0.2358,0.6322,0.5869,0.7392,0.6351,0.7341,,,,,,,,,,,,,,,,,,
16,RF,STD,0.0733,0.0932,0.0595,0.0837,0.0875,0.0733,0.0889,0.051,0.0686,N/A,N/A,N/A,0.1125,0.1147,0.0575,0.0734,0.2375,0.1771,0.2059,0.102,0.1284,0.1994,0.1163,0.0931,,,,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5346,0.4737,0.4923,0.4489,0.5199,0.5346,0.499,0.6855,0.6925,N/A,N/A,N/A,0.5017,0.5926,0.5197,0.6978,0.3358,0.1535,0.1966,0.6349,0.5838,0.7307,0.6303,0.724,,,,,,,,,,,,,,,,,,
18,XGB,STD,0.0455,0.0688,0.0454,0.052,0.0588,0.0455,0.0474,0.0435,0.0463,N/A,N/A,N/A,0.1037,0.1698,0.0293,0.0721,0.2102,0.1822,0.194,0.0877,0.1316,0.1867,0.1081,0.0763,,,,,,,,,,,,,,,,,,
19,DT,MEAN,0.5162,0.3533,0.4599,0.3725,0.4126,0.5162,0.4314,0.6316,0.677,N/A,N/A,N/A,0.4374,0.4284,0.387,0.6375,0.0605,0.0685,0.0642,0.5881,0.562,0.8828,0.6663,0.6691,,,,,,,,,,,,,,,,,,
20,DT,STD,0.0744,0.0707,0.052,0.0467,0.1234,0.0744,0.0977,0.0571,0.0331,N/A,N/A,N/A,0.285,0.3447,0.2226,0.0829,0.1352,0.1532,0.1436,0.0742,0.1543,0.1182,0.0641,0.0655,,,,,,,,,,,,,,,,,,
