,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
0,RF,1,0.7514,0.7369,0.656,0.6809,0.7507,0.7514,0.7367,0.7827,0.8479,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 440, 'clf__max_depth': 3, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.7879,0.5306,0.6341,0.8004,0.6667,0.5,0.5714,0.7355,0.7563,0.9375,0.8372,0.8122,all,f_classif,440.0,3.0,14.0,5.0,log2,True,balanced,,,,,,,,,
1,RF,2,0.4937,0.5181,0.4866,0.4743,0.5429,0.4937,0.4928,0.7019,0.6945,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 367, 'clf__max_depth': 4, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 6, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.3235,0.55,0.4074,0.5879,0.6,0.2885,0.3896,0.7424,0.6308,0.6212,0.626,0.7755,all,f_classif,367.0,4.0,20.0,6.0,sqrt,True,balanced,,,,,,,,,
2,RF,3,0.5066,0.5312,0.5309,0.4822,0.5837,0.5066,0.4941,0.6767,0.6533,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 273, 'clf__max_depth': 10, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.75,0.3982,0.5202,0.6706,0.425,0.3091,0.3579,0.5878,0.4186,0.8852,0.5684,0.7717,all,f_classif,273.0,10.0,18.0,10.0,log2,True,,,,,,,,,,
3,RF,4,0.5,0.5111,0.5118,0.4875,0.5422,0.5,0.4923,0.6897,0.6482,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 364, 'clf__max_depth': 4, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.4771,0.6842,0.5622,0.7093,0.3962,0.5,0.4421,0.6978,0.66,0.3511,0.4583,0.662,all,f_classif,364.0,4.0,19.0,1.0,sqrt,True,balanced,,,,,,,,,
4,RF,5,0.4887,0.4815,0.4516,0.4431,0.4841,0.4887,0.4675,0.6548,0.6618,28,f_classif,"{'selector__k': 28, 'selector__score_func': 'f_classif', 'clf__n_estimators': 349, 'clf__max_depth': 3, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.4902,0.5435,0.5155,0.7321,0.4615,0.1818,0.2609,0.5585,0.4928,0.6296,0.5528,0.6737,28,f_classif,349.0,3.0,15.0,4.0,sqrt,False,,,,,,,,,,
5,XGB,1,0.7052,0.4473,0.5169,0.4767,0.5827,0.7052,0.6351,0.8124,0.8567,7,f_classif,"{'selector__k': 7, 'selector__score_func': 'f_classif', 'clf__n_estimators': 406, 'clf__max_depth': 4, 'clf__learning_rate': 0.020871933296199855, 'clf__subsample': 0.6192647153900752, 'clf__colsample_bytree': 0.8940441209306064, 'clf__min_child_weight': 4, 'clf__gamma': 4.694392896868251, 'clf__reg_alpha': 1.6651665262630466, 'clf__reg_lambda': 0.5927308356099673}",0.5957,0.5714,0.5833,0.7927,0.0,0.0,0.0,0.7941,0.746,0.9792,0.8468,0.8504,7,f_classif,406.0,4.0,,,,,,0.020871933296199855,0.6192647153900752,0.8940441209306064,4.0,4.694392896868251,1.6651665262630466,0.5927308356099673,,
6,XGB,2,0.462,0.5544,0.4483,0.3863,0.5798,0.462,0.4105,0.6685,0.6639,3,f_classif,"{'selector__k': 3, 'selector__score_func': 'f_classif', 'clf__n_estimators': 364, 'clf__max_depth': 9, 'clf__learning_rate': 0.05258377942399082, 'clf__subsample': 0.7787835597939906, 'clf__colsample_bytree': 0.8211413828270374, 'clf__min_child_weight': 5, 'clf__gamma': 3.7503807703117076, 'clf__reg_alpha': 0.9747713596903359, 'clf__reg_lambda': 0.6105572808528976}",0.2949,0.575,0.3898,0.5623,0.75,0.0577,0.1071,0.6728,0.6184,0.7121,0.662,0.7703,3,f_classif,364.0,9.0,,,,,,0.05258377942399082,0.7787835597939906,0.8211413828270374,5.0,3.7503807703117076,0.9747713596903359,0.6105572808528976,,
7,XGB,3,0.4978,0.5439,0.5175,0.4629,0.5987,0.4978,0.4812,0.6791,0.653,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 458, 'clf__max_depth': 6, 'clf__learning_rate': 0.04807356054543822, 'clf__subsample': 0.8435812686176722, 'clf__colsample_bytree': 0.6515211492451737, 'clf__min_child_weight': 5, 'clf__gamma': 4.376493010747324, 'clf__reg_alpha': 0.9023133736148284, 'clf__reg_lambda': 0.6837867636382009}",0.7759,0.3982,0.5263,0.6945,0.4643,0.2364,0.3133,0.576,0.3916,0.918,0.549,0.7667,all,f_classif,458.0,6.0,,,,,,0.04807356054543822,0.8435812686176722,0.6515211492451737,5.0,4.376493010747324,0.9023133736148284,0.6837867636382009,,
8,XGB,4,0.5236,0.556,0.5119,0.5152,0.5523,0.5236,0.5199,0.6849,0.6912,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 236, 'clf__max_depth': 4, 'clf__learning_rate': 0.013457261191881422, 'clf__subsample': 0.6024364915282967, 'clf__colsample_bytree': 0.7876376696721503, 'clf__min_child_weight': 7, 'clf__gamma': 3.7554156922432473, 'clf__reg_alpha': 1.7811452480476964, 'clf__reg_lambda': 0.9865933960457621}",0.4522,0.6842,0.5445,0.6787,0.6071,0.4048,0.4857,0.6994,0.6087,0.4468,0.5153,0.6766,all,f_classif,236.0,4.0,,,,,,0.013457261191881422,0.6024364915282967,0.7876376696721503,7.0,3.7554156922432473,1.7811452480476964,0.9865933960457621,,
9,XGB,5,0.4662,0.4027,0.4196,0.3874,0.423,0.4662,0.4253,0.6433,0.6591,18,f_classif,"{'selector__k': 18, 'selector__score_func': 'f_classif', 'clf__n_estimators': 212, 'clf__max_depth': 12, 'clf__learning_rate': 0.11793682994291899, 'clf__subsample': 0.9457216849575353, 'clf__colsample_bytree': 0.8711836474333075, 'clf__min_child_weight': 8, 'clf__gamma': 4.70069744028522, 'clf__reg_alpha': 1.785428559012626, 'clf__reg_lambda': 1.5310044212467855}",0.4655,0.587,0.5192,0.6823,0.25,0.0606,0.0976,0.5667,0.4925,0.6111,0.5455,0.6808,18,f_classif,212.0,12.0,,,,,,0.11793682994291899,0.9457216849575353,0.8711836474333075,8.0,4.70069744028522,1.785428559012626,1.5310044212467855,,
