,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
10,DT,1,0.5318,0.3162,0.3789,0.32,0.4064,0.5318,0.4336,0.5948,0.699,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.3889,0.1918,0.2569,0.5211,0.0,0.0,0.0,0.6556,0.5598,0.945,0.7031,0.6076,10,f_classif,,1.0,18.0,7.0,sqrt,,,,,,,,,,gini,random
11,DT,2,0.5484,0.546,0.5336,0.4993,0.5492,0.5484,0.5114,0.6648,0.6981,28,f_classif,"{'selector__k': 28, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.5979,0.5577,0.5771,0.6402,0.5172,0.1829,0.2703,0.5937,0.5229,0.8602,0.6504,0.7607,28,f_classif,,2.0,13.0,8.0,log2,,balanced,,,,,,,,gini,best
12,DT,3,0.4402,0.4112,0.4281,0.397,0.4201,0.4402,0.4071,0.6026,0.6188,3,f_classif,"{'selector__k': 3, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 4, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 4, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.4444,0.2963,0.3556,0.5843,0.3143,0.1964,0.2418,0.5572,0.475,0.7917,0.5938,0.6664,3,f_classif,,4.0,19.0,4.0,,,,,,,,,,,gini,random
13,DT,4,0.4926,0.2913,0.3593,0.2841,0.3775,0.4926,0.3823,0.5793,0.689,18,f_classif,"{'selector__k': 18, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.3611,0.125,0.1857,0.4935,0.0,0.0,0.0,0.6638,0.5127,0.9528,0.6667,0.5805,18,f_classif,,2.0,14.0,4.0,sqrt,,,,,,,,,,entropy,random
14,DT,5,0.4952,0.3397,0.4667,0.3695,0.3546,0.4952,0.3886,0.634,0.666,3,f_classif,"{'selector__k': 3, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.5385,0.4,0.459,0.6083,0.0,0.0,0.0,0.5981,0.4808,1.0,0.6494,0.6955,3,f_classif,,3.0,13.0,4.0,sqrt,,,,,,,,,,gini,random
15,RF,MEAN,0.5256,0.5182,0.5023,0.4965,0.5356,0.5256,0.5198,0.6666,0.682,N/A,N/A,N/A,0.5616,0.5535,0.5573,0.6792,0.4274,0.3304,0.349,0.6111,0.5655,0.6231,0.5832,0.7097,,,,,,,,,,,,,,,,,,
16,RF,STD,0.0843,0.087,0.061,0.0712,0.0755,0.0843,0.0763,0.0536,0.077,N/A,N/A,N/A,0.0516,0.0391,0.0444,0.0613,0.1791,0.0947,0.0929,0.0696,0.0803,0.1771,0.11,0.058,,,,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5406,0.5458,0.5078,0.489,0.5549,0.5406,0.5151,0.6622,0.6828,N/A,N/A,N/A,0.5524,0.5681,0.5594,0.6652,0.5254,0.227,0.2822,0.6038,0.5596,0.7284,0.6253,0.7178,,,,,,,,,,,,,,,,,,
18,XGB,STD,0.0854,0.1138,0.0731,0.0834,0.0894,0.0854,0.0848,0.0523,0.0592,N/A,N/A,N/A,0.0609,0.079,0.0674,0.0662,0.2442,0.1307,0.16,0.068,0.0791,0.167,0.0872,0.0532,,,,,,,,,,,,,,,,,,
19,DT,MEAN,0.5016,0.3809,0.4333,0.374,0.4216,0.5016,0.4246,0.6151,0.6742,N/A,N/A,N/A,0.4662,0.3142,0.3669,0.5695,0.1663,0.0759,0.1024,0.6137,0.5102,0.9099,0.6527,0.6621,,,,,,,,,,,,,,,,,,
20,DT,STD,0.0418,0.1026,0.0701,0.0825,0.0757,0.0418,0.0525,0.0342,0.0337,N/A,N/A,N/A,0.1001,0.1716,0.1563,0.0609,0.2387,0.104,0.1406,0.045,0.0344,0.0831,0.0394,0.0716,,,,,,,,,,,,,,,,,,
