,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
0,RF,1,0.6545,0.6577,0.581,0.5984,0.6554,0.6545,0.6423,0.7199,0.7738,32,f_classif,"{'selector__k': 32, 'selector__score_func': 'f_classif', 'clf__n_estimators': 184, 'clf__max_depth': 5, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.6197,0.6027,0.6111,0.7257,0.6842,0.3421,0.4561,0.7136,0.6692,0.7982,0.728,0.7205,32,f_classif,184.0,5.0,12.0,8.0,log2,True,,,,,,,,,,
1,RF,2,0.4982,0.4945,0.4949,0.4944,0.4973,0.4982,0.4975,0.6844,0.6925,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 328, 'clf__max_depth': 17, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.5196,0.5096,0.5146,0.6794,0.4487,0.4268,0.4375,0.638,0.5152,0.5484,0.5312,0.7359,all,f_classif,328.0,17.0,14.0,5.0,log2,True,balanced,,,,,,,,,
2,RF,3,0.4641,0.4455,0.4428,0.4343,0.4533,0.4641,0.4502,0.5984,0.6171,32,f_classif,"{'selector__k': 32, 'selector__score_func': 'f_classif', 'clf__n_estimators': 213, 'clf__max_depth': 11, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 2, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.5,0.5309,0.515,0.5878,0.375,0.2143,0.2727,0.5284,0.4615,0.5833,0.5153,0.6791,32,f_classif,213.0,11.0,17.0,2.0,log2,True,,,,,,,,,,
3,RF,4,0.4485,0.4518,0.4463,0.4262,0.5266,0.4485,0.4695,0.6222,0.5916,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 392, 'clf__max_depth': 5, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 7, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.5657,0.5385,0.5517,0.6599,0.1848,0.4146,0.2556,0.5769,0.6049,0.3858,0.4712,0.6299,all,f_classif,392.0,5.0,12.0,7.0,log2,True,balanced,,,,,,,,,
4,RF,5,0.5625,0.5414,0.5466,0.5293,0.5456,0.5625,0.5396,0.7082,0.735,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 479, 'clf__max_depth': 7, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.6029,0.5857,0.5942,0.7434,0.4444,0.254,0.3232,0.5984,0.5769,0.8,0.6704,0.7829,all,f_classif,479.0,7.0,11.0,6.0,log2,True,balanced,,,,,,,,,
5,XGB,1,0.6727,0.7132,0.6107,0.6345,0.6877,0.6727,0.6647,0.7172,0.7671,25,f_classif,"{'selector__k': 25, 'selector__score_func': 'f_classif', 'clf__n_estimators': 150, 'clf__max_depth': 4, 'clf__learning_rate': 0.013809645621212093, 'clf__subsample': 0.6063374493794178, 'clf__colsample_bytree': 0.705905216207361, 'clf__min_child_weight': 9, 'clf__gamma': 1.8607765228464788, 'clf__reg_alpha': 1.7783879025545404, 'clf__reg_lambda': 0.5667085878084569}",0.6316,0.6575,0.6443,0.725,0.8333,0.3947,0.5357,0.7172,0.6746,0.7798,0.7234,0.7096,25,f_classif,150.0,4.0,,,,,,0.013809645621212093,0.6063374493794178,0.705905216207361,9.0,1.8607765228464788,1.7783879025545404,0.5667085878084569,,
6,XGB,2,0.509,0.5015,0.4915,0.4547,0.5034,0.509,0.4682,0.672,0.6789,25,f_classif,"{'selector__k': 25, 'selector__score_func': 'f_classif', 'clf__n_estimators': 138, 'clf__max_depth': 12, 'clf__learning_rate': 0.04883737590147355, 'clf__subsample': 0.7752368320719623, 'clf__colsample_bytree': 0.6783269422003078, 'clf__min_child_weight': 7, 'clf__gamma': 3.7152908233236452, 'clf__reg_alpha': 1.4344161221810112, 'clf__reg_lambda': 0.6738461835511271}",0.5263,0.5769,0.5505,0.6766,0.4783,0.1341,0.2095,0.5982,0.5,0.7634,0.6043,0.7413,25,f_classif,138.0,12.0,,,,,,0.04883737590147355,0.7752368320719623,0.6783269422003078,7.0,3.7152908233236452,1.4344161221810112,0.6738461835511271,,
7,XGB,3,0.4737,0.4722,0.4558,0.45,0.4728,0.4737,0.4613,0.604,0.623,28,f_classif,"{'selector__k': 28, 'selector__score_func': 'f_classif', 'clf__n_estimators': 365, 'clf__max_depth': 9, 'clf__learning_rate': 0.022324209473250246, 'clf__subsample': 0.608614202126838, 'clf__colsample_bytree': 0.8784745216552938, 'clf__min_child_weight': 4, 'clf__gamma': 2.1313991860719153, 'clf__reg_alpha': 0.07772980251698795, 'clf__reg_lambda': 1.6683609298473219}",0.4767,0.5062,0.491,0.5774,0.4667,0.25,0.3256,0.539,0.4731,0.6111,0.5333,0.6957,28,f_classif,365.0,9.0,,,,,,0.022324209473250246,0.608614202126838,0.8784745216552938,4.0,2.1313991860719153,0.07772980251698795,1.6683609298473219,,
8,XGB,4,0.4706,0.434,0.4305,0.4268,0.5055,0.4706,0.4846,0.612,0.6331,28,f_classif,"{'selector__k': 28, 'selector__score_func': 'f_classif', 'clf__n_estimators': 323, 'clf__max_depth': 11, 'clf__learning_rate': 0.039819551245758075, 'clf__subsample': 0.8108198786132832, 'clf__colsample_bytree': 0.795332607104061, 'clf__min_child_weight': 5, 'clf__gamma': 4.158550156392175, 'clf__reg_alpha': 0.8429262722934128, 'clf__reg_lambda': 0.5680493673692664}",0.5326,0.4712,0.5,0.6189,0.1818,0.2927,0.2243,0.5672,0.5877,0.5276,0.556,0.65,28,f_classif,323.0,11.0,,,,,,0.039819551245758075,0.8108198786132832,0.795332607104061,5.0,4.158550156392175,0.8429262722934128,0.5680493673692664,,
9,XGB,5,0.5769,0.6079,0.5507,0.4788,0.6049,0.5769,0.4966,0.706,0.7118,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 445, 'clf__max_depth': 4, 'clf__learning_rate': 0.02430512158969185, 'clf__subsample': 0.8727769394544769, 'clf__colsample_bytree': 0.7526627270325678, 'clf__min_child_weight': 8, 'clf__gamma': 4.111330847630008, 'clf__reg_alpha': 1.698711830543409, 'clf__reg_lambda': 0.09756690620293088}",0.5946,0.6286,0.6111,0.7282,0.6667,0.0635,0.1159,0.5973,0.5625,0.96,0.7094,0.7926,all,f_classif,445.0,4.0,,,,,,0.02430512158969185,0.8727769394544769,0.7526627270325678,8.0,4.111330847630008,1.698711830543409,0.09756690620293088,,
