,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
10,DT,1,0.5019,0.4763,0.4419,0.4166,0.5498,0.5019,0.4753,0.6331,0.704,25,f_classif,"{'selector__k': 25, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 3, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.6711,0.2452,0.3592,0.6968,0.178,0.2442,0.2059,0.5172,0.5798,0.8363,0.6848,0.6853,25,f_classif,,2.0,10.0,3.0,,,,,,,,,,,gini,random
11,DT,2,0.526,0.3519,0.425,0.3845,0.4345,0.526,0.4752,0.5573,0.63,25,f_classif,"{'selector__k': 25, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.5455,0.6102,0.576,0.6359,0.0,0.0,0.0,0.4388,0.5102,0.6649,0.5774,0.5972,25,f_classif,,1.0,10.0,7.0,,,,,,,,,,,gini,random
12,DT,3,0.4773,0.3177,0.4421,0.3657,0.3369,0.4773,0.3909,0.6161,0.6318,7,f_classif,"{'selector__k': 7, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 5, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.4737,0.5207,0.4961,0.5709,0.0,0.0,0.0,0.6415,0.4793,0.8056,0.601,0.636,7,f_classif,,2.0,12.0,5.0,,,,,,,,,,,gini,random
13,DT,4,0.543,0.3692,0.4698,0.4074,0.4268,0.543,0.471,0.6725,0.7086,25,f_classif,"{'selector__k': 25, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.5087,0.8186,0.6275,0.7294,0.0,0.0,0.0,0.5449,0.5991,0.5907,0.5948,0.743,25,f_classif,,2.0,19.0,7.0,sqrt,,,,,,,,,,gini,random
14,DT,5,0.4163,0.2271,0.3689,0.2569,0.2463,0.4163,0.2855,0.5864,0.6171,7,f_classif,"{'selector__k': 7, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.2308,0.1118,0.1506,0.4677,0.0,0.0,0.0,0.6705,0.4505,0.9948,0.6201,0.621,7,f_classif,,3.0,2.0,8.0,sqrt,,,,,,,,,,entropy,random
15,RF,MEAN,0.5037,0.5249,0.4581,0.435,0.5462,0.5037,0.4736,0.6604,0.6778,N/A,N/A,N/A,0.5176,0.5289,0.5103,0.6581,0.5198,0.1591,0.2005,0.6096,0.5374,0.6864,0.5941,0.7135,,,,,,,,,,,,,,,,,,
16,RF,STD,0.0758,0.0818,0.0502,0.0604,0.0619,0.0758,0.0806,0.0383,0.0634,N/A,N/A,N/A,0.132,0.1055,0.0837,0.1042,0.3351,0.0877,0.0832,0.0918,0.0478,0.2199,0.1119,0.0637,,,,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5133,0.466,0.4614,0.4363,0.4952,0.5133,0.4787,0.6494,0.6827,N/A,N/A,N/A,0.5141,0.5073,0.4982,0.6433,0.3395,0.1407,0.1922,0.5902,0.5443,0.7361,0.6186,0.7147,,,,,,,,,,,,,,,,,,
18,XGB,STD,0.0653,0.1163,0.0537,0.0677,0.1068,0.0653,0.0775,0.0449,0.0555,N/A,N/A,N/A,0.134,0.1157,0.0851,0.0885,0.3302,0.094,0.1476,0.111,0.0511,0.2088,0.1092,0.0555,,,,,,,,,,,,,,,,,,
19,DT,MEAN,0.4929,0.3484,0.4295,0.3662,0.3989,0.4929,0.4196,0.6131,0.6583,N/A,N/A,N/A,0.486,0.4613,0.4419,0.6201,0.0356,0.0488,0.0412,0.5626,0.5238,0.7785,0.6156,0.6565,,,,,,,,,,,,,,,,,,
20,DT,STD,0.0495,0.0901,0.0375,0.0643,0.114,0.0495,0.0831,0.0441,0.0442,N/A,N/A,N/A,0.1609,0.2838,0.1917,0.1046,0.0796,0.1092,0.0921,0.0943,0.0639,0.1573,0.0416,0.0581,,,,,,,,,,,,,,,,,,
