,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
10,DT,1,0.5307,0.3128,0.4401,0.3645,0.3663,0.5307,0.4324,0.6609,0.6965,3,f_classif,"{'selector__k': 3, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.321,0.3824,0.349,0.549,0.0,0.0,0.0,0.7148,0.6173,0.938,0.7446,0.719,3,f_classif,,3.0,7.0,8.0,sqrt,,,,,,,,,,gini,random
11,DT,2,0.5098,0.3471,0.4153,0.3413,0.3726,0.5098,0.3954,0.5784,0.643,7,f_classif,"{'selector__k': 7, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': None}",0.5357,0.2679,0.3571,0.5947,0.0,0.0,0.0,0.536,0.5057,0.978,0.6667,0.6045,7,f_classif,,2.0,16.0,5.0,log2,,,,,,,,,,gini,random
12,DT,3,0.4712,0.3178,0.3952,0.3448,0.3925,0.4712,0.4191,0.5832,0.6398,28,f_classif,"{'selector__k': 28, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 1, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 9, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': None}",0.5082,0.4593,0.4825,0.5421,0.0,0.0,0.0,0.5982,0.4451,0.7264,0.552,0.6092,28,f_classif,,1.0,12.0,9.0,log2,,,,,,,,,,entropy,best
13,DT,4,0.5164,0.473,0.4387,0.404,0.4992,0.5164,0.4728,0.6462,0.6914,3,f_classif,"{'selector__k': 3, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 7, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.5714,0.5258,0.5477,0.6757,0.3636,0.043,0.0769,0.585,0.484,0.7473,0.5875,0.6779,3,f_classif,,7.0,18.0,7.0,sqrt,,,,,,,,,,gini,random
14,DT,5,0.5709,0.5318,0.5415,0.5146,0.5581,0.5709,0.5434,0.7103,0.717,3,f_classif,"{'selector__k': 3, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.4884,0.2258,0.3088,0.6846,0.4382,0.5909,0.5032,0.6458,0.6688,0.8077,0.7317,0.8003,3,f_classif,,2.0,12.0,7.0,sqrt,,balanced,,,,,,,,gini,best
15,RF,MEAN,0.5305,0.5231,0.5037,0.4867,0.5485,0.5305,0.5144,0.6829,0.6889,N/A,N/A,N/A,0.4898,0.4883,0.4789,0.658,0.4776,0.3269,0.3424,0.657,0.602,0.6959,0.6389,0.7337,,,,,,,,,,,,,,,,,,
16,RF,STD,0.0726,0.103,0.0675,0.0737,0.0919,0.0726,0.0689,0.0612,0.0559,N/A,N/A,N/A,0.0882,0.1182,0.0693,0.0677,0.2582,0.1908,0.1568,0.1111,0.1009,0.1508,0.0967,0.0555,,,,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5311,0.5162,0.4897,0.4651,0.5399,0.5311,0.5011,0.6834,0.7008,N/A,N/A,N/A,0.4885,0.5289,0.4932,0.6643,0.4711,0.2088,0.258,0.6457,0.5889,0.7313,0.6441,0.7402,,,,,,,,,,,,,,,,,,
18,XGB,STD,0.0789,0.1432,0.0732,0.0822,0.1263,0.0789,0.0789,0.0708,0.0598,N/A,N/A,N/A,0.0819,0.1746,0.0866,0.0708,0.3606,0.1501,0.1628,0.1234,0.1192,0.1519,0.1064,0.0585,,,,,,,,,,,,,,,,,,
19,DT,MEAN,0.5198,0.3965,0.4462,0.3938,0.4377,0.5198,0.4526,0.6358,0.6775,N/A,N/A,N/A,0.4849,0.3722,0.409,0.6092,0.1604,0.1268,0.116,0.616,0.5442,0.8395,0.6565,0.6822,,,,,,,,,,,,,,,,,,
20,DT,STD,0.0361,0.0997,0.0564,0.072,0.0861,0.0361,0.058,0.0556,0.0344,N/A,N/A,N/A,0.0968,0.1261,0.1012,0.0679,0.2212,0.2601,0.219,0.0677,0.0946,0.1131,0.0854,0.0817,,,,,,,,,,,,,,,,,,
