,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
0,RF,1,0.5993,0.6466,0.5267,0.4949,0.6569,0.5993,0.5444,0.712,0.7396,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 222, 'clf__max_depth': 5, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.4304,0.5,0.4626,0.6155,0.8571,0.15,0.2553,0.7521,0.6522,0.9302,0.7668,0.7683,all,f_classif,222.0,5.0,13.0,9.0,sqrt,True,,,,,,,,,,
1,RF,2,0.5245,0.4658,0.4803,0.459,0.4953,0.5245,0.4975,0.643,0.6646,28,f_classif,"{'selector__k': 28, 'selector__score_func': 'f_classif', 'clf__n_estimators': 443, 'clf__max_depth': 3, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.4225,0.5357,0.4724,0.6594,0.3333,0.1579,0.2143,0.5132,0.6415,0.7473,0.6904,0.7565,28,f_classif,443.0,3.0,12.0,4.0,sqrt,True,balanced,,,,,,,,,
2,RF,3,0.4305,0.4012,0.4164,0.398,0.4332,0.4305,0.4187,0.6095,0.62,18,f_classif,"{'selector__k': 18, 'selector__score_func': 'f_classif', 'clf__n_estimators': 313, 'clf__max_depth': 3, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 6, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.4719,0.3111,0.375,0.5689,0.2586,0.2778,0.2679,0.5852,0.473,0.6604,0.5512,0.6743,18,f_classif,313.0,3.0,14.0,6.0,sqrt,True,balanced,,,,,,,,,
3,RF,4,0.4959,0.4899,0.4942,0.481,0.5331,0.4959,0.5045,0.6827,0.6674,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 262, 'clf__max_depth': 5, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.6405,0.4601,0.5355,0.7157,0.3056,0.4731,0.3713,0.6571,0.5236,0.5495,0.5362,0.6753,all,f_classif,262.0,5.0,15.0,8.0,log2,True,balanced,,,,,,,,,
4,RF,5,0.6021,0.6122,0.6008,0.6006,0.624,0.6021,0.6067,0.7674,0.7531,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 440, 'clf__max_depth': 3, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.4836,0.6344,0.5488,0.7306,0.6333,0.5758,0.6032,0.7775,0.7196,0.5923,0.6498,0.7941,all,f_classif,440.0,3.0,14.0,5.0,log2,True,balanced,,,,,,,,,
5,XGB,1,0.6029,0.6729,0.5379,0.5071,0.6822,0.6029,0.5544,0.7095,0.7402,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 389, 'clf__max_depth': 8, 'clf__learning_rate': 0.010181668114144445, 'clf__subsample': 0.8400887462459806, 'clf__colsample_bytree': 0.6642572089612756, 'clf__min_child_weight': 10, 'clf__gamma': 2.849237465231698, 'clf__reg_alpha': 1.9919939201784749, 'clf__reg_lambda': 0.7986102057288671}",0.4253,0.5441,0.4774,0.6229,0.9286,0.1625,0.2766,0.7379,0.6648,0.907,0.7672,0.7678,all,f_classif,389.0,8.0,,,,,,0.010181668114144445,0.8400887462459806,0.6642572089612756,10.0,2.849237465231698,1.9919939201784749,0.7986102057288671,,
6,XGB,2,0.5441,0.3953,0.4775,0.4165,0.4325,0.5441,0.4679,0.6668,0.6745,7,f_classif,"{'selector__k': 7, 'selector__score_func': 'f_classif', 'clf__n_estimators': 214, 'clf__max_depth': 5, 'clf__learning_rate': 0.1162404956921007, 'clf__subsample': 0.6169017999174842, 'clf__colsample_bytree': 0.8608703346977978, 'clf__min_child_weight': 5, 'clf__gamma': 4.806342730041609, 'clf__reg_alpha': 1.296405167018861, 'clf__reg_lambda': 0.08766989048304924}",0.4545,0.5357,0.4918,0.6794,0.1111,0.0175,0.0303,0.5323,0.6202,0.8791,0.7273,0.7888,7,f_classif,214.0,5.0,,,,,,0.1162404956921007,0.6169017999174842,0.8608703346977978,5.0,4.806342730041609,1.296405167018861,0.08766989048304924,,
7,XGB,3,0.4068,0.3657,0.3746,0.352,0.4013,0.4068,0.3839,0.5848,0.6196,3,f_classif,"{'selector__k': 3, 'selector__score_func': 'f_classif', 'clf__n_estimators': 85, 'clf__max_depth': 9, 'clf__learning_rate': 0.017518622783859076, 'clf__subsample': 0.6836398968902839, 'clf__colsample_bytree': 0.7388285079474654, 'clf__min_child_weight': 5, 'clf__gamma': 1.8584647849665359, 'clf__reg_alpha': 0.5220887157892417, 'clf__reg_lambda': 0.7297440936525075}",0.4598,0.2963,0.3604,0.5673,0.2162,0.1481,0.1758,0.5212,0.4211,0.6792,0.5199,0.6658,3,f_classif,85.0,9.0,,,,,,0.017518622783859076,0.6836398968902839,0.7388285079474654,5.0,1.8584647849665359,0.5220887157892417,0.7297440936525075,,
8,XGB,4,0.5102,0.4909,0.4934,0.4866,0.5307,0.5102,0.5143,0.6762,0.6949,32,f_classif,"{'selector__k': 32, 'selector__score_func': 'f_classif', 'clf__n_estimators': 151, 'clf__max_depth': 4, 'clf__learning_rate': 0.017634183976553492, 'clf__subsample': 0.8341045518881091, 'clf__colsample_bytree': 0.774657886302764, 'clf__min_child_weight': 3, 'clf__gamma': 3.8474002545526718, 'clf__reg_alpha': 1.296405167018861, 'clf__reg_lambda': 1.973782798678219}",0.6319,0.4836,0.5479,0.7028,0.3217,0.3978,0.3558,0.6365,0.519,0.5989,0.5561,0.6892,32,f_classif,151.0,4.0,,,,,,0.017634183976553492,0.8341045518881091,0.774657886302764,3.0,3.8474002545526718,1.296405167018861,1.973782798678219,,
9,XGB,5,0.5917,0.6561,0.5651,0.5634,0.6529,0.5917,0.5849,0.7798,0.7746,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 177, 'clf__max_depth': 7, 'clf__learning_rate': 0.010191168327787102, 'clf__subsample': 0.6215495346842475, 'clf__colsample_bytree': 0.6890051635342328, 'clf__min_child_weight': 9, 'clf__gamma': 4.500922775187301, 'clf__reg_alpha': 0.8533824581145211, 'clf__reg_lambda': 1.0530280128184981}",0.471,0.7849,0.5887,0.7493,0.7778,0.3182,0.4516,0.8006,0.7196,0.5923,0.6498,0.7894,all,f_classif,177.0,7.0,,,,,,0.010191168327787102,0.6215495346842475,0.6890051635342328,9.0,4.500922775187301,0.8533824581145211,1.0530280128184981,,
