,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
0,RF,1,0.5957,0.3579,0.4323,0.3915,0.4967,0.5957,0.5417,0.6691,0.7545,7,f_classif,"{'selector__k': 7, 'selector__score_func': 'f_classif', 'clf__n_estimators': 385, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.3702,0.4603,0.4104,0.6077,0.0,0.0,0.0,0.6749,0.7033,0.8364,0.7641,0.7248,7,f_classif,385.0,3.0,19.0,7.0,sqrt,False,,,,,,,,,,
1,RF,2,0.3593,0.3825,0.3532,0.3155,0.3852,0.3593,0.3262,0.5635,0.5638,25,f_classif,"{'selector__k': 25, 'selector__score_func': 'f_classif', 'clf__n_estimators': 165, 'clf__max_depth': 5, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.3204,0.6132,0.4209,0.578,0.413,0.0833,0.1387,0.5543,0.414,0.3631,0.3869,0.5583,25,f_classif,165.0,5.0,12.0,5.0,sqrt,False,,,,,,,,,,
2,RF,3,0.4164,0.4447,0.4658,0.3623,0.4983,0.4164,0.3752,0.6895,0.6084,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 431, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.6709,0.337,0.4487,0.6691,0.3299,0.0907,0.1422,0.5912,0.3333,0.9698,0.4961,0.8082,10,f_classif,431.0,3.0,20.0,10.0,sqrt,False,,,,,,,,,,
3,RF,4,0.5054,0.4938,0.5041,0.4836,0.5659,0.5054,0.5206,0.6927,0.6427,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 440, 'clf__max_depth': 3, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.4744,0.5318,0.5015,0.6801,0.289,0.4833,0.3617,0.6912,0.7179,0.4971,0.5874,0.7067,all,f_classif,440.0,3.0,14.0,5.0,log2,True,balanced,,,,,,,,,
4,RF,5,0.5981,0.5846,0.5386,0.5117,0.6042,0.5981,0.5597,0.7361,0.7656,7,f_classif,"{'selector__k': 7, 'selector__score_func': 'f_classif', 'clf__n_estimators': 369, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.6964,0.5262,0.5994,0.768,0.5,0.1558,0.2375,0.6196,0.5575,0.9339,0.6982,0.8206,7,f_classif,369.0,3.0,20.0,9.0,sqrt,False,,,,,,,,,,
5,XGB,1,0.6252,0.5667,0.5166,0.521,0.6213,0.6252,0.6117,0.6788,0.7561,28,f_classif,"{'selector__k': 28, 'selector__score_func': 'f_classif', 'clf__n_estimators': 265, 'clf__max_depth': 3, 'clf__learning_rate': 0.01911746005317867, 'clf__subsample': 0.6932548427092309, 'clf__colsample_bytree': 0.6125784337930628, 'clf__min_child_weight': 9, 'clf__gamma': 4.910815320357507, 'clf__reg_alpha': 1.641955368816412, 'clf__reg_lambda': 1.1699901445188372}",0.4361,0.5238,0.476,0.6091,0.5345,0.2385,0.3298,0.7123,0.7294,0.7874,0.7573,0.715,28,f_classif,265.0,3.0,,,,,,0.01911746005317867,0.6932548427092309,0.6125784337930628,9.0,4.910815320357507,1.641955368816412,1.1699901445188372,,
6,XGB,2,0.3681,0.3976,0.3586,0.356,0.399,0.3681,0.3643,0.5525,0.557,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 319, 'clf__max_depth': 4, 'clf__learning_rate': 0.02869088635666506, 'clf__subsample': 0.6723787964004011, 'clf__colsample_bytree': 0.8327528835113323, 'clf__min_child_weight': 9, 'clf__gamma': 4.39143787087755, 'clf__reg_alpha': 1.7864156913504563, 'clf__reg_lambda': 0.8294229407933601}",0.2865,0.4362,0.3458,0.5175,0.4804,0.2149,0.297,0.6033,0.4259,0.4246,0.4253,0.5367,all,f_classif,319.0,4.0,,,,,,0.02869088635666506,0.6723787964004011,0.8327528835113323,9.0,4.39143787087755,1.7864156913504563,0.8294229407933601,,
7,XGB,3,0.4289,0.4228,0.4673,0.3553,0.4792,0.4289,0.3785,0.6665,0.6013,3,f_classif,"{'selector__k': 3, 'selector__score_func': 'f_classif', 'clf__n_estimators': 248, 'clf__max_depth': 7, 'clf__learning_rate': 0.010117074731593002, 'clf__subsample': 0.6951532068271752, 'clf__colsample_bytree': 0.7216584042162426, 'clf__min_child_weight': 9, 'clf__gamma': 4.365712142609361, 'clf__reg_alpha': 1.275158666865811, 'clf__reg_lambda': 1.1801963586035447}",0.6676,0.3895,0.492,0.6606,0.2632,0.0425,0.0732,0.5333,0.3376,0.9698,0.5009,0.8055,3,f_classif,248.0,7.0,,,,,,0.010117074731593002,0.6951532068271752,0.7216584042162426,9.0,4.365712142609361,1.275158666865811,1.1801963586035447,,
8,XGB,4,0.5272,0.4955,0.4674,0.4552,0.5488,0.5272,0.5181,0.6938,0.7009,18,f_classif,"{'selector__k': 18, 'selector__score_func': 'f_classif', 'clf__n_estimators': 99, 'clf__max_depth': 4, 'clf__learning_rate': 0.013421051994407362, 'clf__subsample': 0.6742150406836448, 'clf__colsample_bytree': 0.6205993442171894, 'clf__min_child_weight': 10, 'clf__gamma': 1.1241856840972189, 'clf__reg_alpha': 1.150147641352516, 'clf__reg_lambda': 1.1268285517072236}",0.4142,0.6688,0.5116,0.6849,0.3846,0.1667,0.2326,0.6768,0.6878,0.5667,0.6214,0.7198,18,f_classif,99.0,4.0,,,,,,0.013421051994407362,0.6742150406836448,0.6205993442171894,10.0,1.1241856840972189,1.150147641352516,1.1268285517072236,,
9,XGB,5,0.6076,0.6024,0.5437,0.5123,0.6204,0.6076,0.5647,0.7545,0.777,7,f_classif,"{'selector__k': 7, 'selector__score_func': 'f_classif', 'clf__n_estimators': 124, 'clf__max_depth': 9, 'clf__learning_rate': 0.01569917912219946, 'clf__subsample': 0.629659990900831, 'clf__colsample_bytree': 0.7906458743279218, 'clf__min_child_weight': 8, 'clf__gamma': 4.6942966826254064, 'clf__reg_alpha': 1.0623846211314867, 'clf__reg_lambda': 1.631113001901647}",0.72,0.5387,0.6163,0.7773,0.5294,0.1357,0.216,0.6509,0.5578,0.9569,0.7048,0.8353,7,f_classif,124.0,9.0,,,,,,0.01569917912219946,0.629659990900831,0.7906458743279218,8.0,4.6942966826254064,1.0623846211314867,1.631113001901647,,
