,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,AUC,Features_K,Score_Function,Best_Params,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
10,DT,1,0.6512,0.6198,0.6267,0.6217,0.6637,0.6512,0.6561,0.4848,0.5517,0.5161,0.7547,0.7018,0.7273,0.672,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 18, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': 'balanced'}",all,f_classif,,18.0,13.0,10.0,log2,,balanced,,,,,,,,entropy,random
11,DT,2,0.7035,0.728,0.718,0.7023,0.739,0.7035,0.7003,0.6226,0.8571,0.7213,0.8333,0.5789,0.6832,0.718,30,f_classif,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 1, 'clf__min_samples_split': 3, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",30,f_classif,,1.0,3.0,8.0,,,,,,,,,,,entropy,random
12,DT,3,0.6643,0.6612,0.6603,0.6606,0.6636,0.6643,0.6638,0.6349,0.6154,0.625,0.6875,0.7051,0.6962,0.7304,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 6, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",10,f_classif,,6.0,14.0,9.0,sqrt,,,,,,,,,,gini,random
13,DT,4,0.6953,0.706,0.7037,0.6951,0.7131,0.6953,0.6945,0.6301,0.7931,0.7023,0.7818,0.6143,0.688,0.7216,51,f_classif,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': 'balanced'}",51,f_classif,,3.0,16.0,10.0,log2,,balanced,,,,,,,,gini,random
14,DT,5,0.7251,0.7307,0.7458,0.7221,0.7647,0.7251,0.7294,0.5955,0.8281,0.6928,0.8659,0.6636,0.7513,0.7458,71,f_classif,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': None}",71,f_classif,,1.0,10.0,8.0,,,,,,,,,,,gini,best
15,RF,MEAN,0.7294,0.7215,0.7241,0.7202,0.7361,0.7294,0.7304,0.6633,0.6928,0.6748,0.7797,0.7553,0.7656,0.7889,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
16,RF,STD,0.032,0.0427,0.0425,0.041,0.0342,0.032,0.0313,0.0865,0.0878,0.0701,0.0512,0.044,0.023,0.0407,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
17,XGB,MEAN,0.7325,0.7241,0.7187,0.7181,0.7357,0.7325,0.731,0.6872,0.6389,0.6588,0.761,0.7984,0.7774,0.7874,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
18,XGB,STD,0.0295,0.0467,0.0439,0.043,0.0331,0.0295,0.0294,0.1041,0.0872,0.0771,0.0393,0.0514,0.0162,0.046,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
19,DT,MEAN,0.6879,0.6891,0.6909,0.6804,0.7088,0.6879,0.6888,0.5936,0.7291,0.6515,0.7846,0.6527,0.7092,0.7176,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
20,DT,STD,0.0299,0.0477,0.0474,0.0396,0.0451,0.0299,0.0296,0.0627,0.1366,0.084,0.0695,0.0552,0.0291,0.0276,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
