,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,AUC,Features_K,Score_Function,Best_Params,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
0,RF,1,0.6802,0.6494,0.6571,0.652,0.6905,0.6802,0.6843,0.5231,0.5862,0.5528,0.7757,0.7281,0.7511,0.7179,71,f_classif,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 298, 'clf__max_depth': 3, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}",71,f_classif,298.0,3.0,11.0,5.0,sqrt,False,balanced,,,,,,,,,
1,RF,2,0.7384,0.7384,0.741,0.7377,0.7438,0.7384,0.7391,0.686,0.7662,0.7239,0.7907,0.7158,0.7514,0.8094,40,f_classif,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 423, 'clf__max_depth': 13, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 9, 'clf__max_features': 'log2', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}",40,f_classif,423.0,13.0,12.0,9.0,log2,False,balanced,,,,,,,,,
2,RF,3,0.7203,0.718,0.7167,0.7172,0.7197,0.7203,0.7199,0.6984,0.6769,0.6875,0.7375,0.7564,0.7468,0.8057,51,f_classif,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 60, 'clf__max_depth': 9, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}",51,f_classif,60.0,9.0,9.0,7.0,sqrt,False,balanced,,,,,,,,,
3,RF,4,0.7422,0.7446,0.7333,0.7351,0.7437,0.7422,0.7391,0.7551,0.6379,0.6916,0.7342,0.8286,0.7785,0.7929,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 452, 'clf__max_depth': 17, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}",20,f_classif,452.0,17.0,11.0,5.0,sqrt,False,balanced,,,,,,,,,
4,RF,5,0.7661,0.757,0.7723,0.7592,0.783,0.7661,0.7694,0.6538,0.7969,0.7183,0.8602,0.7477,0.8,0.8185,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 344, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",20,f_classif,344.0,3.0,20.0,9.0,sqrt,False,,,,,,,,,,
5,XGB,1,0.686,0.6472,0.6446,0.6458,0.6835,0.686,0.6847,0.5357,0.5172,0.5263,0.7586,0.7719,0.7652,0.707,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 170, 'clf__max_depth': 4, 'clf__learning_rate': 0.09666032509654428, 'clf__subsample': 0.8593945774932594, 'clf__colsample_bytree': 0.6270459617274091, 'clf__min_child_weight': 9, 'clf__gamma': 3.2846338361327305, 'clf__reg_alpha': 1.5582526902503298, 'clf__reg_lambda': 0.6908587289504823}",20,f_classif,170.0,4.0,,,,,,0.09666032509654428,0.8593945774932594,0.6270459617274091,9.0,3.2846338361327305,1.5582526902503298,0.6908587289504823,,
6,XGB,2,0.7267,0.7301,0.7145,0.7163,0.7288,0.7267,0.722,0.7419,0.5974,0.6619,0.7182,0.8316,0.7707,0.8022,40,f_classif,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 295, 'clf__max_depth': 7, 'clf__learning_rate': 0.014387281905966734, 'clf__subsample': 0.6013769467545247, 'clf__colsample_bytree': 0.6583160559936805, 'clf__min_child_weight': 7, 'clf__gamma': 2.0630175569894984, 'clf__reg_alpha': 1.5894755676236978, 'clf__reg_lambda': 1.9371975038125697}",40,f_classif,295.0,7.0,,,,,,0.014387281905966734,0.6013769467545247,0.6583160559936805,7.0,2.0630175569894984,1.5894755676236978,1.9371975038125697,,
7,XGB,3,0.7413,0.7391,0.7385,0.7388,0.741,0.7413,0.7411,0.7188,0.7077,0.7132,0.7595,0.7692,0.7643,0.8148,30,f_classif,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 409, 'clf__max_depth': 8, 'clf__learning_rate': 0.01373005628998747, 'clf__subsample': 0.9033088427594511, 'clf__colsample_bytree': 0.8895444658519501, 'clf__min_child_weight': 3, 'clf__gamma': 3.9359858707894215, 'clf__reg_alpha': 1.215790096152858, 'clf__reg_lambda': 1.650960639232815}",30,f_classif,409.0,8.0,,,,,,0.01373005628998747,0.9033088427594511,0.8895444658519501,3.0,3.9359858707894215,1.215790096152858,1.650960639232815,,
8,XGB,4,0.7656,0.7741,0.7547,0.7571,0.7713,0.7656,0.7614,0.8043,0.6379,0.7115,0.7439,0.8714,0.8026,0.7946,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 170, 'clf__max_depth': 9, 'clf__learning_rate': 0.025840238327284302, 'clf__subsample': 0.8860045746877803, 'clf__colsample_bytree': 0.6165631116638804, 'clf__min_child_weight': 6, 'clf__gamma': 2.4698047284354865, 'clf__reg_alpha': 1.9584811723366176, 'clf__reg_lambda': 0.4517547717301163}",20,f_classif,170.0,9.0,,,,,,0.025840238327284302,0.8860045746877803,0.6165631116638804,6.0,2.4698047284354865,1.9584811723366176,0.4517547717301163,,
9,XGB,5,0.7427,0.7299,0.741,0.7327,0.7538,0.7427,0.7457,0.6351,0.7344,0.6812,0.8247,0.7477,0.7843,0.8185,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 328, 'clf__max_depth': 3, 'clf__learning_rate': 0.13351069854028783, 'clf__subsample': 0.971323635687387, 'clf__colsample_bytree': 0.6911167105473686, 'clf__min_child_weight': 2, 'clf__gamma': 3.9143753271861854, 'clf__reg_alpha': 1.8272835074081515, 'clf__reg_lambda': 0.940321766267111}",20,f_classif,328.0,3.0,,,,,,0.13351069854028783,0.971323635687387,0.6911167105473686,2.0,3.9143753271861854,1.8272835074081515,0.940321766267111,,
