,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
10,DT,1,0.4963,0.3425,0.4068,0.3593,0.4596,0.4963,0.4634,0.6387,0.6965,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.3408,0.6281,0.4419,0.5717,0.0,0.0,0.0,0.6768,0.6868,0.5924,0.6361,0.6676,10,f_classif,,2.0,10.0,4.0,sqrt,,,,,,,,,,gini,random
11,DT,2,0.4607,0.2908,0.3906,0.331,0.3274,0.4607,0.3805,0.5567,0.5706,71,f_classif,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.4911,0.7584,0.5962,0.5338,0.0,0.0,0.0,0.545,0.3814,0.4134,0.3968,0.5913,71,f_classif,,1.0,18.0,8.0,sqrt,,,,,,,,,,gini,random
12,DT,3,0.4978,0.3284,0.3999,0.3603,0.4117,0.4978,0.4503,0.5892,0.6429,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': None}",0.4206,0.5455,0.4749,0.5783,0.0,0.0,0.0,0.5735,0.5645,0.6542,0.6061,0.6158,20,f_classif,,2.0,16.0,5.0,log2,,,,,,,,,,gini,random
13,DT,4,0.4636,0.301,0.386,0.3382,0.3633,0.4636,0.4073,0.5691,0.6088,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 6, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.3602,0.4793,0.4113,0.5362,0.0,0.0,0.0,0.5906,0.5429,0.6786,0.6032,0.5805,10,f_classif,,3.0,18.0,6.0,sqrt,,,,,,,,,,gini,random
14,DT,5,0.5476,0.3579,0.4818,0.4107,0.4065,0.5476,0.4666,0.6598,0.704,51,f_classif,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.4663,0.6241,0.5338,0.6349,0.0,0.0,0.0,0.6182,0.6074,0.8212,0.6983,0.7262,51,f_classif,,2.0,16.0,8.0,sqrt,,,,,,,,,,entropy,random
15,RF,MEAN,0.5693,0.5531,0.5212,0.5147,0.5662,0.5693,0.5492,0.7145,0.7397,N/A,N/A,N/A,0.5321,0.5106,0.51,0.6844,0.525,0.3136,0.3766,0.7036,0.602,0.7393,0.6574,0.7553,,,,,,,,,,,,,,,,,,
16,RF,STD,0.0671,0.0793,0.0657,0.0713,0.0699,0.0671,0.0674,0.041,0.0468,N/A,N/A,N/A,0.1072,0.1316,0.0861,0.0429,0.1248,0.172,0.1517,0.0568,0.0788,0.1504,0.0952,0.0745,,,,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5845,0.5825,0.5324,0.5272,0.5891,0.5845,0.5626,0.7151,0.7366,N/A,N/A,N/A,0.5479,0.5539,0.5476,0.6677,0.6004,0.2736,0.3656,0.7252,0.5991,0.7698,0.6682,0.7522,,,,,,,,,,,,,,,,,,
18,XGB,STD,0.0613,0.0947,0.0507,0.0607,0.076,0.0613,0.0604,0.0361,0.0437,N/A,N/A,N/A,0.0711,0.1009,0.0753,0.0384,0.1961,0.112,0.1214,0.0579,0.0791,0.1326,0.0847,0.0646,,,,,,,,,,,,,,,,,,
19,DT,MEAN,0.4932,0.3241,0.413,0.3599,0.3937,0.4932,0.4336,0.6027,0.6446,N/A,N/A,N/A,0.4158,0.6071,0.4916,0.571,0.0,0.0,0.0,0.6008,0.5566,0.632,0.5881,0.6363,,,,,,,,,,,,,,,,,,
20,DT,STD,0.0351,0.028,0.0393,0.0312,0.0504,0.0351,0.038,0.0447,0.057,N/A,N/A,N/A,0.0651,0.1046,0.074,0.041,0.0,0.0,0.0,0.0501,0.1123,0.1482,0.1136,0.0605,,,,,,,,,,,,,,,,,,
