,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
10,DT,1,0.6079,0.406,0.5209,0.4551,0.4741,0.6079,0.5313,0.6759,0.725,40,f_classif,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.6199,0.7125,0.663,0.7223,0.0,0.0,0.0,0.5437,0.5982,0.8503,0.7023,0.7616,40,f_classif,,3.0,2.0,8.0,,,,,,,,,,,gini,random
11,DT,2,0.4185,0.3188,0.458,0.3376,0.3649,0.4185,0.357,0.6438,0.6047,71,f_classif,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.2776,0.8448,0.4179,0.6718,0.0,0.0,0.0,0.5753,0.6789,0.5293,0.5948,0.6843,71,f_classif,,2.0,17.0,2.0,sqrt,,,,,,,,,,entropy,random
12,DT,3,0.4656,0.3139,0.4626,0.3638,0.3368,0.4656,0.38,0.6769,0.6579,51,f_classif,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.488,0.488,0.488,0.5757,0.0,0.0,0.0,0.6782,0.4538,0.8999,0.6033,0.7768,51,f_classif,,3.0,13.0,5.0,sqrt,,,,,,,,,,entropy,random
13,DT,4,0.3852,0.417,0.4053,0.3568,0.5094,0.3852,0.4101,0.5837,0.563,81,f_classif,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 6, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.4434,0.2077,0.2829,0.5876,0.1583,0.5423,0.2451,0.5573,0.6492,0.466,0.5426,0.6061,81,f_classif,,2.0,6.0,9.0,sqrt,,balanced,,,,,,,,gini,best
14,DT,5,0.569,0.378,0.4578,0.4133,0.4696,0.569,0.5135,0.6532,0.7105,81,f_classif,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.5461,0.6004,0.572,0.6131,0.0,0.0,0.0,0.6428,0.5879,0.7731,0.6679,0.7036,81,f_classif,,3.0,18.0,7.0,sqrt,,,,,,,,,,gini,random
15,RF,MEAN,0.5383,0.5274,0.5204,0.4778,0.5569,0.5383,0.5102,0.7108,0.701,N/A,N/A,N/A,0.5463,0.5292,0.5123,0.6867,0.4365,0.2727,0.262,0.6785,0.5995,0.7593,0.6591,0.7673,,,,,,,,,,,,,,,,,,
16,RF,STD,0.1151,0.1029,0.0779,0.1124,0.088,0.1151,0.1205,0.0778,0.1058,N/A,N/A,N/A,0.1611,0.1868,0.1621,0.0997,0.1631,0.2375,0.1469,0.0629,0.082,0.186,0.0933,0.1231,,,,,,,,,,,,,,,,,,
17,XGB,MEAN,0.542,0.5147,0.5156,0.4855,0.5397,0.542,0.5152,0.7009,0.7058,N/A,N/A,N/A,0.5235,0.5451,0.523,0.6685,0.4276,0.2461,0.2791,0.6764,0.593,0.7556,0.6544,0.7578,,,,,,,,,,,,,,,,,,
18,XGB,STD,0.0862,0.0908,0.0647,0.0943,0.0847,0.0862,0.1041,0.0681,0.08,N/A,N/A,N/A,0.1486,0.1143,0.1138,0.0822,0.099,0.1646,0.149,0.0472,0.0845,0.153,0.0652,0.1241,,,,,,,,,,,,,,,,,,
19,DT,MEAN,0.4892,0.3667,0.4609,0.3853,0.431,0.4892,0.4384,0.6467,0.6522,N/A,N/A,N/A,0.475,0.5707,0.4848,0.6341,0.0317,0.1085,0.049,0.5995,0.5936,0.7037,0.6222,0.7065,,,,,,,,,,,,,,,,,,
20,DT,STD,0.096,0.0482,0.041,0.048,0.0754,0.096,0.0792,0.038,0.0688,N/A,N/A,N/A,0.1286,0.2422,0.1454,0.0617,0.0708,0.2425,0.1096,0.0582,0.0866,0.1948,0.0631,0.0681,,,,,,,,,,,,,,,,,,
