,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
0,RF,1,0.6445,0.5853,0.5837,0.5732,0.6157,0.6445,0.6214,0.7852,0.8086,81,f_classif,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 232, 'clf__max_depth': 5, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.6531,0.6914,0.6717,0.8333,0.4036,0.2197,0.2845,0.646,0.6992,0.8401,0.7632,0.8763,81,f_classif,232.0,5.0,10.0,4.0,sqrt,False,,,,,,,,,,
1,RF,2,0.4338,0.4123,0.4342,0.3706,0.4464,0.4338,0.394,0.6437,0.6174,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 407, 'clf__max_depth': 10, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 2, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.2884,0.6092,0.3915,0.6306,0.3704,0.0729,0.1218,0.6094,0.5779,0.6204,0.5984,0.6912,all,f_classif,407.0,10.0,16.0,2.0,log2,True,,,,,,,,,,
2,RF,3,0.5197,0.5416,0.5194,0.4359,0.5445,0.5197,0.4499,0.7219,0.695,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 334, 'clf__max_depth': 7, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 2, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.5631,0.5245,0.5431,0.6357,0.5747,0.0649,0.1166,0.6818,0.4869,0.9688,0.6481,0.8483,91,f_classif,334.0,7.0,19.0,2.0,log2,True,,,,,,,,,,
3,RF,4,0.4238,0.4381,0.4531,0.389,0.508,0.4238,0.4279,0.6184,0.5779,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 471, 'clf__max_depth': 6, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}",0.5222,0.2122,0.3018,0.5903,0.2155,0.6327,0.3215,0.6769,0.5767,0.5145,0.5438,0.5881,all,f_classif,471.0,6.0,12.0,10.0,log2,False,balanced,,,,,,,,,
4,RF,5,0.6698,0.6599,0.6117,0.6203,0.6699,0.6698,0.6579,0.7849,0.806,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 342, 'clf__max_depth': 10, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.7046,0.6088,0.6532,0.7436,0.6183,0.3734,0.4656,0.7784,0.6568,0.8528,0.7421,0.8327,all,f_classif,342.0,10.0,11.0,5.0,log2,True,,,,,,,,,,
5,XGB,1,0.6033,0.5701,0.5699,0.5699,0.6003,0.6033,0.6017,0.7566,0.7785,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 121, 'clf__max_depth': 12, 'clf__learning_rate': 0.012371495714965996, 'clf__subsample': 0.9346496374791181, 'clf__colsample_bytree': 0.7576624405370659, 'clf__min_child_weight': 10, 'clf__gamma': 4.62298697028192, 'clf__reg_alpha': 1.7595169699652793, 'clf__reg_lambda': 1.0664543220128366}",0.6233,0.6319,0.6276,0.7696,0.3895,0.37,0.3795,0.6556,0.6976,0.7079,0.7028,0.8446,all,f_classif,121.0,12.0,,,,,,0.012371495714965996,0.9346496374791181,0.7576624405370659,10.0,4.62298697028192,1.7595169699652793,1.0664543220128366,,
6,XGB,2,0.4547,0.4333,0.4529,0.3871,0.4627,0.4547,0.4079,0.6567,0.6315,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 301, 'clf__max_depth': 4, 'clf__learning_rate': 0.010807887485952728, 'clf__subsample': 0.6007628418015781, 'clf__colsample_bytree': 0.6431411443084631, 'clf__min_child_weight': 7, 'clf__gamma': 4.3165939509858235, 'clf__reg_alpha': 1.8417892184645883, 'clf__reg_lambda': 1.077312604677822}",0.3196,0.6264,0.4233,0.6479,0.4118,0.0765,0.129,0.6284,0.5684,0.6558,0.609,0.6938,all,f_classif,301.0,4.0,,,,,,0.010807887485952728,0.6007628418015781,0.6431411443084631,7.0,4.3165939509858235,1.8417892184645883,1.077312604677822,,
7,XGB,3,0.5032,0.4799,0.506,0.4217,0.4895,0.5032,0.4342,0.7179,0.6885,51,f_classif,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 92, 'clf__max_depth': 4, 'clf__learning_rate': 0.02246674654447437, 'clf__subsample': 0.8690664435886178, 'clf__colsample_bytree': 0.6212456015505865, 'clf__min_child_weight': 1, 'clf__gamma': 3.543404090392323, 'clf__reg_alpha': 0.49339696066865907, 'clf__reg_lambda': 1.9867732565500305}",0.552,0.4871,0.5175,0.6344,0.4087,0.061,0.1061,0.6574,0.4791,0.9701,0.6414,0.8619,51,f_classif,92.0,4.0,,,,,,0.02246674654447437,0.8690664435886178,0.6212456015505865,1.0,3.543404090392323,0.49339696066865907,1.9867732565500305,,
8,XGB,4,0.4884,0.4446,0.4553,0.448,0.4883,0.4884,0.4869,0.6067,0.6305,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 371, 'clf__max_depth': 3, 'clf__learning_rate': 0.010183593132228674, 'clf__subsample': 0.6379050677213807, 'clf__colsample_bytree': 0.7612269827824104, 'clf__min_child_weight': 9, 'clf__gamma': 4.789023331332892, 'clf__reg_alpha': 1.8937526507565559, 'clf__reg_lambda': 0.8351038715062005}",0.4327,0.3702,0.399,0.5613,0.3325,0.4023,0.3641,0.6893,0.5685,0.5934,0.5807,0.5696,all,f_classif,371.0,3.0,,,,,,0.010183593132228674,0.6379050677213807,0.7612269827824104,9.0,4.789023331332892,1.8937526507565559,0.8351038715062005,,
9,XGB,5,0.6603,0.6456,0.5938,0.6008,0.6577,0.6603,0.6454,0.7666,0.7998,81,f_classif,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 202, 'clf__max_depth': 3, 'clf__learning_rate': 0.013186555738971284, 'clf__subsample': 0.8396083731321564, 'clf__colsample_bytree': 0.8873598187309237, 'clf__min_child_weight': 8, 'clf__gamma': 3.1573624112766403, 'clf__reg_alpha': 0.20908326233558394, 'clf__reg_lambda': 0.47736284782783933}",0.6899,0.6098,0.6474,0.7294,0.5953,0.3208,0.4169,0.7515,0.6516,0.8508,0.738,0.819,81,f_classif,202.0,3.0,,,,,,0.013186555738971284,0.8396083731321564,0.8873598187309237,8.0,3.1573624112766403,0.20908326233558394,0.47736284782783933,,
