Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Features_K,Score_Function,Best_Params,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
RF,1,0.7614,0.7263,0.7304,0.7283,0.7637,0.7614,0.7624,0.6225,0.6447,0.6334,0.8301,0.8162,0.8231,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 225, 'clf__max_depth': 13, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",all,f_classif,225.0,13.0,15.0,8.0,sqrt,True,balanced,,,,,,,,,
RF,2,0.8084,0.8032,0.8353,0.8024,0.8483,0.8084,0.8131,0.6584,0.9217,0.7681,0.948,0.7489,0.8367,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__n_estimators': 450, 'clf__max_depth': 19, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}",73,f_classif,450.0,19.0,4.0,5.0,log2,False,balanced,,,,,,,,,
RF,3,0.7794,0.7805,0.794,0.7771,0.8041,0.7794,0.782,0.6704,0.8619,0.7542,0.8906,0.7262,0.8,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__n_estimators': 268, 'clf__max_depth': 12, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",73,f_classif,268.0,12.0,18.0,5.0,sqrt,True,,,,,,,,,,
RF,4,0.6967,0.7199,0.7025,0.6921,0.723,0.6967,0.6906,0.8015,0.5526,0.6542,0.6383,0.8523,0.7299,84,f_classif,"{'selector__k': 84, 'selector__score_func': 'f_classif', 'clf__n_estimators': 316, 'clf__max_depth': 8, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",84,f_classif,316.0,8.0,20.0,4.0,sqrt,True,,,,,,,,,,
RF,5,0.819,0.8205,0.822,0.8189,0.824,0.819,0.8192,0.773,0.8617,0.815,0.8679,0.7823,0.8229,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__n_estimators': 144, 'clf__max_depth': 7, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",52,f_classif,144.0,7.0,9.0,3.0,sqrt,True,balanced,,,,,,,,,
XGB,1,0.7549,0.7182,0.7176,0.7179,0.7545,0.7549,0.7547,0.6173,0.6142,0.6158,0.819,0.821,0.82,94,f_classif,"{'selector__k': 94, 'selector__score_func': 'f_classif', 'clf__n_estimators': 226, 'clf__max_depth': 4, 'clf__learning_rate': 0.010182171670815868, 'clf__subsample': 0.8175864106947313, 'clf__colsample_bytree': 0.631825236699314, 'clf__min_child_weight': 2, 'clf__gamma': 4.553156721427281, 'clf__reg_alpha': 1.9239314873456541, 'clf__reg_lambda': 1.6533908277899665}",94,f_classif,226.0,4.0,,,,,,0.010182171670815868,0.8175864106947313,0.631825236699314,2.0,4.553156721427281,1.9239314873456541,1.6533908277899665,,
XGB,2,0.8144,0.8048,0.8357,0.8073,0.8464,0.8144,0.8188,0.671,0.9043,0.7704,0.9385,0.7671,0.8442,42,f_classif,"{'selector__k': 42, 'selector__score_func': 'f_classif', 'clf__n_estimators': 217, 'clf__max_depth': 10, 'clf__learning_rate': 0.030192989389966018, 'clf__subsample': 0.7125472634316612, 'clf__colsample_bytree': 0.7977349004872155, 'clf__min_child_weight': 10, 'clf__gamma': 4.740858811013511, 'clf__reg_alpha': 1.1524500587390105, 'clf__reg_lambda': 1.7737212204386446}",42,f_classif,217.0,10.0,,,,,,0.030192989389966018,0.7125472634316612,0.7977349004872155,10.0,4.740858811013511,1.1524500587390105,1.7737212204386446,,
XGB,3,0.7701,0.7616,0.7712,0.764,0.7787,0.7701,0.7721,0.682,0.7762,0.7261,0.8412,0.7662,0.8019,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 55, 'clf__max_depth': 8, 'clf__learning_rate': 0.04019097334792248, 'clf__subsample': 0.7639810848195495, 'clf__colsample_bytree': 0.695058445567296, 'clf__min_child_weight': 9, 'clf__gamma': 3.8671455159594785, 'clf__reg_alpha': 0.020696877938192415, 'clf__reg_lambda': 0.008389243026442998}",all,f_classif,55.0,8.0,,,,,,0.04019097334792248,0.7639810848195495,0.695058445567296,9.0,3.8671455159594785,0.020696877938192415,0.008389243026442998,,
XGB,4,0.7213,0.7457,0.727,0.7172,0.7491,0.7213,0.7159,0.8333,0.5789,0.6832,0.6581,0.875,0.7512,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 322, 'clf__max_depth': 4, 'clf__learning_rate': 0.014409873671124784, 'clf__subsample': 0.6627364708298777, 'clf__colsample_bytree': 0.753355121433948, 'clf__min_child_weight': 6, 'clf__gamma': 3.2407425577667777, 'clf__reg_alpha': 1.5021854540027313, 'clf__reg_lambda': 1.7194044659119503}",all,f_classif,322.0,4.0,,,,,,0.014409873671124784,0.6627364708298777,0.753355121433948,6.0,3.2407425577667777,1.5021854540027313,1.7194044659119503,,
XGB,5,0.8282,0.8303,0.8242,0.8258,0.8293,0.8282,0.8273,0.8442,0.7708,0.8058,0.8165,0.8776,0.8459,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__n_estimators': 425, 'clf__max_depth': 10, 'clf__learning_rate': 0.010629965824084646, 'clf__subsample': 0.9856512949095118, 'clf__colsample_bytree': 0.6154900799844731, 'clf__min_child_weight': 5, 'clf__gamma': 4.884241264024121, 'clf__reg_alpha': 1.2970323099950147, 'clf__reg_lambda': 1.9847253309206747}",73,f_classif,425.0,10.0,,,,,,0.010629965824084646,0.9856512949095118,0.6154900799844731,5.0,4.884241264024121,1.2970323099950147,1.9847253309206747,,
DT,1,0.7484,0.7098,0.7007,0.7047,0.7438,0.7484,0.7456,0.6154,0.5685,0.591,0.8041,0.8329,0.8183,42,f_classif,"{'selector__k': 42, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",42,f_classif,,3.0,16.0,3.0,sqrt,,balanced,,,,,,,,gini,best
DT,2,0.6617,0.6771,0.6945,0.6575,0.7305,0.6617,0.6693,0.5055,0.8,0.6195,0.8487,0.589,0.6954,42,f_classif,"{'selector__k': 42, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",42,f_classif,,2.0,18.0,3.0,sqrt,,balanced,,,,,,,,gini,best
DT,3,0.6841,0.7256,0.7215,0.684,0.7609,0.6841,0.6827,0.5612,0.8952,0.6899,0.89,0.5477,0.6781,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",73,f_classif,,3.0,10.0,7.0,,,,,,,,,,,gini,random
DT,4,0.6421,0.6416,0.6417,0.6416,0.6422,0.6421,0.6421,0.6561,0.6526,0.6544,0.6271,0.6307,0.6289,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 4, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",31,f_classif,,4.0,11.0,5.0,sqrt,,,,,,,,,,gini,random
