Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Features_K,Score_Function,Best_Params,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
RF,1,0.7893,0.7641,0.7791,0.7698,0.7981,0.7893,0.7922,0.6622,0.7485,0.7027,0.8659,0.8097,0.8368,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 372, 'clf__max_depth': 4, 'clf__min_samples_split': 8, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",all,f_classif,372.0,4.0,8.0,8.0,sqrt,True,balanced,,,,,,,,,
RF,2,0.8421,0.8316,0.8549,0.8363,0.86,0.8421,0.8448,0.728,0.9016,0.8056,0.9352,0.8083,0.8671,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__n_estimators': 408, 'clf__max_depth': 12, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 7, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",73,f_classif,408.0,12.0,12.0,7.0,log2,True,,,,,,,,,,
RF,3,0.8,0.8012,0.8128,0.7983,0.8205,0.8,0.8019,0.7011,0.879,0.7801,0.9012,0.7466,0.8166,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__n_estimators': 300, 'clf__max_depth': 19, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}",73,f_classif,300.0,19.0,2.0,6.0,log2,False,balanced,,,,,,,,,
RF,4,0.7397,0.7614,0.75,0.7384,0.7691,0.7397,0.7369,0.859,0.619,0.7196,0.6639,0.881,0.7572,84,f_classif,"{'selector__k': 84, 'selector__score_func': 'f_classif', 'clf__n_estimators': 300, 'clf__max_depth': 12, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 7, 'clf__max_features': 'log2', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}",84,f_classif,300.0,12.0,11.0,7.0,log2,False,balanced,,,,,,,,,
RF,5,0.8286,0.8285,0.828,0.8282,0.8286,0.8286,0.8285,0.8265,0.8128,0.8196,0.8305,0.8431,0.8368,84,f_classif,"{'selector__k': 84, 'selector__score_func': 'f_classif', 'clf__n_estimators': 240, 'clf__max_depth': 11, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}",84,f_classif,240.0,11.0,19.0,10.0,sqrt,False,balanced,,,,,,,,,
XGB,1,0.7722,0.7438,0.7488,0.7461,0.7748,0.7722,0.7733,0.6512,0.6788,0.6647,0.8364,0.8187,0.8275,94,f_classif,"{'selector__k': 94, 'selector__score_func': 'f_classif', 'clf__n_estimators': 211, 'clf__max_depth': 3, 'clf__learning_rate': 0.01189033809355637, 'clf__subsample': 0.6857348449354894, 'clf__colsample_bytree': 0.840961234385666, 'clf__min_child_weight': 10, 'clf__gamma': 0.6466472781234123, 'clf__reg_alpha': 1.9929638090390496, 'clf__reg_lambda': 1.7218061543457859}",94,f_classif,211.0,3.0,,,,,,0.01189033809355637,0.6857348449354894,0.840961234385666,10.0,0.6466472781234123,1.9929638090390496,1.7218061543457859,,
XGB,2,0.8177,0.8084,0.8313,0.8117,0.8391,0.8177,0.8209,0.6967,0.8808,0.778,0.9201,0.7817,0.8453,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__n_estimators': 131, 'clf__max_depth': 9, 'clf__learning_rate': 0.014163226453370564, 'clf__subsample': 0.7908554924445647, 'clf__colsample_bytree': 0.6961179071689347, 'clf__min_child_weight': 5, 'clf__gamma': 3.718258406190352, 'clf__reg_alpha': 0.6068436434917851, 'clf__reg_lambda': 1.5199550783325406}",73,f_classif,131.0,9.0,,,,,,0.014163226453370564,0.7908554924445647,0.6961179071689347,5.0,3.718258406190352,0.6068436434917851,1.5199550783325406,,
XGB,3,0.707,0.7222,0.7273,0.7066,0.7462,0.707,0.7086,0.5983,0.8329,0.6964,0.8462,0.6218,0.7169,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 257, 'clf__max_depth': 5, 'clf__learning_rate': 0.012145375272472819, 'clf__subsample': 0.8727769394544769, 'clf__colsample_bytree': 0.6813376195001218, 'clf__min_child_weight': 9, 'clf__gamma': 3.434619138166932, 'clf__reg_alpha': 0.6177506176393193, 'clf__reg_lambda': 1.1200698137275773}",10,f_classif,257.0,5.0,,,,,,0.012145375272472819,0.8727769394544769,0.6813376195001218,9.0,3.434619138166932,0.6177506176393193,1.1200698137275773,,
XGB,4,0.7517,0.7783,0.7631,0.75,0.7869,0.7517,0.7483,0.8864,0.619,0.729,0.6703,0.9071,0.7709,94,f_classif,"{'selector__k': 94, 'selector__score_func': 'f_classif', 'clf__n_estimators': 168, 'clf__max_depth': 10, 'clf__learning_rate': 0.02624948962468241, 'clf__subsample': 0.6357895956642512, 'clf__colsample_bytree': 0.6899948875861828, 'clf__min_child_weight': 10, 'clf__gamma': 2.3337637289358573, 'clf__reg_alpha': 1.7005254573736048, 'clf__reg_lambda': 1.715837741239394}",94,f_classif,168.0,10.0,,,,,,0.02624948962468241,0.6357895956642512,0.6899948875861828,10.0,2.3337637289358573,1.7005254573736048,1.715837741239394,,
XGB,5,0.8263,0.8275,0.8248,0.8255,0.827,0.8263,0.826,0.8388,0.7891,0.8132,0.8161,0.8606,0.8378,84,f_classif,"{'selector__k': 84, 'selector__score_func': 'f_classif', 'clf__n_estimators': 172, 'clf__max_depth': 3, 'clf__learning_rate': 0.028386199614605763, 'clf__subsample': 0.6857348449354894, 'clf__colsample_bytree': 0.6700690647317414, 'clf__min_child_weight': 4, 'clf__gamma': 1.8412177824386322, 'clf__reg_alpha': 0.8487008019458211, 'clf__reg_lambda': 0.6491604797123736}",84,f_classif,172.0,3.0,,,,,,0.028386199614605763,0.6857348449354894,0.6700690647317414,4.0,1.8412177824386322,0.8487008019458211,0.6491604797123736,,
DT,1,0.7218,0.7055,0.7285,0.7071,0.7537,0.7218,0.729,0.5614,0.7485,0.6416,0.8496,0.7085,0.7727,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",73,f_classif,,2.0,7.0,7.0,,,,,,,,,,,gini,random
DT,2,0.7425,0.7226,0.7276,0.7248,0.746,0.7425,0.7439,0.6373,0.6736,0.6549,0.8079,0.7817,0.7946,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 4, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': None}",31,f_classif,,4.0,17.0,6.0,log2,,,,,,,,,,gini,random
DT,3,0.6744,0.7167,0.7084,0.6739,0.7467,0.6744,0.6714,0.5612,0.8847,0.6868,0.8722,0.5322,0.661,42,f_classif,"{'selector__k': 42, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 3, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': None}",42,f_classif,,3.0,3.0,8.0,log2,,,,,,,,,,entropy,random
DT,4,0.6935,0.6951,0.6961,0.6933,0.6987,0.6935,0.6939,0.7411,0.6635,0.7002,0.649,0.7286,0.6865,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': None}",52,f_classif,,3.0,18.0,8.0,log2,,,,,,,,,,gini,best
DT,5,0.63,0.6361,0.6333,0.6289,0.6378,0.63,0.6281,0.5949,0.7133,0.6487,0.6773,0.5534,0.6091,21,f_classif,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 4, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",21,f_classif,,4.0,14.0,3.0,sqrt,,,,,,,,,,gini,random
RF,MEAN,0.7999,0.7974,0.805,0.7942,0.8153,0.7999,0.8009,0.7554,0.7922,0.7655,0.8393,0.8177,0.8229,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
RF,STD,0.0398,0.0337,0.0412,0.0408,0.034,0.0398,0.0414,0.0839,0.1138,0.052,0.1056,0.0496,0.0409,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
