Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Features_K,Score_Function,Best_Params,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
DT,1,0.755,0.7179,0.7203,0.719,0.7564,0.755,0.7556,0.6122,0.625,0.6186,0.8235,0.8155,0.8195,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",52,f_classif,,2.0,20.0,10.0,sqrt,,balanced,,,,,,,,gini,best
DT,2,0.55,0.7188,0.6538,0.5396,0.8031,0.55,0.5189,0.4375,1.0,0.6087,1.0,0.3077,0.4706,21,f_classif,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 4, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",21,f_classif,,1.0,10.0,4.0,,,,,,,,,,,gini,random
DT,3,0.6565,0.6829,0.6878,0.6562,0.7185,0.6565,0.6587,0.5325,0.82,0.6457,0.8333,0.5556,0.6667,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 6, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",10,f_classif,,2.0,19.0,6.0,,,,,,,,,,,gini,random
DT,4,0.6023,0.7635,0.6429,0.5674,0.7904,0.6023,0.5534,1.0,0.2857,0.4444,0.527,1.0,0.6903,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': None}",31,f_classif,,2.0,16.0,7.0,sqrt,,,,,,,,,,gini,best
DT,5,0.6842,0.6832,0.6838,0.6833,0.685,0.6842,0.6845,0.6562,0.6774,0.6667,0.7101,0.6901,0.7,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 5, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': None}",all,f_classif,,5.0,16.0,10.0,log2,,,,,,,,,,entropy,random
RF,MEAN,0.7562,0.7603,0.7665,0.7482,0.7867,0.7562,0.7565,0.7016,0.7579,0.7115,0.8188,0.7752,0.785,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
RF,STD,0.0548,0.0358,0.0509,0.0548,0.0378,0.0548,0.0598,0.1014,0.1655,0.07,0.1361,0.0837,0.0536,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
XGB,MEAN,0.7625,0.7637,0.7659,0.7513,0.7881,0.7625,0.7621,0.7218,0.7224,0.7059,0.8055,0.8093,0.7967,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
XGB,STD,0.0509,0.0479,0.0607,0.0565,0.0471,0.0509,0.0542,0.1205,0.1716,0.0815,0.1326,0.0828,0.0494,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
DT,MEAN,0.6496,0.7133,0.6777,0.6331,0.7507,0.6496,0.6342,0.6477,0.6816,0.5968,0.7788,0.6738,0.6694,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
DT,STD,0.0783,0.0332,0.0306,0.0766,0.0493,0.0783,0.0971,0.2138,0.2648,0.0882,0.1747,0.2621,0.1259,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
