Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Features_K,Score_Function,Best_Params,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
DT,1,0.7082,0.6965,0.7223,0.6947,0.752,0.7082,0.717,0.537,0.7632,0.6304,0.856,0.6815,0.7589,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 9, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': 'balanced'}",52.0,f_classif,,3.0,5.0,9.0,log2,,balanced,,,,,,,,gini,random
DT,2,0.7177,0.7514,0.7659,0.7168,0.8065,0.7177,0.7215,0.5616,0.9318,0.7009,0.9412,0.6,0.7328,21,f_classif,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 1, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 1, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",21.0,f_classif,,1.0,14.0,1.0,,,balanced,,,,,,,,entropy,best
DT,3,0.6601,0.7383,0.7089,0.6568,0.7779,0.6601,0.6499,0.5423,0.9506,0.6906,0.9344,0.4672,0.623,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 6, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",52.0,f_classif,,1.0,19.0,6.0,,,balanced,,,,,,,,gini,best
DT,4,0.7174,0.7226,0.7211,0.7173,0.7256,0.7174,0.7169,0.7742,0.6575,0.7111,0.6711,0.7846,0.7234,42,f_classif,"{'selector__k': 42, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 4, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",42.0,f_classif,,2.0,12.0,4.0,,,,,,,,,,,gini,random
DT,5,0.715,0.7943,0.7306,0.7027,0.805,0.715,0.699,0.625,0.9794,0.7631,0.9636,0.4818,0.6424,84,f_classif,"{'selector__k': 84, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",84.0,f_classif,,1.0,15.0,6.0,log2,,balanced,,,,,,,,gini,best
RF,MEAN,0.7586,0.766,0.7622,0.7486,0.7852,0.7586,0.7565,0.6958,0.7849,0.7259,0.8361,0.7394,0.7713,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
RF,STD,0.0545,0.0348,0.0545,0.0525,0.044,0.0545,0.0593,0.0833,0.1474,0.0503,0.1067,0.1501,0.0891,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
XGB,MEAN,0.7976,0.7945,0.7968,0.7884,0.8114,0.7976,0.7974,0.7596,0.7588,0.7503,0.8294,0.8349,0.8265,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
XGB,STD,0.0394,0.0355,0.0482,0.0438,0.037,0.0394,0.0419,0.0868,0.1335,0.0644,0.1042,0.0533,0.0384,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
DT,MEAN,0.7037,0.7406,0.7298,0.6977,0.7734,0.7037,0.7009,0.608,0.8565,0.6992,0.8733,0.603,0.6961,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
DT,STD,0.0247,0.0363,0.0216,0.0248,0.0348,0.0247,0.0298,0.0993,0.1396,0.0475,0.1201,0.1344,0.0597,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
