Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Features_K,Score_Function,Best_Params,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
DT,1,0.7582,0.7221,0.729,0.7252,0.7625,0.7582,0.76,0.6117,0.6495,0.63,0.8325,0.8086,0.8204,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 4, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': None}",31.0,f_classif,,4.0,17.0,6.0,log2,,,,,,,,,,gini,random
DT,2,0.7394,0.7574,0.7793,0.7369,0.8094,0.7394,0.7445,0.5824,0.9138,0.7114,0.9324,0.6449,0.7624,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",52.0,f_classif,,2.0,20.0,10.0,sqrt,,balanced,,,,,,,,gini,best
DT,3,0.6792,0.7268,0.718,0.6788,0.7616,0.6792,0.6763,0.5588,0.9048,0.6909,0.8947,0.5312,0.6667,84,f_classif,"{'selector__k': 84, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 5, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",84.0,f_classif,,1.0,9.0,5.0,,,balanced,,,,,,,,gini,best
DT,4,0.6722,0.6759,0.6691,0.6677,0.6753,0.6722,0.669,0.6574,0.7634,0.7065,0.6944,0.5747,0.6289,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",73.0,f_classif,,2.0,11.0,7.0,,,,,,,,,,,gini,random
DT,5,0.6507,0.6477,0.6479,0.6478,0.651,0.6507,0.6509,0.6129,0.6179,0.6154,0.6824,0.6779,0.6801,42,f_classif,"{'selector__k': 42, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': None}",42.0,f_classif,,2.0,9.0,3.0,sqrt,,,,,,,,,,gini,best
RF,MEAN,0.7629,0.7691,0.7675,0.753,0.7916,0.7629,0.7619,0.7051,0.7654,0.7188,0.8331,0.7698,0.7871,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
RF,STD,0.0564,0.0377,0.0473,0.0556,0.0298,0.0564,0.059,0.1244,0.1406,0.0626,0.0936,0.1461,0.0747,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
XGB,MEAN,0.7749,0.7691,0.7716,0.7636,0.7875,0.7749,0.7746,0.7253,0.7258,0.717,0.813,0.8175,0.8102,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
XGB,STD,0.044,0.0372,0.0508,0.048,0.0397,0.044,0.0478,0.0797,0.1343,0.0694,0.1032,0.0415,0.0409,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
DT,MEAN,0.6999,0.706,0.7087,0.6913,0.732,0.6999,0.7001,0.6046,0.7699,0.6708,0.8073,0.6475,0.7117,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
DT,STD,0.0463,0.0437,0.0518,0.0382,0.0663,0.0463,0.0488,0.0371,0.1383,0.0449,0.1143,0.1069,0.0779,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
