Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Features_K,Score_Function,Best_Params,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
RF,1,0.7745,0.7396,0.7382,0.7389,0.7739,0.7745,0.7742,0.6458,0.6392,0.6425,0.8333,0.8373,0.8353,94,f_classif,"{'selector__k': 94, 'selector__score_func': 'f_classif', 'clf__n_estimators': 231, 'clf__max_depth': 15, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 4, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",94.0,f_classif,231.0,15.0,4.0,4.0,log2,True,,,,,,,,,,
RF,2,0.8,0.7889,0.8142,0.7922,0.8252,0.8,0.8042,0.6667,0.8621,0.7519,0.9111,0.7664,0.8325,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__n_estimators': 223, 'clf__max_depth': 18, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",52.0,f_classif,223.0,18.0,12.0,5.0,log2,True,,,,,,,,,,
RF,3,0.6755,0.7246,0.7149,0.6749,0.7597,0.6755,0.6721,0.5556,0.9048,0.6884,0.8936,0.525,0.6614,21,f_classif,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__n_estimators': 371, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}",21.0,f_classif,371.0,3.0,20.0,7.0,sqrt,False,balanced,,,,,,,,,
RF,4,0.7444,0.7741,0.7497,0.7398,0.7774,0.7444,0.7387,0.873,0.5914,0.7051,0.6752,0.908,0.7745,94,f_classif,"{'selector__k': 94, 'selector__score_func': 'f_classif', 'clf__n_estimators': 396, 'clf__max_depth': 9, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",94.0,f_classif,396.0,9.0,18.0,3.0,sqrt,True,,,,,,,,,,
RF,5,0.8199,0.8184,0.8207,0.819,0.8216,0.8199,0.8202,0.7846,0.8293,0.8063,0.8521,0.8121,0.8316,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__n_estimators': 382, 'clf__max_depth': 18, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}",73.0,f_classif,382.0,18.0,9.0,9.0,sqrt,False,balanced,,,,,,,,,
XGB,1,0.7647,0.7283,0.7283,0.7283,0.7647,0.7647,0.7647,0.6289,0.6289,0.6289,0.8278,0.8278,0.8278,94,f_classif,"{'selector__k': 94, 'selector__score_func': 'f_classif', 'clf__n_estimators': 281, 'clf__max_depth': 8, 'clf__learning_rate': 0.011711509955524094, 'clf__subsample': 0.8430179407605753, 'clf__colsample_bytree': 0.6682096494749166, 'clf__min_child_weight': 1, 'clf__gamma': 4.7444276862666666, 'clf__reg_alpha': 1.9312640661491187, 'clf__reg_lambda': 1.6167946962329223}",94.0,f_classif,281.0,8.0,,,,,,0.011711509955524094,0.8430179407605753,0.6682096494749166,1.0,4.7444276862666666,1.9312640661491187,1.6167946962329223,,
XGB,2,0.8182,0.8061,0.8322,0.8106,0.8409,0.8182,0.8219,0.6892,0.8793,0.7727,0.9231,0.785,0.8485,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__n_estimators': 445, 'clf__max_depth': 9, 'clf__learning_rate': 0.015429334269801647, 'clf__subsample': 0.9752950837292917, 'clf__colsample_bytree': 0.6024751456704922, 'clf__min_child_weight': 6, 'clf__gamma': 4.948774608847798, 'clf__reg_alpha': 1.4941751988218333, 'clf__reg_lambda': 1.8951888716133787}",73.0,f_classif,445.0,9.0,,,,,,0.015429334269801647,0.9752950837292917,0.6024751456704922,6.0,4.948774608847798,1.4941751988218333,1.8951888716133787,,
XGB,3,0.7811,0.7742,0.7844,0.7763,0.7908,0.7811,0.7831,0.6942,0.8,0.7434,0.8542,0.7688,0.8092,94,f_classif,"{'selector__k': 94, 'selector__score_func': 'f_classif', 'clf__n_estimators': 235, 'clf__max_depth': 11, 'clf__learning_rate': 0.010421810316777975, 'clf__subsample': 0.6855371825782387, 'clf__colsample_bytree': 0.6025754519260501, 'clf__min_child_weight': 6, 'clf__gamma': 3.8433375086941233, 'clf__reg_alpha': 1.4736462681173612, 'clf__reg_lambda': 0.6033021513747717}",94.0,f_classif,235.0,11.0,,,,,,0.010421810316777975,0.6855371825782387,0.6025754519260501,6.0,3.8433375086941233,1.4736462681173612,0.6033021513747717,,
XGB,4,0.7056,0.7333,0.711,0.6998,0.7363,0.7056,0.6984,0.8226,0.5484,0.6581,0.6441,0.8736,0.7415,94,f_classif,"{'selector__k': 94, 'selector__score_func': 'f_classif', 'clf__n_estimators': 426, 'clf__max_depth': 4, 'clf__learning_rate': 0.01658050997969722, 'clf__subsample': 0.8209906073467672, 'clf__colsample_bytree': 0.6036259315181669, 'clf__min_child_weight': 1, 'clf__gamma': 4.18036407388451, 'clf__reg_alpha': 1.681074383456624, 'clf__reg_lambda': 1.7755489416722843}",94.0,f_classif,426.0,4.0,,,,,,0.01658050997969722,0.8209906073467672,0.6036259315181669,1.0,4.18036407388451,1.681074383456624,1.7755489416722843,,
XGB,5,0.8051,0.8037,0.8023,0.8029,0.8049,0.8051,0.8049,0.7917,0.7724,0.7819,0.8158,0.8322,0.8239,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__n_estimators': 441, 'clf__max_depth': 12, 'clf__learning_rate': 0.0444784614131363, 'clf__subsample': 0.8579227005731702, 'clf__colsample_bytree': 0.7243543297237492, 'clf__min_child_weight': 3, 'clf__gamma': 4.560098555930586, 'clf__reg_alpha': 1.5203762148508266, 'clf__reg_lambda': 1.750389900887382}",73.0,f_classif,441.0,12.0,,,,,,0.0444784614131363,0.8579227005731702,0.7243543297237492,3.0,4.560098555930586,1.5203762148508266,1.750389900887382,,
