,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
0,RF,1,0.6359,0.3792,0.4556,0.4135,0.5185,0.6359,0.5709,0.7346,0.7981,86,f_classif,"{'selector__k': 86, 'selector__score_func': 'f_classif', 'clf__n_estimators': 455, 'clf__max_depth': 3, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.4163,0.4603,0.4372,0.6276,0.0,0.0,0.0,0.7988,0.7212,0.9065,0.8033,0.7773,86,f_classif,455.0,3.0,12.0,9.0,sqrt,False,,,,,,,,,,
1,RF,2,0.4146,0.3787,0.3909,0.3455,0.3936,0.4146,0.3696,0.6104,0.6178,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 300, 'clf__max_depth': 4, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.3449,0.572,0.4303,0.598,0.2857,0.0439,0.076,0.5855,0.5056,0.5569,0.53,0.6475,all,f_classif,300.0,4.0,10.0,5.0,log2,True,,,,,,,,,,
2,RF,3,0.5297,0.5626,0.5266,0.4262,0.5885,0.5297,0.4652,0.7215,0.6814,67,f_classif,"{'selector__k': 67, 'selector__score_func': 'f_classif', 'clf__n_estimators': 395, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.6533,0.62,0.6362,0.7013,0.619,0.0368,0.0695,0.626,0.4154,0.9228,0.5729,0.837,67,f_classif,395.0,3.0,20.0,3.0,sqrt,False,,,,,,,,,,
3,RF,4,0.4876,0.4812,0.4978,0.4564,0.5381,0.4876,0.49,0.6768,0.6484,67,f_classif,"{'selector__k': 67, 'selector__score_func': 'f_classif', 'clf__n_estimators': 123, 'clf__max_depth': 4, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.4915,0.2771,0.3544,0.6366,0.3043,0.6611,0.4168,0.7116,0.6479,0.5551,0.5979,0.6822,67,f_classif,123.0,4.0,19.0,10.0,sqrt,True,balanced,,,,,,,,,
4,RF,5,0.6582,0.6874,0.5786,0.5472,0.6795,0.6582,0.6103,0.7849,0.8084,67,f_classif,"{'selector__k': 67, 'selector__score_func': 'f_classif', 'clf__n_estimators': 314, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.699,0.7007,0.6999,0.8122,0.7419,0.1156,0.2,0.6692,0.6214,0.9195,0.7416,0.8733,67,f_classif,314.0,3.0,19.0,8.0,sqrt,False,,,,,,,,,,
5,XGB,1,0.6265,0.4845,0.4595,0.4401,0.5746,0.6265,0.5808,0.7088,0.7791,28,f_classif,"{'selector__k': 28, 'selector__score_func': 'f_classif', 'clf__n_estimators': 78, 'clf__max_depth': 3, 'clf__learning_rate': 0.018796232427397804, 'clf__subsample': 0.6041616915856599, 'clf__colsample_bytree': 0.8248364694475802, 'clf__min_child_weight': 1, 'clf__gamma': 3.960901224276098, 'clf__reg_alpha': 0.1892731054405843, 'clf__reg_lambda': 1.385700306652378}",0.408,0.4339,0.4205,0.6027,0.32,0.0615,0.1032,0.7468,0.7255,0.8832,0.7966,0.7771,28,f_classif,78.0,3.0,,,,,,0.018796232427397804,0.6041616915856599,0.8248364694475802,1.0,3.960901224276098,0.1892731054405843,1.385700306652378,,
6,XGB,2,0.4284,0.4336,0.4061,0.3947,0.439,0.4284,0.4115,0.6119,0.6219,86,f_classif,"{'selector__k': 86, 'selector__score_func': 'f_classif', 'clf__n_estimators': 292, 'clf__max_depth': 3, 'clf__learning_rate': 0.012505874916230437, 'clf__subsample': 0.9139605728038731, 'clf__colsample_bytree': 0.6828179967928929, 'clf__min_child_weight': 2, 'clf__gamma': 3.8008840820886114, 'clf__reg_alpha': 1.6371584795799117, 'clf__reg_lambda': 0.6100380096310699}",0.3426,0.4568,0.3915,0.5659,0.4659,0.1798,0.2595,0.6314,0.4922,0.5815,0.5331,0.6385,86,f_classif,292.0,3.0,,,,,,0.012505874916230437,0.9139605728038731,0.6828179967928929,2.0,3.8008840820886114,1.6371584795799117,0.6100380096310699,,
7,XGB,3,0.5164,0.4976,0.5391,0.4801,0.5362,0.5164,0.4957,0.7051,0.6824,28,f_classif,"{'selector__k': 28, 'selector__score_func': 'f_classif', 'clf__n_estimators': 325, 'clf__max_depth': 7, 'clf__learning_rate': 0.017724320980491093, 'clf__subsample': 0.8680613074916125, 'clf__colsample_bytree': 0.6456837944783226, 'clf__min_child_weight': 1, 'clf__gamma': 4.822260007022113, 'clf__reg_alpha': 1.619166226415973, 'clf__reg_lambda': 1.780527006054119}",0.6653,0.5056,0.5745,0.6799,0.3866,0.2125,0.2742,0.5892,0.4408,0.8993,0.5916,0.8461,28,f_classif,325.0,7.0,,,,,,0.017724320980491093,0.8680613074916125,0.6456837944783226,1.0,4.822260007022113,1.619166226415973,1.780527006054119,,
8,XGB,4,0.5064,0.4789,0.4462,0.4299,0.5353,0.5064,0.4958,0.6658,0.6755,19,f_classif,"{'selector__k': 19, 'selector__score_func': 'f_classif', 'clf__n_estimators': 61, 'clf__max_depth': 7, 'clf__learning_rate': 0.0447367555715627, 'clf__subsample': 0.6986982614020397, 'clf__colsample_bytree': 0.7530637371908914, 'clf__min_child_weight': 3, 'clf__gamma': 3.2230479564997365, 'clf__reg_alpha': 1.7682023533822293, 'clf__reg_lambda': 0.8017314890339255}",0.3892,0.6656,0.4912,0.6328,0.3636,0.1333,0.1951,0.6827,0.6838,0.5397,0.6032,0.682,19,f_classif,61.0,7.0,,,,,,0.0447367555715627,0.6986982614020397,0.7530637371908914,3.0,3.2230479564997365,1.7682023533822293,0.8017314890339255,,
9,XGB,5,0.6034,0.5874,0.5248,0.4807,0.5965,0.6034,0.5474,0.7339,0.7659,9,f_classif,"{'selector__k': 9, 'selector__score_func': 'f_classif', 'clf__n_estimators': 276, 'clf__max_depth': 11, 'clf__learning_rate': 0.010107071828803521, 'clf__subsample': 0.6951339877328382, 'clf__colsample_bytree': 0.7452203874814263, 'clf__min_child_weight': 3, 'clf__gamma': 4.330608816661779, 'clf__reg_alpha': 0.4878562189726735, 'clf__reg_lambda': 0.7077743383867815}",0.6329,0.6234,0.6281,0.7313,0.5455,0.0603,0.1086,0.6429,0.5838,0.8908,0.7053,0.8274,9,f_classif,276.0,11.0,,,,,,0.010107071828803521,0.6951339877328382,0.7452203874814263,3.0,4.330608816661779,0.4878562189726735,0.7077743383867815,,
