config,fold,model,best_params,optimization_score,n_trials,train_size,test_size,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,precision_positive,recall_positive,f1_positive,precision_negative,recall_negative,f1_negative,auc
1s_no,4,XGB,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 322, 'clf__max_depth': 4, 'clf__learning_rate': 0.014409873671124784, 'clf__subsample': 0.6627364708298777, 'clf__colsample_bytree': 0.753355121433948, 'clf__min_child_weight': 6, 'clf__gamma': 3.2407425577667777, 'clf__reg_alpha': 1.5021854540027313, 'clf__reg_lambda': 1.7194044659119503}",-0.48433435303997435,50,2032,366,0.7213114754098361,0.7457264957264957,0.7269736842105263,0.7172246629298591,0.7490775769464295,0.7213114754098361,0.7159243135044119,0.8333333333333334,0.5789473684210527,0.6832298136645962,0.6581196581196581,0.875,0.751219512195122,0.8284389952153111
1s_no,4,DT,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 4, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",-0.5787725901664749,50,2032,366,0.6420765027322405,0.6416016500762263,0.6416566985645933,0.6416243730706273,0.6421556448415761,0.6420765027322405,0.64211128193698,0.656084656084656,0.6526315789473685,0.6543535620052771,0.6271186440677966,0.6306818181818182,0.6288951841359773,0.6811602870813396
1s_no,5,RF,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__n_estimators': 144, 'clf__max_depth': 7, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",-0.5086898135796197,50,1851,547,0.8190127970749543,0.8204870868459788,0.8219865021107258,0.8189256516141976,0.8240427268819792,0.8190127970749543,0.8192233986051164,0.7730496453900709,0.8616600790513834,0.8149532710280374,0.8679245283018868,0.782312925170068,0.8228980322003577,0.8980801806888764
1s_no,5,XGB,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__n_estimators': 425, 'clf__max_depth': 10, 'clf__learning_rate': 0.010629965824084646, 'clf__subsample': 0.9856512949095118, 'clf__colsample_bytree': 0.6154900799844731, 'clf__min_child_weight': 5, 'clf__gamma': 4.884241264024121, 'clf__reg_alpha': 1.2970323099950147, 'clf__reg_lambda': 1.9847253309206747}",-0.5102922188408522,50,1851,547,0.8281535648994516,0.8303057701791878,0.8241510042752278,0.8258433816556022,0.8292676476324916,0.8281535648994516,0.8273468342428693,0.8441558441558441,0.7707509881422925,0.8057851239669421,0.8164556962025317,0.8775510204081632,0.8459016393442623,0.8916135624210159
1s_no,5,DT,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 8, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",-0.6105911944197135,50,1851,547,0.6946983546617916,0.7105259494375766,0.703308596165739,0.6935142407558388,0.716479448389936,0.6946983546617916,0.6920863386927778,0.6310975609756098,0.8181818181818182,0.7125645438898451,0.7899543378995434,0.5884353741496599,0.6744639376218323,0.7178484041838079
1s_0.5,1,RF,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 336, 'clf__max_depth': 6, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}",-0.57169935620995,50,3555,1227,0.7555012224938875,0.7231238713511783,0.7388918121856607,0.7288006224103075,0.7674559367619648,0.7555012224938875,0.7596623549744455,0.6008869179600886,0.6930946291560103,0.6437054631828979,0.845360824742268,0.784688995215311,0.8138957816377171,0.840560334805859
1s_0.5,1,XGB,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 92, 'clf__max_depth': 11, 'clf__learning_rate': 0.021286495908069115, 'clf__subsample': 0.849406345573228, 'clf__colsample_bytree': 0.6265745368165254, 'clf__min_child_weight': 4, 'clf__gamma': 2.3667275233668827, 'clf__reg_alpha': 0.9954821792515546, 'clf__reg_lambda': 1.1509547845036605}",-0.563899355815272,50,3555,1227,0.752241238793806,0.7140486968751374,0.7085913312693499,0.7111062920164812,0.7493827533279598,0.752241238793806,0.7506420399990072,0.6166219839142091,0.5882352941176471,0.6020942408376964,0.8114754098360656,0.8289473684210527,0.8201183431952662,0.8340165689741675
1s_0.5,1,DT,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 6, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",-0.646352049018326,50,3555,1227,0.7253463732681337,0.7024113262974649,0.7276536056486251,0.7058355677316133,0.7569893792490563,0.7253463732681337,0.7333112274270296,0.551923076923077,0.7340153452685422,0.6300768386388584,0.8528995756718529,0.7212918660287081,0.7815942968243681,0.7781069885828265
1s_0.5,2,RF,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__n_estimators': 220, 'clf__max_depth': 11, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",-0.5066627654631817,50,4116,666,0.8123123123123123,0.8039397587090118,0.8362773371785628,0.8054592913343506,0.8478956651263396,0.8123123123123123,0.8169723665773263,0.6645367412140575,0.9122807017543859,0.7689463955637708,0.943342776203966,0.7602739726027398,0.8419721871049305,0.9009052311143155
1s_0.5,2,XGB,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__n_estimators': 182, 'clf__max_depth': 6, 'clf__learning_rate': 0.015327721389306907, 'clf__subsample': 0.6601297038645116, 'clf__colsample_bytree': 0.6382061214601005, 'clf__min_child_weight': 2, 'clf__gamma': 0.3517836617849681, 'clf__reg_alpha': 0.614344116960182, 'clf__reg_lambda': 1.0718971043136998}",-0.5066443671328204,50,4116,666,0.7837837837837838,0.7823863636363637,0.8135364095169431,0.7779444861215303,0.8312960687960688,0.7837837837837838,0.7892986760203564,0.6272727272727273,0.9078947368421053,0.7419354838709677,0.9375,0.7191780821917808,0.813953488372093,0.8878574861812064
1s_0.5,2,DT,"{'selector__k': 94, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 5, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': None}",-0.6133570398403034,50,4116,666,0.6921921921921922,0.6521829521829522,0.635604422013939,0.6402817042421625,0.6805678859732913,0.6921921921921922,0.6833694610386298,0.5621621621621622,0.45614035087719296,0.5036319612590799,0.7422037422037422,0.815068493150685,0.7769314472252449,0.7344238163902908
1s_0.5,3,RF,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__n_estimators': 316, 'clf__max_depth': 11, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",-0.4960089543353261,50,3714,1068,0.7790262172284644,0.7744990879728395,0.7877090033042691,0.7750495332274245,0.7956860528891642,0.7790262172284644,0.7816026603840679,0.6777996070726916,0.8273381294964028,0.7451403887688985,0.8711985688729875,0.7480798771121352,0.8049586776859504,0.864602327354706
1s_0.5,3,XGB,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__n_estimators': 489, 'clf__max_depth': 10, 'clf__learning_rate': 0.06672272388297532, 'clf__subsample': 0.6722167794688765, 'clf__colsample_bytree': 0.8736400537839205, 'clf__min_child_weight': 7, 'clf__gamma': 4.995062390972044, 'clf__reg_alpha': 1.9288398581964108, 'clf__reg_lambda': 1.0735164047716481}",-0.5166652434248621,50,3714,1068,0.6938202247191011,0.6922221598641842,0.7018698405331034,0.6895677240601992,0.7155938583673443,0.6938202247191011,0.6975284052936636,0.5855513307984791,0.7386091127098321,0.6532343584305408,0.7988929889298892,0.6651305683563749,0.7259010896898574,0.7725800926079412
