,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
0,RF,1,0.6436,0.6985,0.6017,0.5561,0.7423,0.6436,0.6257,0.7952,0.791,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 111, 'clf__max_depth': 4, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.4009,0.8056,0.5354,0.828,0.9118,0.2168,0.3503,0.7373,0.7827,0.7827,0.7827,0.8203,all,f_classif,111.0,4.0,20.0,10.0,sqrt,True,,,,,,,,,,
1,RF,2,0.5503,0.5772,0.5822,0.5328,0.6234,0.5503,0.5292,0.7248,0.7009,81,f_classif,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 268, 'clf__max_depth': 3, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.7742,0.3217,0.4545,0.6284,0.424,0.5786,0.4894,0.7713,0.5335,0.8462,0.6544,0.7748,81,f_classif,268.0,3.0,15.0,5.0,sqrt,True,balanced,,,,,,,,,
2,RF,3,0.5368,0.5217,0.4508,0.399,0.5363,0.5368,0.4784,0.674,0.7011,51,f_classif,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 428, 'clf__max_depth': 4, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.4466,0.6367,0.525,0.666,0.5,0.0054,0.0108,0.6578,0.6184,0.7103,0.6612,0.6981,51,f_classif,428.0,4.0,11.0,7.0,sqrt,False,,,,,,,,,,
3,RF,4,0.5986,0.5444,0.5311,0.4957,0.5793,0.5986,0.5576,0.7545,0.7728,81,f_classif,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 443, 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 7, 'clf__max_features': 'log2', 'clf__bootstrap': False, 'clf__class_weight': None}",0.693,0.6464,0.6689,0.7725,0.3962,0.0959,0.1544,0.6511,0.544,0.851,0.6637,0.8398,81,f_classif,443.0,3.0,17.0,7.0,log2,False,,,,,,,,,,
4,RF,5,0.5972,0.5491,0.5491,0.549,0.5949,0.5972,0.596,0.7203,0.7525,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 462, 'clf__max_depth': 9, 'clf__min_samples_split': 8, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.5145,0.5205,0.5174,0.7069,0.3846,0.3704,0.3774,0.6136,0.7482,0.7564,0.7523,0.8403,91,f_classif,462.0,9.0,8.0,6.0,log2,True,balanced,,,,,,,,,
5,XGB,1,0.5904,0.5475,0.5566,0.5056,0.6386,0.5904,0.5829,0.7799,0.7573,71,f_classif,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 129, 'clf__max_depth': 6, 'clf__learning_rate': 0.012724195115836135, 'clf__subsample': 0.7608742470731585, 'clf__colsample_bytree': 0.8172182469676437, 'clf__min_child_weight': 6, 'clf__gamma': 4.024055201844707, 'clf__reg_alpha': 0.6806288984071405, 'clf__reg_lambda': 0.6693032724223726}",0.3578,0.7685,0.4882,0.81,0.4737,0.1888,0.27,0.7203,0.8109,0.7125,0.7585,0.8093,71,f_classif,129.0,6.0,,,,,,0.012724195115836135,0.7608742470731585,0.8172182469676437,6.0,4.024055201844707,0.6806288984071405,0.6693032724223726,,
6,XGB,2,0.5354,0.5038,0.5099,0.4839,0.543,0.5354,0.5142,0.6921,0.6861,40,f_classif,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 100, 'clf__max_depth': 9, 'clf__learning_rate': 0.011949149775860955, 'clf__subsample': 0.7837400673314395, 'clf__colsample_bytree': 0.6636369271677768, 'clf__min_child_weight': 7, 'clf__gamma': 3.1520607553253734, 'clf__reg_alpha': 1.1827538210735073, 'clf__reg_lambda': 0.22273092747278306}",0.6382,0.4209,0.5073,0.6329,0.3448,0.2516,0.2909,0.6641,0.5282,0.8571,0.6536,0.7793,40,f_classif,100.0,9.0,,,,,,0.011949149775860955,0.7837400673314395,0.6636369271677768,7.0,3.1520607553253734,1.1827538210735073,0.22273092747278306,,
7,XGB,3,0.5448,0.5477,0.49,0.4915,0.5515,0.5448,0.5297,0.6965,0.718,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 195, 'clf__max_depth': 3, 'clf__learning_rate': 0.012439144422951022, 'clf__subsample': 0.9527790450427341, 'clf__colsample_bytree': 0.6759105440465057, 'clf__min_child_weight': 1, 'clf__gamma': 1.7816681703505082, 'clf__reg_alpha': 0.04734798026721165, 'clf__reg_lambda': 0.8036424397080393}",0.4618,0.564,0.5078,0.6942,0.5753,0.2283,0.3268,0.7092,0.6059,0.6776,0.6397,0.686,91,f_classif,195.0,3.0,,,,,,0.012439144422951022,0.9527790450427341,0.6759105440465057,1.0,1.7816681703505082,0.04734798026721165,0.8036424397080393,,
8,XGB,4,0.5685,0.5383,0.5315,0.5214,0.5666,0.5685,0.5555,0.7513,0.7654,71,f_classif,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 103, 'clf__max_depth': 9, 'clf__learning_rate': 0.010196343981513957, 'clf__subsample': 0.7753099113333827, 'clf__colsample_bytree': 0.6960313971494949, 'clf__min_child_weight': 5, 'clf__gamma': 1.8124694978902118, 'clf__reg_alpha': 1.1868397765932914, 'clf__reg_lambda': 0.4828226048693609}",0.6574,0.5618,0.6058,0.7457,0.4173,0.2648,0.324,0.7103,0.5403,0.7679,0.6343,0.7979,71,f_classif,103.0,9.0,,,,,,0.010196343981513957,0.7753099113333827,0.6960313971494949,5.0,1.8124694978902118,1.1868397765932914,0.4828226048693609,,
9,XGB,5,0.6351,0.5816,0.5652,0.5589,0.6176,0.6351,0.6153,0.7327,0.7653,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 161, 'clf__max_depth': 7, 'clf__learning_rate': 0.010077445813085114, 'clf__subsample': 0.6589663560929502, 'clf__colsample_bytree': 0.695745849301766, 'clf__min_child_weight': 6, 'clf__gamma': 3.6681105863995316, 'clf__reg_alpha': 1.8089405002383094, 'clf__reg_lambda': 1.1038223968292182}",0.51,0.5965,0.5499,0.7086,0.4857,0.2519,0.3317,0.649,0.7492,0.8473,0.7952,0.8406,91,f_classif,161.0,7.0,,,,,,0.010077445813085114,0.6589663560929502,0.695745849301766,6.0,3.6681105863995316,1.8089405002383094,1.1038223968292182,,
10,DT,1,0.5479,0.3648,0.4506,0.3892,0.5043,0.5479,0.5115,0.6789,0.6749,51,f_classif,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.0,0.0,0.0,0.682,0.3416,0.6713,0.4528,0.6362,0.7527,0.6805,0.7148,0.7184,51,f_classif,,2.0,20.0,10.0,sqrt,,balanced,,,,,,,,gini,best
