,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
0,RF,1,0.6773,0.6758,0.5834,0.5984,0.676,0.6773,0.6568,0.7544,0.8023,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 137, 'clf__max_depth': 4, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 3, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.6515,0.589,0.6187,0.7154,0.6875,0.2895,0.4074,0.7759,0.6884,0.8716,0.7692,0.7719,91,f_classif,137.0,4.0,4.0,3.0,log2,True,,,,,,,,,,
1,RF,2,0.6165,0.6204,0.5938,0.5591,0.6187,0.6165,0.5739,0.7429,0.7519,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 423, 'clf__max_depth': 6, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.5809,0.7596,0.6583,0.7491,0.625,0.1829,0.283,0.627,0.6555,0.8387,0.7358,0.8525,91,f_classif,423.0,6.0,20.0,6.0,log2,True,,,,,,,,,,
2,RF,3,0.5263,0.5215,0.5135,0.5036,0.5258,0.5263,0.5128,0.6577,0.6713,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 383, 'clf__max_depth': 9, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 4, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.5588,0.4691,0.5101,0.6076,0.4865,0.3214,0.3871,0.6013,0.5192,0.75,0.6136,0.7641,91,f_classif,383.0,9.0,14.0,4.0,log2,True,balanced,,,,,,,,,
3,RF,4,0.4963,0.4565,0.443,0.4457,0.4838,0.4963,0.4862,0.6312,0.6636,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 229, 'clf__max_depth': 4, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.4382,0.375,0.4041,0.6163,0.375,0.2927,0.3288,0.6359,0.5563,0.6614,0.6043,0.6413,91,f_classif,229.0,4.0,19.0,2.0,sqrt,False,,,,,,,,,,
4,RF,5,0.5625,0.5376,0.5421,0.4942,0.5425,0.5625,0.5099,0.7406,0.7504,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 351, 'clf__max_depth': 12, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.505,0.7286,0.5965,0.7519,0.4667,0.1111,0.1795,0.6344,0.6413,0.7867,0.7066,0.8357,91,f_classif,351.0,12.0,16.0,1.0,sqrt,True,,,,,,,,,,
5,XGB,1,0.6,0.4844,0.4808,0.4698,0.5539,0.6,0.5675,0.7403,0.7902,51,f_classif,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 111, 'clf__max_depth': 10, 'clf__learning_rate': 0.019619446342108278, 'clf__subsample': 0.7437619037648896, 'clf__colsample_bytree': 0.9992062925899449, 'clf__min_child_weight': 1, 'clf__gamma': 4.620991046339601, 'clf__reg_alpha': 1.8495954064044986, 'clf__reg_lambda': 1.4195995357471158}",0.5217,0.4932,0.507,0.6866,0.25,0.1053,0.1481,0.7608,0.6815,0.844,0.7541,0.7735,51,f_classif,111.0,10.0,,,,,,0.019619446342108278,0.7437619037648896,0.9992062925899449,1.0,4.620991046339601,1.8495954064044986,1.4195995357471158,,
6,XGB,2,0.595,0.567,0.5749,0.5414,0.5712,0.595,0.556,0.7428,0.7503,71,f_classif,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 299, 'clf__max_depth': 5, 'clf__learning_rate': 0.010077286512690945, 'clf__subsample': 0.6021885814992892, 'clf__colsample_bytree': 0.772891476183738, 'clf__min_child_weight': 9, 'clf__gamma': 4.527571775564309, 'clf__reg_alpha': 1.968451646827938, 'clf__reg_lambda': 1.7147315764800135}",0.5902,0.6923,0.6372,0.7302,0.4839,0.1829,0.2655,0.6414,0.627,0.8495,0.7215,0.8569,71,f_classif,299.0,5.0,,,,,,0.010077286512690945,0.6021885814992892,0.772891476183738,9.0,4.527571775564309,1.968451646827938,1.7147315764800135,,
7,XGB,3,0.5359,0.5441,0.5178,0.5036,0.5441,0.5359,0.5154,0.6619,0.6725,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 254, 'clf__max_depth': 9, 'clf__learning_rate': 0.010419219189795884, 'clf__subsample': 0.7842441218359542, 'clf__colsample_bytree': 0.7083402121534951, 'clf__min_child_weight': 9, 'clf__gamma': 2.611765889819998, 'clf__reg_alpha': 0.5092125149834372, 'clf__reg_lambda': 0.4824360688321253}",0.5634,0.4938,0.5263,0.6119,0.5556,0.2679,0.3614,0.6102,0.5135,0.7917,0.623,0.7638,all,f_classif,254.0,9.0,,,,,,0.010419219189795884,0.7842441218359542,0.7083402121534951,9.0,2.611765889819998,0.5092125149834372,0.4824360688321253,,
8,XGB,4,0.4963,0.4542,0.459,0.449,0.506,0.4963,0.4938,0.6087,0.6451,81,f_classif,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 300, 'clf__max_depth': 8, 'clf__learning_rate': 0.015535504308509264, 'clf__subsample': 0.8087265527151098, 'clf__colsample_bytree': 0.7679083629792363, 'clf__min_child_weight': 5, 'clf__gamma': 4.7350427439707365, 'clf__reg_alpha': 0.8672129957768813, 'clf__reg_lambda': 0.04243382539880904}",0.5205,0.3654,0.4294,0.5877,0.2727,0.3659,0.3125,0.6151,0.5694,0.6457,0.6052,0.6232,81,f_classif,300.0,8.0,,,,,,0.015535504308509264,0.8087265527151098,0.7679083629792363,5.0,4.7350427439707365,0.8672129957768813,0.04243382539880904,,
9,XGB,5,0.5673,0.6005,0.543,0.4621,0.599,0.5673,0.4818,0.7725,0.7649,71,f_classif,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 344, 'clf__max_depth': 8, 'clf__learning_rate': 0.020902676685175425, 'clf__subsample': 0.7029595394441516, 'clf__colsample_bytree': 0.6405446901428077, 'clf__min_child_weight': 9, 'clf__gamma': 4.429992207584261, 'clf__reg_alpha': 1.408004313613034, 'clf__reg_lambda': 1.2619495870185704}",0.5048,0.7571,0.6057,0.7694,0.6667,0.0317,0.0606,0.6992,0.63,0.84,0.72,0.8488,71,f_classif,344.0,8.0,,,,,,0.020902676685175425,0.7029595394441516,0.6405446901428077,9.0,4.429992207584261,1.408004313613034,1.2619495870185704,,
