,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
0,RF,1,0.711,0.6716,0.6117,0.6251,0.7013,0.711,0.6897,0.7931,0.8512,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 169, 'clf__max_depth': 5, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.6897,0.4082,0.5128,0.7403,0.5833,0.5,0.5385,0.819,0.7417,0.9271,0.8241,0.8201,all,f_classif,169.0,5.0,20.0,6.0,log2,True,balanced,,,,,,,,,
1,RF,2,0.538,0.6826,0.5206,0.4348,0.7068,0.538,0.4604,0.7447,0.7233,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 325, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 4, 'clf__max_features': 'log2', 'clf__bootstrap': False, 'clf__class_weight': None}",0.3649,0.675,0.4737,0.6278,1.0,0.0385,0.0741,0.7609,0.6829,0.8485,0.7568,0.8454,91,f_classif,325.0,3.0,19.0,4.0,log2,False,,,,,,,,,,
2,RF,3,0.5328,0.5341,0.5615,0.5271,0.5753,0.5328,0.5302,0.7122,0.7088,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 351, 'clf__max_depth': 7, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.6957,0.4248,0.5275,0.6731,0.3611,0.4727,0.4094,0.6195,0.5455,0.7869,0.6443,0.8441,all,f_classif,351.0,7.0,12.0,5.0,log2,True,balanced,,,,,,,,,
3,RF,4,0.5094,0.4945,0.5081,0.4971,0.5212,0.5094,0.5124,0.6809,0.6727,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 253, 'clf__max_depth': 14, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 9, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.4928,0.4474,0.469,0.681,0.386,0.5238,0.4444,0.6926,0.6047,0.5532,0.5778,0.6692,all,f_classif,253.0,14.0,14.0,9.0,log2,True,balanced,,,,,,,,,
4,RF,5,0.5263,0.528,0.5011,0.5048,0.5276,0.5263,0.5185,0.7156,0.7247,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 178, 'clf__max_depth': 12, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 7, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.5455,0.5217,0.5333,0.7311,0.5238,0.3333,0.4074,0.7176,0.5147,0.6481,0.5738,0.6981,91,f_classif,178.0,12.0,12.0,7.0,log2,True,,,,,,,,,,
5,XGB,1,0.7514,0.7424,0.6594,0.6864,0.7481,0.7514,0.738,0.7939,0.8573,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 166, 'clf__max_depth': 5, 'clf__learning_rate': 0.011971731786358016, 'clf__subsample': 0.7062109117611008, 'clf__colsample_bytree': 0.7648553263033323, 'clf__min_child_weight': 4, 'clf__gamma': 4.624265781314971, 'clf__reg_alpha': 0.020696877938192415, 'clf__reg_lambda': 0.8255654296804598}",0.7297,0.551,0.6279,0.7472,0.7368,0.5,0.5957,0.8192,0.7607,0.9271,0.8357,0.8152,91,f_classif,166.0,5.0,,,,,,0.011971731786358016,0.7062109117611008,0.7648553263033323,4.0,4.624265781314971,0.020696877938192415,0.8255654296804598,,
6,XGB,2,0.538,0.5472,0.5122,0.4401,0.5762,0.538,0.4703,0.7239,0.7218,40,f_classif,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 285, 'clf__max_depth': 9, 'clf__learning_rate': 0.011773896528121141, 'clf__subsample': 0.6042950653951752, 'clf__colsample_bytree': 0.6692294423329223, 'clf__min_child_weight': 1, 'clf__gamma': 4.973833239454635, 'clf__reg_alpha': 0.023586894876264808, 'clf__reg_lambda': 1.5548352140575445}",0.3429,0.6,0.4364,0.6066,0.6,0.0577,0.1053,0.7048,0.6988,0.8788,0.7785,0.8602,40,f_classif,285.0,9.0,,,,,,0.011773896528121141,0.6042950653951752,0.6692294423329223,1.0,4.973833239454635,0.023586894876264808,1.5548352140575445,,
7,XGB,3,0.5502,0.5467,0.5703,0.5306,0.598,0.5502,0.5438,0.7273,0.7171,71,f_classif,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 142, 'clf__max_depth': 8, 'clf__learning_rate': 0.01192123043843138, 'clf__subsample': 0.7500099944218768, 'clf__colsample_bytree': 0.6586883989928699, 'clf__min_child_weight': 4, 'clf__gamma': 3.367415380429991, 'clf__reg_alpha': 0.7263728372028773, 'clf__reg_lambda': 1.412969521884547}",0.7536,0.4602,0.5714,0.7059,0.3818,0.3818,0.3818,0.6374,0.5048,0.8689,0.6386,0.8385,71,f_classif,142.0,8.0,,,,,,0.01192123043843138,0.7500099944218768,0.6586883989928699,4.0,3.367415380429991,0.7263728372028773,1.412969521884547,,
8,XGB,4,0.5425,0.5488,0.5035,0.5113,0.5507,0.5425,0.5366,0.6956,0.7106,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 221, 'clf__max_depth': 5, 'clf__learning_rate': 0.015112438674829642, 'clf__subsample': 0.64200775033143, 'clf__colsample_bytree': 0.700188135772149, 'clf__min_child_weight': 10, 'clf__gamma': 4.534105135396827, 'clf__reg_alpha': 1.0006542682710702, 'clf__reg_lambda': 1.7531773237248323}",0.4792,0.6053,0.5349,0.6871,0.5652,0.3095,0.4,0.7143,0.6022,0.5957,0.5989,0.6855,91,f_classif,221.0,5.0,,,,,,0.015112438674829642,0.64200775033143,0.700188135772149,10.0,4.534105135396827,1.0006542682710702,1.7531773237248323,,
9,XGB,5,0.5414,0.5404,0.5252,0.5295,0.542,0.5414,0.5384,0.7143,0.7258,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 74, 'clf__max_depth': 4, 'clf__learning_rate': 0.02289586532587505, 'clf__subsample': 0.8932814706737644, 'clf__colsample_bytree': 0.6303218485408414, 'clf__min_child_weight': 7, 'clf__gamma': 2.997967592308775, 'clf__reg_alpha': 0.8633616647988774, 'clf__reg_lambda': 0.23597142065648904}",0.5714,0.5217,0.5455,0.7096,0.5185,0.4242,0.4667,0.7576,0.5312,0.6296,0.5763,0.6758,all,f_classif,74.0,4.0,,,,,,0.02289586532587505,0.8932814706737644,0.6303218485408414,7.0,2.997967592308775,0.8633616647988774,0.23597142065648904,,
