,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
0,RF,1,0.6197,0.5571,0.5497,0.5447,0.6063,0.6197,0.6055,0.7185,0.769,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 385, 'clf__max_depth': 12, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.5,0.3158,0.3871,0.5911,0.4667,0.5385,0.5,0.8143,0.7045,0.7949,0.747,0.75,all,f_classif,385.0,12.0,16.0,8.0,,True,balanced,,,,,,,,,
1,RF,2,0.5506,0.5783,0.5507,0.5232,0.6278,0.5506,0.5417,0.7292,0.7442,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 302, 'clf__max_depth': 16, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.8125,0.3514,0.4906,0.8103,0.36,0.5294,0.4286,0.6356,0.5625,0.7714,0.6506,0.7418,all,f_classif,302.0,16.0,20.0,6.0,log2,True,balanced,,,,,,,,,
2,RF,3,0.5053,0.588,0.4915,0.4446,0.6105,0.5053,0.4635,0.7013,0.692,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 499, 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.3256,0.56,0.4118,0.5931,0.8,0.125,0.2162,0.6815,0.6383,0.7895,0.7059,0.8292,all,f_classif,499.0,3.0,17.0,10.0,sqrt,False,,,,,,,,,,
3,RF,4,0.4605,0.5433,0.4504,0.3993,0.5761,0.4605,0.4301,0.6688,0.6429,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 493, 'clf__max_depth': 3, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.2857,0.6316,0.3934,0.5429,0.6667,0.0833,0.1481,0.77,0.6774,0.6364,0.6562,0.6934,91,f_classif,493.0,3.0,4.0,10.0,log2,True,,,,,,,,,,
4,RF,5,0.5227,0.4724,0.4878,0.4725,0.5197,0.5227,0.5124,0.7315,0.7555,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 202, 'clf__max_depth': 13, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 9, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.587,0.45,0.5094,0.7336,0.24,0.2308,0.2353,0.6099,0.5902,0.7826,0.6729,0.8511,all,f_classif,202.0,13.0,12.0,9.0,log2,True,balanced,,,,,,,,,
5,XGB,1,0.6056,0.564,0.5511,0.556,0.6089,0.6056,0.6063,0.7074,0.7666,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 281, 'clf__max_depth': 7, 'clf__learning_rate': 0.012095117919029836, 'clf__subsample': 0.7071249099596519, 'clf__colsample_bytree': 0.8321580658705791, 'clf__min_child_weight': 9, 'clf__gamma': 1.9139888268014293, 'clf__reg_alpha': 0.4936883291127401, 'clf__reg_lambda': 0.3325515946256287}",0.4286,0.4737,0.45,0.6397,0.5455,0.4615,0.5,0.7454,0.7179,0.7179,0.7179,0.7372,all,f_classif,281.0,7.0,,,,,,0.012095117919029836,0.7071249099596519,0.8321580658705791,9.0,1.9139888268014293,0.4936883291127401,0.3325515946256287,,
6,XGB,2,0.5393,0.5253,0.4998,0.4887,0.5684,0.5393,0.525,0.6909,0.7179,71,f_classif,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 472, 'clf__max_depth': 10, 'clf__learning_rate': 0.29650814556452676, 'clf__subsample': 0.645796139845753, 'clf__colsample_bytree': 0.6334280593733479, 'clf__min_child_weight': 3, 'clf__gamma': 4.2074304986816005, 'clf__reg_alpha': 1.3003745109630271, 'clf__reg_lambda': 0.7878024435048142}",0.7143,0.4054,0.5172,0.7427,0.3333,0.2941,0.3125,0.6193,0.5283,0.8,0.6364,0.7106,71,f_classif,472.0,10.0,,,,,,0.29650814556452676,0.645796139845753,0.6334280593733479,3.0,4.2074304986816005,1.3003745109630271,0.7878024435048142,,
7,XGB,3,0.4737,0.4583,0.4561,0.4183,0.4808,0.4737,0.4391,0.6876,0.6861,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 454, 'clf__max_depth': 3, 'clf__learning_rate': 0.027340629771177016, 'clf__subsample': 0.6318502774325924, 'clf__colsample_bytree': 0.7023224181250755, 'clf__min_child_weight': 6, 'clf__gamma': 2.428358675276733, 'clf__reg_alpha': 1.3584223108552136, 'clf__reg_lambda': 1.0701774703391234}",0.3,0.48,0.3692,0.5651,0.4444,0.125,0.1951,0.6741,0.6304,0.7632,0.6905,0.8236,all,f_classif,454.0,3.0,,,,,,0.027340629771177016,0.6318502774325924,0.7023224181250755,6.0,2.428358675276733,1.3584223108552136,1.0701774703391234,,
8,XGB,4,0.4079,0.4309,0.3915,0.369,0.468,0.4079,0.4006,0.6445,0.6139,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 81, 'clf__max_depth': 7, 'clf__learning_rate': 0.019546568469232903, 'clf__subsample': 0.9395734770858657, 'clf__colsample_bytree': 0.683024139603317, 'clf__min_child_weight': 3, 'clf__gamma': 1.788886586534232, 'clf__reg_alpha': 1.8430781672283554, 'clf__reg_lambda': 1.078699853949939}",0.2308,0.4737,0.3103,0.5171,0.4286,0.125,0.1935,0.7252,0.6333,0.5758,0.6032,0.6913,20,f_classif,81.0,7.0,,,,,,0.019546568469232903,0.9395734770858657,0.683024139603317,3.0,1.788886586534232,1.8430781672283554,1.078699853949939,,
9,XGB,5,0.5227,0.4745,0.4834,0.4496,0.5448,0.5227,0.4983,0.7314,0.7519,81,f_classif,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 190, 'clf__max_depth': 12, 'clf__learning_rate': 0.023041808223668744, 'clf__subsample': 0.6507280901181076, 'clf__colsample_bytree': 0.6177157528594884, 'clf__min_child_weight': 9, 'clf__gamma': 3.535120288326766, 'clf__reg_alpha': 0.29832627780945176, 'clf__reg_lambda': 1.2918200502026818}",0.697,0.3833,0.4946,0.7602,0.1667,0.1538,0.16,0.5845,0.56,0.913,0.6942,0.8493,81,f_classif,190.0,12.0,,,,,,0.023041808223668744,0.6507280901181076,0.6177157528594884,9.0,3.535120288326766,0.29832627780945176,1.2918200502026818,,
10,DT,1,0.5915,0.3408,0.404,0.3585,0.4533,0.5915,0.5027,0.6238,0.6896,81,f_classif,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 9, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.3846,0.2632,0.3125,0.5547,0.0,0.0,0.0,0.6704,0.6379,0.9487,0.7629,0.6462,81,f_classif,,1.0,13.0,9.0,log2,,balanced,,,,,,,,gini,best
11,DT,2,0.4607,0.428,0.3874,0.2903,0.5242,0.4607,0.3487,0.5413,0.6475,30,f_classif,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.8571,0.1622,0.2727,0.5715,0.0,0.0,0.0,0.4877,0.4268,1.0,0.5983,0.5648,30,f_classif,,1.0,4.0,5.0,sqrt,,,,,,,,,,gini,random
12,DT,3,0.4632,0.3377,0.4681,0.3757,0.3628,0.4632,0.3915,0.6617,0.6412,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 3, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.3103,0.72,0.4337,0.5571,0.0,0.0,0.0,0.6528,0.7027,0.6842,0.6933,0.7752,10,f_classif,,2.0,20.0,3.0,,,,,,,,,,,gini,random
