,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
0,RF,1,0.6304,0.6641,0.5198,0.5224,0.6618,0.6304,0.6047,0.7171,0.7613,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 427, 'clf__max_depth': 3, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.4545,0.5405,0.4938,0.6527,0.8333,0.1923,0.3125,0.7651,0.7045,0.8267,0.7607,0.7335,91,f_classif,427.0,3.0,4.0,1.0,sqrt,False,,,,,,,,,,
1,RF,2,0.6186,0.5566,0.548,0.5506,0.6092,0.6186,0.6123,0.7189,0.7666,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 207, 'clf__max_depth': 18, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}",0.4074,0.4074,0.4074,0.6891,0.52,0.4333,0.4727,0.6598,0.7424,0.8033,0.7717,0.8079,all,f_classif,207.0,18.0,17.0,5.0,log2,False,balanced,,,,,,,,,
2,RF,3,0.4774,0.4293,0.445,0.3976,0.4513,0.4774,0.4296,0.6965,0.7021,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 470, 'clf__max_depth': 6, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 3, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.3659,0.6122,0.458,0.5938,0.2857,0.0455,0.0784,0.6781,0.6364,0.6774,0.6562,0.8177,all,f_classif,470.0,6.0,11.0,3.0,log2,True,,,,,,,,,,
3,RF,4,0.5513,0.5542,0.5492,0.5381,0.5833,0.5513,0.553,0.7308,0.7459,81,f_classif,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 309, 'clf__max_depth': 3, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.7,0.4516,0.549,0.7831,0.3913,0.5294,0.45,0.6473,0.5714,0.6667,0.6154,0.762,81,f_classif,309.0,3.0,11.0,8.0,,True,balanced,,,,,,,,,
4,RF,5,0.5434,0.577,0.5941,0.5426,0.6216,0.5434,0.5325,0.741,0.732,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 152, 'clf__max_depth': 3, 'clf__min_samples_split': 8, 'clf__min_samples_leaf': 3, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.766,0.3462,0.4768,0.7288,0.407,0.6863,0.5109,0.6835,0.5581,0.75,0.64,0.8107,all,f_classif,152.0,3.0,8.0,3.0,log2,True,balanced,,,,,,,,,
5,XGB,1,0.6087,0.5777,0.5103,0.5145,0.6126,0.6087,0.5929,0.7137,0.758,40,f_classif,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 391, 'clf__max_depth': 7, 'clf__learning_rate': 0.0481169281912942, 'clf__subsample': 0.9598652896021901, 'clf__colsample_bytree': 0.6391399331208021, 'clf__min_child_weight': 3, 'clf__gamma': 4.484519534835343, 'clf__reg_alpha': 1.678083067418557, 'clf__reg_lambda': 0.32663274078465393}",0.4222,0.5135,0.4634,0.6567,0.6,0.2308,0.3333,0.7576,0.7108,0.7867,0.7468,0.727,40,f_classif,391.0,7.0,,,,,,0.0481169281912942,0.9598652896021901,0.6391399331208021,3.0,4.484519534835343,1.678083067418557,0.32663274078465393,,
6,XGB,2,0.6271,0.5932,0.5741,0.5768,0.6313,0.6271,0.6239,0.7222,0.7629,71,f_classif,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 284, 'clf__max_depth': 12, 'clf__learning_rate': 0.025118700035123818, 'clf__subsample': 0.8622187118198225, 'clf__colsample_bytree': 0.6815230865716295, 'clf__min_child_weight': 9, 'clf__gamma': 1.933636136741248, 'clf__reg_alpha': 1.2482651862179859, 'clf__reg_lambda': 0.8327436844029699}",0.4375,0.5185,0.4746,0.7151,0.619,0.4333,0.5098,0.6898,0.7231,0.7705,0.746,0.7619,71,f_classif,284.0,12.0,,,,,,0.025118700035123818,0.8622187118198225,0.6815230865716295,9.0,1.933636136741248,1.2482651862179859,0.8327436844029699,,
7,XGB,3,0.5097,0.5297,0.4821,0.4552,0.5398,0.5097,0.4805,0.6762,0.6824,81,f_classif,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 395, 'clf__max_depth': 9, 'clf__learning_rate': 0.015527744413711558, 'clf__subsample': 0.8958574761976095, 'clf__colsample_bytree': 0.764088169035724, 'clf__min_child_weight': 7, 'clf__gamma': 1.9962544909336897, 'clf__reg_alpha': 0.339163058775503, 'clf__reg_lambda': 0.08671419184671691}",0.3875,0.6327,0.4806,0.5888,0.5455,0.1364,0.2182,0.6355,0.6562,0.6774,0.6667,0.8042,81,f_classif,395.0,9.0,,,,,,0.015527744413711558,0.8958574761976095,0.764088169035724,7.0,1.9962544909336897,0.339163058775503,0.08671419184671691,,
8,XGB,4,0.5385,0.4988,0.491,0.4796,0.5249,0.5385,0.517,0.7217,0.7533,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 306, 'clf__max_depth': 9, 'clf__learning_rate': 0.07058891864740124, 'clf__subsample': 0.6963863642024346, 'clf__colsample_bytree': 0.7272186060685721, 'clf__min_child_weight': 8, 'clf__gamma': 4.962158620191361, 'clf__reg_alpha': 1.5078273871859167, 'clf__reg_lambda': 1.541530914676335}",0.6,0.4839,0.5357,0.7637,0.35,0.2059,0.2593,0.6314,0.5465,0.7833,0.6438,0.77,all,f_classif,306.0,9.0,,,,,,0.07058891864740124,0.6963863642024346,0.7272186060685721,8.0,4.962158620191361,1.5078273871859167,1.541530914676335,,
9,XGB,5,0.5479,0.5574,0.5747,0.5347,0.5974,0.5479,0.536,0.7325,0.7188,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 111, 'clf__max_depth': 5, 'clf__learning_rate': 0.2670309973226621, 'clf__subsample': 0.8877795177933576, 'clf__colsample_bytree': 0.6719516632971471, 'clf__min_child_weight': 9, 'clf__gamma': 3.8764646749573783, 'clf__reg_alpha': 1.9929610513342764, 'clf__reg_lambda': 1.7783094028495767}",0.7321,0.3942,0.5125,0.6762,0.4211,0.4706,0.4444,0.7127,0.5189,0.8594,0.6471,0.8087,all,f_classif,111.0,5.0,,,,,,0.2670309973226621,0.8877795177933576,0.6719516632971471,9.0,3.8764646749573783,1.9929610513342764,1.7783094028495767,,
