,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
10,DT,1,0.5725,0.3446,0.4851,0.4009,0.4328,0.5725,0.4913,0.6448,0.7217,71,f_classif,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 6, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.0,0.0,0.0,0.5776,0.3636,0.6154,0.4571,0.6827,0.6702,0.84,0.7456,0.674,71,f_classif,,1.0,10.0,6.0,sqrt,,balanced,,,,,,,,gini,best
11,DT,2,0.5424,0.3377,0.4598,0.387,0.4213,0.5424,0.472,0.6703,0.7133,51,f_classif,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.3556,0.5926,0.4444,0.6866,0.0,0.0,0.0,0.6225,0.6575,0.7869,0.7164,0.7016,51,f_classif,,2.0,19.0,8.0,sqrt,,,,,,,,,,gini,random
12,DT,3,0.4129,0.3143,0.3926,0.3271,0.3505,0.4129,0.356,0.5851,0.6129,30,f_classif,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.3178,0.6939,0.4359,0.4568,0.0,0.0,0.0,0.555,0.625,0.4839,0.5455,0.7435,30,f_classif,,2.0,13.0,8.0,,,,,,,,,,,gini,random
13,DT,4,0.4423,0.4676,0.4398,0.423,0.4907,0.4423,0.4307,0.5776,0.6099,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.6296,0.2742,0.382,0.5539,0.3415,0.4118,0.3733,0.6075,0.4318,0.6333,0.5135,0.5714,91,f_classif,,2.0,7.0,1.0,sqrt,,,,,,,,,,entropy,random
14,DT,5,0.5342,0.3578,0.4792,0.4022,0.4257,0.5342,0.4657,0.641,0.6728,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.6132,0.625,0.619,0.6452,0.0,0.0,0.0,0.5536,0.4602,0.8125,0.5876,0.7242,10,f_classif,,3.0,7.0,8.0,sqrt,,,,,,,,,,gini,random
15,RF,MEAN,0.5642,0.5562,0.5312,0.5103,0.5854,0.5642,0.5464,0.7209,0.7416,N/A,N/A,N/A,0.5388,0.4716,0.477,0.6895,0.4875,0.3774,0.3649,0.6868,0.6426,0.7448,0.6888,0.7864,,,,,,,,,,,,,,,,,,
16,RF,STD,0.0622,0.0839,0.0551,0.0638,0.0802,0.0622,0.0735,0.0167,0.0259,N/A,N/A,N/A,0.1816,0.1058,0.0517,0.0721,0.2104,0.2579,0.1768,0.0461,0.0807,0.0721,0.0722,0.0368,,,,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5664,0.5514,0.5264,0.5122,0.5812,0.5664,0.5501,0.7133,0.7351,N/A,N/A,N/A,0.5159,0.5086,0.4934,0.6801,0.5071,0.2954,0.353,0.6854,0.6311,0.7755,0.6901,0.7744,,,,,,,,,,,,,,,,,,
18,XGB,STD,0.0495,0.0378,0.045,0.0474,0.0465,0.0495,0.0579,0.0218,0.0342,N/A,N/A,N/A,0.146,0.0855,0.0299,0.0654,0.1169,0.1476,0.1228,0.0533,0.0938,0.065,0.0522,0.0335,,,,,,,,,,,,,,,,,,
19,DT,MEAN,0.5009,0.3644,0.4513,0.388,0.4242,0.5009,0.4431,0.6238,0.6661,N/A,N/A,N/A,0.3832,0.4371,0.3763,0.584,0.141,0.2054,0.1661,0.6043,0.5689,0.7113,0.6217,0.6829,,,,,,,,,,,,,,,,,,
20,DT,STD,0.0692,0.0598,0.0373,0.0364,0.0498,0.0692,0.0534,0.0404,0.0533,N/A,N/A,N/A,0.2576,0.2928,0.2284,0.0886,0.1933,0.2904,0.2293,0.0536,0.1139,0.1503,0.1037,0.0675,,,,,,,,,,,,,,,,,,
