,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
0,RF,1,0.6152,0.5531,0.5456,0.5262,0.6484,0.6152,0.6173,0.7256,0.7457,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 304, 'clf__max_depth': 3, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.5745,0.3214,0.4122,0.6444,0.3152,0.5577,0.4028,0.7771,0.7696,0.7577,0.7636,0.7555,all,f_classif,304.0,3.0,12.0,6.0,log2,True,balanced,,,,,,,,,
1,RF,2,0.534,0.3375,0.4839,0.3975,0.3761,0.534,0.4412,0.7391,0.7036,40,f_classif,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 155, 'clf__max_depth': 3, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.378,0.5714,0.455,0.7098,0.0,0.0,0.0,0.677,0.6345,0.8803,0.7375,0.8304,40,f_classif,155.0,3.0,7.0,6.0,log2,True,,,,,,,,,,
2,RF,3,0.5112,0.5111,0.485,0.473,0.5166,0.5112,0.4916,0.7001,0.704,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 203, 'clf__max_depth': 9, 'clf__min_samples_split': 8, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.553,0.4345,0.4867,0.6494,0.4894,0.2527,0.3333,0.6965,0.491,0.7676,0.5989,0.7543,all,f_classif,203.0,9.0,8.0,6.0,log2,True,balanced,,,,,,,,,
3,RF,4,0.5941,0.5474,0.552,0.5491,0.5982,0.5941,0.5956,0.7404,0.7692,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 293, 'clf__max_depth': 3, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 3, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.641,0.5952,0.6173,0.7753,0.3596,0.3942,0.3761,0.675,0.6416,0.6667,0.6539,0.7709,91,f_classif,293.0,3.0,14.0,3.0,log2,True,,,,,,,,,,
4,RF,5,0.6092,0.6776,0.5352,0.4745,0.6594,0.6092,0.5303,0.792,0.7838,81,f_classif,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 443, 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.5746,0.6047,0.5892,0.7277,0.8333,0.0403,0.0769,0.7582,0.625,0.9606,0.7573,0.8899,81,f_classif,443.0,3.0,18.0,8.0,sqrt,False,,,,,,,,,,
5,XGB,1,0.6242,0.5007,0.4858,0.4791,0.6023,0.6242,0.6058,0.7188,0.7754,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 137, 'clf__max_depth': 10, 'clf__learning_rate': 0.012602929669298579, 'clf__subsample': 0.6131676566958382, 'clf__colsample_bytree': 0.6593958251376036, 'clf__min_child_weight': 9, 'clf__gamma': 4.145227945902219, 'clf__reg_alpha': 0.4358217217507139, 'clf__reg_lambda': 1.4294297538560856}",0.4314,0.5238,0.4731,0.6286,0.3182,0.1346,0.1892,0.7506,0.7524,0.799,0.775,0.7773,20,f_classif,137.0,10.0,,,,,,0.012602929669298579,0.6131676566958382,0.6593958251376036,9.0,4.145227945902219,0.4358217217507139,1.4294297538560856,,
6,XGB,2,0.571,0.5424,0.5284,0.5263,0.5591,0.571,0.5555,0.7097,0.7203,71,f_classif,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 77, 'clf__max_depth': 9, 'clf__learning_rate': 0.024029261083081746, 'clf__subsample': 0.9638047608502996, 'clf__colsample_bytree': 0.6011569169914799, 'clf__min_child_weight': 1, 'clf__gamma': 3.930616048536046, 'clf__reg_alpha': 1.9938946166155345, 'clf__reg_lambda': 1.7765899972792965}",0.4416,0.4048,0.4224,0.6302,0.5522,0.3776,0.4485,0.6735,0.6333,0.8028,0.7081,0.8254,71,f_classif,77.0,9.0,,,,,,0.024029261083081746,0.9638047608502996,0.6011569169914799,1.0,3.930616048536046,1.9938946166155345,1.7765899972792965,,
7,XGB,3,0.4938,0.504,0.4627,0.4463,0.5041,0.4938,0.4681,0.6803,0.6844,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 121, 'clf__max_depth': 7, 'clf__learning_rate': 0.01553405831291041, 'clf__subsample': 0.7730815296514728, 'clf__colsample_bytree': 0.6583160559936805, 'clf__min_child_weight': 1, 'clf__gamma': 2.1842442463994947, 'clf__reg_alpha': 0.9218202906336197, 'clf__reg_lambda': 1.1875246949026854}",0.5259,0.4226,0.4686,0.6166,0.5143,0.1978,0.2857,0.7063,0.4719,0.7676,0.5845,0.718,all,f_classif,121.0,7.0,,,,,,0.01553405831291041,0.7730815296514728,0.6583160559936805,1.0,2.1842442463994947,0.9218202906336197,1.1875246949026854,,
8,XGB,4,0.5735,0.5529,0.5756,0.5502,0.6094,0.5735,0.5823,0.7658,0.7667,81,f_classif,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 231, 'clf__max_depth': 3, 'clf__learning_rate': 0.010104817775441522, 'clf__subsample': 0.694784852455061, 'clf__colsample_bytree': 0.9998498701253595, 'clf__min_child_weight': 1, 'clf__gamma': 4.666826295582228, 'clf__reg_alpha': 1.5154573728871108, 'clf__reg_lambda': 1.5543341866488558}",0.6386,0.619,0.6287,0.7834,0.3427,0.5865,0.4326,0.7476,0.6774,0.5213,0.5892,0.7664,81,f_classif,231.0,3.0,,,,,,0.010104817775441522,0.694784852455061,0.9998498701253595,1.0,4.666826295582228,1.5154573728871108,1.5543341866488558,,
9,XGB,5,0.6333,0.6274,0.5647,0.5248,0.629,0.6333,0.5731,0.7533,0.7716,40,f_classif,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 65, 'clf__max_depth': 8, 'clf__learning_rate': 0.02539026571573739, 'clf__subsample': 0.6059729091706363, 'clf__colsample_bytree': 0.8231430887790667, 'clf__min_child_weight': 7, 'clf__gamma': 3.930677210463574, 'clf__reg_alpha': 0.9388935174499432, 'clf__reg_lambda': 1.2645834572377719}",0.6229,0.6337,0.6282,0.7342,0.619,0.1048,0.1793,0.6479,0.6403,0.9557,0.7668,0.8778,40,f_classif,65.0,8.0,,,,,,0.02539026571573739,0.6059729091706363,0.8231430887790667,7.0,3.930677210463574,0.9388935174499432,1.2645834572377719,,
