,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
10,DT,1,0.5242,0.3336,0.3985,0.3561,0.4841,0.5242,0.4965,0.6003,0.6771,71,f_classif,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.3125,0.5357,0.3947,0.5666,0.0,0.0,0.0,0.6177,0.6882,0.6598,0.6737,0.6167,71,f_classif,,1.0,18.0,8.0,sqrt,,,,,,,,,,gini,random
11,DT,2,0.4722,0.3033,0.3851,0.3011,0.3213,0.4722,0.3485,0.662,0.6527,51,f_classif,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 8, 'clf__min_samples_leaf': 3, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.4324,0.1905,0.2645,0.6638,0.0,0.0,0.0,0.6425,0.4774,0.9648,0.6387,0.6799,51,f_classif,,2.0,8.0,3.0,,,,,,,,,,,gini,random
12,DT,3,0.4788,0.3233,0.4075,0.3568,0.3735,0.4788,0.4154,0.5846,0.6227,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.463,0.7083,0.56,0.558,0.0,0.0,0.0,0.5759,0.5069,0.5141,0.5105,0.62,10,f_classif,,1.0,9.0,1.0,sqrt,,,,,,,,,,gini,random
13,DT,4,0.3441,0.2405,0.4061,0.2815,0.2539,0.3441,0.2795,0.5899,0.5388,81,f_classif,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.0,0.0,0.0,0.602,0.173,0.6154,0.27,0.5421,0.5484,0.6028,0.5743,0.6255,81,f_classif,,1.0,12.0,6.0,log2,,balanced,,,,,,,,gini,best
14,DT,5,0.5772,0.5302,0.5414,0.5217,0.5545,0.5772,0.5505,0.7516,0.7744,30,f_classif,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.505,0.2965,0.3736,0.6633,0.3864,0.4113,0.3984,0.7361,0.6992,0.9163,0.7932,0.8553,30,f_classif,,2.0,20.0,9.0,sqrt,,balanced,,,,,,,,gini,best
15,RF,MEAN,0.5727,0.5253,0.5203,0.4841,0.5597,0.5727,0.5352,0.7394,0.7413,N/A,N/A,N/A,0.5442,0.5054,0.5121,0.7013,0.3995,0.249,0.2378,0.7168,0.6323,0.8066,0.7022,0.8002,,,,,,,,,,,,,,,,,,
16,RF,STD,0.0471,0.1224,0.0333,0.0585,0.1171,0.0471,0.0727,0.0336,0.0368,N/A,N/A,N/A,0.0986,0.1237,0.0879,0.0552,0.3019,0.2356,0.1857,0.0477,0.0987,0.1147,0.0726,0.059,,,,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5792,0.5455,0.5234,0.5053,0.5808,0.5792,0.557,0.7256,0.7437,N/A,N/A,N/A,0.5321,0.5208,0.5242,0.6786,0.4693,0.2803,0.3071,0.7052,0.6351,0.7693,0.6847,0.793,,,,,,,,,,,,,,,,,,
18,XGB,STD,0.0556,0.0512,0.0489,0.0418,0.0499,0.0556,0.0529,0.0344,0.0399,N/A,N/A,N/A,0.0974,0.1067,0.0972,0.0754,0.1324,0.2013,0.1289,0.0451,0.1027,0.1567,0.093,0.0609,,,,,,,,,,,,,,,,,,
19,DT,MEAN,0.4793,0.3462,0.4277,0.3634,0.3975,0.4793,0.4181,0.6377,0.6531,N/A,N/A,N/A,0.3426,0.3462,0.3186,0.6107,0.1119,0.2053,0.1337,0.6229,0.584,0.7316,0.6381,0.6795,,,,,,,,,,,,,,,,,,
20,DT,STD,0.0865,0.109,0.0642,0.0945,0.1216,0.0865,0.1092,0.0708,0.0856,N/A,N/A,N/A,0.2045,0.28,0.2071,0.051,0.1708,0.2903,0.1886,0.0741,0.1033,0.1985,0.1069,0.1016,,,,,,,,,,,,,,,,,,
