,Model,Fold,Test_Experiment,CM_non_void_pred_non_void,CM_non_void_pred_void,CM_void_pred_non_void,CM_void_pred_void,TP,TN,FP,FN,Sensitivity,Specificity,PPV,NPV
65,XGB,25,25,53,0,26,19,19,53,0,26,0.4222222222222222,1.0,1.0,0.6708860759493671
66,XGB,26,26,56,8,8,7,7,56,8,8,0.4666666666666667,0.875,0.4666666666666667,0.875
67,XGB,27,27,96,32,0,35,35,96,32,0,1.0,0.75,0.5223880597014925,1.0
68,XGB,28,28,16,4,2,30,30,16,4,2,0.9375,0.8,0.8823529411764706,0.8888888888888888
69,XGB,29,29,11,4,12,14,14,11,4,12,0.5384615384615384,0.7333333333333333,0.7777777777777778,0.4782608695652174
70,XGB,30,30,11,0,26,21,21,11,0,26,0.44680851063829785,1.0,1.0,0.2972972972972973
71,XGB,31,31,31,12,6,11,11,31,12,6,0.6470588235294118,0.7209302325581395,0.4782608695652174,0.8378378378378378
72,XGB,32,32,10,13,1,9,9,10,13,1,0.9,0.43478260869565216,0.4090909090909091,0.9090909090909091
73,XGB,33,33,18,14,23,0,0,18,14,23,0.0,0.5625,0.0,0.43902439024390244
74,XGB,34,34,36,0,8,0,0,36,0,8,0.0,1.0,0.0,0.8181818181818182
75,XGB,35,35,14,0,52,9,9,14,0,52,0.14754098360655737,1.0,1.0,0.21212121212121213
76,XGB,36,36,15,22,0,32,32,15,22,0,1.0,0.40540540540540543,0.5925925925925926,1.0
77,XGB,37,37,14,27,2,36,36,14,27,2,0.9473684210526315,0.34146341463414637,0.5714285714285714,0.875
78,XGB,38,38,12,3,1,32,32,12,3,1,0.9696969696969697,0.8,0.9142857142857143,0.9230769230769231
79,XGB,39,39,4,7,7,24,24,4,7,7,0.7741935483870968,0.36363636363636365,0.7741935483870968,0.36363636363636365
80,XGB,40,40,201,7,15,13,13,201,7,15,0.4642857142857143,0.9663461538461539,0.65,0.9305555555555556
81,XGB,41,41,5,14,3,25,25,5,14,3,0.8928571428571429,0.2631578947368421,0.6410256410256411,0.625
82,DT,1,1,25,0,31,0,0,25,0,31,0.0,1.0,0.0,0.44642857142857145
83,DT,2,2,21,6,0,15,15,21,6,0,1.0,0.7777777777777778,0.7142857142857143,1.0
84,DT,3,3,35,18,4,17,17,35,18,4,0.8095238095238095,0.660377358490566,0.4857142857142857,0.8974358974358975
85,DT,4,4,28,6,3,29,29,28,6,3,0.90625,0.8235294117647058,0.8285714285714286,0.9032258064516129
86,DT,5,5,13,2,16,9,9,13,2,16,0.36,0.8666666666666667,0.8181818181818182,0.4482758620689655
87,DT,6,6,53,6,23,5,5,53,6,23,0.17857142857142858,0.8983050847457628,0.45454545454545453,0.6973684210526315
88,DT,7,7,25,2,4,22,22,25,2,4,0.8461538461538461,0.9259259259259259,0.9166666666666666,0.8620689655172413
89,DT,8,8,21,2,16,11,11,21,2,16,0.4074074074074074,0.9130434782608695,0.8461538461538461,0.5675675675675675
90,DT,9,9,17,20,0,57,57,17,20,0,1.0,0.4594594594594595,0.7402597402597403,1.0
91,DT,10,10,15,19,0,43,43,15,19,0,1.0,0.4411764705882353,0.6935483870967742,1.0
92,DT,11,11,13,59,1,38,38,13,59,1,0.9743589743589743,0.18055555555555555,0.3917525773195876,0.9285714285714286
93,DT,12,12,14,41,9,31,31,14,41,9,0.775,0.2545454545454545,0.4305555555555556,0.6086956521739131
94,DT,13,13,6,28,4,21,21,6,28,4,0.84,0.17647058823529413,0.42857142857142855,0.6
95,DT,14,14,26,5,16,27,27,26,5,16,0.627906976744186,0.8387096774193549,0.84375,0.6190476190476191
96,DT,15,15,2,0,9,23,23,2,0,9,0.71875,1.0,1.0,0.18181818181818182
97,DT,16,16,5,7,3,30,30,5,7,3,0.9090909090909091,0.4166666666666667,0.8108108108108109,0.625
98,DT,17,17,10,12,4,20,20,10,12,4,0.8333333333333334,0.45454545454545453,0.625,0.7142857142857143
99,DT,18,18,79,9,0,24,24,79,9,0,1.0,0.8977272727272727,0.7272727272727273,1.0
100,DT,19,19,27,2,4,7,7,27,2,4,0.6363636363636364,0.9310344827586207,0.7777777777777778,0.8709677419354839
101,DT,20,20,14,6,8,11,11,14,6,8,0.5789473684210527,0.7,0.6470588235294118,0.6363636363636364
102,DT,21,21,13,12,0,17,17,13,12,0,1.0,0.52,0.5862068965517241,1.0
103,DT,22,22,50,30,0,18,18,50,30,0,1.0,0.625,0.375,1.0
104,DT,23,23,11,4,1,41,41,11,4,1,0.9761904761904762,0.7333333333333333,0.9111111111111111,0.9166666666666666
105,DT,24,24,26,20,0,24,24,26,20,0,1.0,0.5652173913043478,0.5454545454545454,1.0
106,DT,25,25,53,0,44,1,1,53,0,44,0.022222222222222223,1.0,1.0,0.5463917525773195
107,DT,26,26,64,0,9,6,6,64,0,9,0.4,1.0,1.0,0.8767123287671232
108,DT,27,27,76,52,0,35,35,76,52,0,1.0,0.59375,0.40229885057471265,1.0
109,DT,28,28,15,5,2,30,30,15,5,2,0.9375,0.75,0.8571428571428571,0.8823529411764706
110,DT,29,29,11,4,10,16,16,11,4,10,0.6153846153846154,0.7333333333333333,0.8,0.5238095238095238
111,DT,30,30,0,11,12,35,35,0,11,12,0.7446808510638298,0.0,0.7608695652173914,0.0
112,DT,31,31,20,23,6,11,11,20,23,6,0.6470588235294118,0.46511627906976744,0.3235294117647059,0.7692307692307693
113,DT,32,32,7,16,1,9,9,7,16,1,0.9,0.30434782608695654,0.36,0.875
114,DT,33,33,14,18,21,2,2,14,18,21,0.08695652173913043,0.4375,0.1,0.4
115,DT,34,34,33,3,2,6,6,33,3,2,0.75,0.9166666666666666,0.6666666666666666,0.9428571428571428
116,DT,35,35,14,0,61,0,0,14,0,61,0.0,1.0,0.0,0.18666666666666668
117,DT,36,36,11,26,0,32,32,11,26,0,1.0,0.2972972972972973,0.5517241379310345,1.0
118,DT,37,37,8,33,1,37,37,8,33,1,0.9736842105263158,0.1951219512195122,0.5285714285714286,0.8888888888888888
119,DT,38,38,15,0,13,20,20,15,0,13,0.6060606060606061,1.0,1.0,0.5357142857142857
120,DT,39,39,6,5,17,14,14,6,5,17,0.45161290322580644,0.5454545454545454,0.7368421052631579,0.2608695652173913
121,DT,40,40,191,17,12,16,16,191,17,12,0.5714285714285714,0.9182692307692307,0.48484848484848486,0.9408866995073891
122,DT,41,41,5,14,3,25,25,5,14,3,0.8928571428571429,0.2631578947368421,0.6410256410256411,0.625
