,Model,Fold,Test_Experiment,CM_non_void_pred_non_void,CM_non_void_pred_void,CM_void_pred_non_void,CM_void_pred_void,TP,TN,FP,FN,Sensitivity,Specificity,PPV,NPV
0,RF,1,1,24,1,13,18,18,24,1,13,0.5806451612903226,0.96,0.9473684210526315,0.6486486486486487
1,RF,2,2,14,13,0,15,15,14,13,0,1.0,0.5185185185185185,0.5357142857142857,1.0
2,RF,3,3,43,10,7,14,14,43,10,7,0.6666666666666666,0.8113207547169812,0.5833333333333334,0.86
3,RF,4,4,26,8,0,32,32,26,8,0,1.0,0.7647058823529411,0.8,1.0
4,RF,5,5,13,2,16,9,9,13,2,16,0.36,0.8666666666666667,0.8181818181818182,0.4482758620689655
5,RF,6,6,55,4,4,24,24,55,4,4,0.8571428571428571,0.9322033898305084,0.8571428571428571,0.9322033898305084
6,RF,7,7,25,2,4,22,22,25,2,4,0.8461538461538461,0.9259259259259259,0.9166666666666666,0.8620689655172413
7,RF,8,8,12,11,6,21,21,12,11,6,0.7777777777777778,0.5217391304347826,0.65625,0.6666666666666666
8,RF,9,9,25,12,0,57,57,25,12,0,1.0,0.6756756756756757,0.8260869565217391,1.0
9,RF,10,10,25,9,4,39,39,25,9,4,0.9069767441860465,0.7352941176470589,0.8125,0.8620689655172413
10,RF,11,11,39,33,19,20,20,39,33,19,0.5128205128205128,0.5416666666666666,0.37735849056603776,0.6724137931034483
11,RF,12,12,14,41,25,15,15,14,41,25,0.375,0.2545454545454545,0.26785714285714285,0.358974358974359
12,RF,13,13,25,9,7,18,18,25,9,7,0.72,0.7352941176470589,0.6666666666666666,0.78125
13,RF,14,14,27,4,17,26,26,27,4,17,0.6046511627906976,0.8709677419354839,0.8666666666666667,0.6136363636363636
14,RF,15,15,2,0,10,22,22,2,0,10,0.6875,1.0,1.0,0.16666666666666666
15,RF,16,16,7,5,3,30,30,7,5,3,0.9090909090909091,0.5833333333333334,0.8571428571428571,0.7
16,RF,17,17,10,12,5,19,19,10,12,5,0.7916666666666666,0.45454545454545453,0.6129032258064516,0.6666666666666666
17,RF,18,18,72,16,0,24,24,72,16,0,1.0,0.8181818181818182,0.6,1.0
18,RF,19,19,16,13,0,11,11,16,13,0,1.0,0.5517241379310345,0.4583333333333333,1.0
19,RF,20,20,14,6,7,12,12,14,6,7,0.631578947368421,0.7,0.6666666666666666,0.6666666666666666
20,RF,21,21,10,15,0,17,17,10,15,0,1.0,0.4,0.53125,1.0
21,RF,22,22,50,30,0,18,18,50,30,0,1.0,0.625,0.375,1.0
22,RF,23,23,15,0,5,37,37,15,0,5,0.8809523809523809,1.0,1.0,0.75
23,RF,24,24,36,10,5,19,19,36,10,5,0.7916666666666666,0.782608695652174,0.6551724137931034,0.8780487804878049
24,RF,25,25,53,0,29,16,16,53,0,29,0.35555555555555557,1.0,1.0,0.6463414634146342
25,RF,26,26,57,7,2,13,13,57,7,2,0.8666666666666667,0.890625,0.65,0.9661016949152542
26,RF,27,27,86,42,0,35,35,86,42,0,1.0,0.671875,0.45454545454545453,1.0
27,RF,28,28,15,5,0,32,32,15,5,0,1.0,0.75,0.8648648648648649,1.0
28,RF,29,29,12,3,10,16,16,12,3,10,0.6153846153846154,0.8,0.8421052631578947,0.5454545454545454
29,RF,30,30,10,1,16,31,31,10,1,16,0.6595744680851063,0.9090909090909091,0.96875,0.38461538461538464
30,RF,31,31,32,11,5,12,12,32,11,5,0.7058823529411765,0.7441860465116279,0.5217391304347826,0.8648648648648649
31,RF,32,32,16,7,1,9,9,16,7,1,0.9,0.6956521739130435,0.5625,0.9411764705882353
32,RF,33,33,16,16,23,0,0,16,16,23,0.0,0.5,0.0,0.41025641025641024
33,RF,34,34,35,1,8,0,0,35,1,8,0.0,0.9722222222222222,0.0,0.813953488372093
34,RF,35,35,14,0,57,4,4,14,0,57,0.06557377049180328,1.0,1.0,0.19718309859154928
35,RF,36,36,15,22,0,32,32,15,22,0,1.0,0.40540540540540543,0.5925925925925926,1.0
36,RF,37,37,13,28,1,37,37,13,28,1,0.9736842105263158,0.3170731707317073,0.5692307692307692,0.9285714285714286
37,RF,38,38,11,4,0,33,33,11,4,0,1.0,0.7333333333333333,0.8918918918918919,1.0
38,RF,39,39,4,7,2,29,29,4,7,2,0.9354838709677419,0.36363636363636365,0.8055555555555556,0.6666666666666666
39,RF,40,40,197,11,12,16,16,197,11,12,0.5714285714285714,0.9471153846153846,0.5925925925925926,0.9425837320574163
40,RF,41,41,7,12,3,25,25,7,12,3,0.8928571428571429,0.3684210526315789,0.6756756756756757,0.7
41,XGB,1,1,20,5,16,15,15,20,5,16,0.4838709677419355,0.8,0.75,0.5555555555555556
42,XGB,2,2,17,10,0,15,15,17,10,0,1.0,0.6296296296296297,0.6,1.0
43,XGB,3,3,42,11,8,13,13,42,11,8,0.6190476190476191,0.7924528301886793,0.5416666666666666,0.84
44,XGB,4,4,31,3,11,21,21,31,3,11,0.65625,0.9117647058823529,0.875,0.7380952380952381
45,XGB,5,5,13,2,13,12,12,13,2,13,0.48,0.8666666666666667,0.8571428571428571,0.5
46,XGB,6,6,53,6,11,17,17,53,6,11,0.6071428571428571,0.8983050847457628,0.7391304347826086,0.828125
47,XGB,7,7,25,2,6,20,20,25,2,6,0.7692307692307693,0.9259259259259259,0.9090909090909091,0.8064516129032258
48,XGB,8,8,22,1,19,8,8,22,1,19,0.2962962962962963,0.9565217391304348,0.8888888888888888,0.5365853658536586
49,XGB,9,9,28,9,10,47,47,28,9,10,0.8245614035087719,0.7567567567567568,0.8392857142857143,0.7368421052631579
50,XGB,10,10,32,2,13,30,30,32,2,13,0.6976744186046512,0.9411764705882353,0.9375,0.7111111111111111
51,XGB,11,11,40,32,22,17,17,40,32,22,0.4358974358974359,0.5555555555555556,0.3469387755102041,0.6451612903225806
52,XGB,12,12,12,43,22,18,18,12,43,22,0.45,0.21818181818181817,0.29508196721311475,0.35294117647058826
53,XGB,13,13,29,5,9,16,16,29,5,9,0.64,0.8529411764705882,0.7619047619047619,0.7631578947368421
54,XGB,14,14,26,5,23,20,20,26,5,23,0.46511627906976744,0.8387096774193549,0.8,0.5306122448979592
55,XGB,15,15,2,0,10,22,22,2,0,10,0.6875,1.0,1.0,0.16666666666666666
56,XGB,16,16,7,5,7,26,26,7,5,7,0.7878787878787878,0.5833333333333334,0.8387096774193549,0.5
57,XGB,17,17,12,10,13,11,11,12,10,13,0.4583333333333333,0.5454545454545454,0.5238095238095238,0.48
58,XGB,18,18,79,9,0,24,24,79,9,0,1.0,0.8977272727272727,0.7272727272727273,1.0
59,XGB,19,19,16,13,1,10,10,16,13,1,0.9090909090909091,0.5517241379310345,0.43478260869565216,0.9411764705882353
60,XGB,20,20,15,5,12,7,7,15,5,12,0.3684210526315789,0.75,0.5833333333333334,0.5555555555555556
61,XGB,21,21,15,10,0,17,17,15,10,0,1.0,0.6,0.6296296296296297,1.0
62,XGB,22,22,56,24,3,15,15,56,24,3,0.8333333333333334,0.7,0.38461538461538464,0.9491525423728814
63,XGB,23,23,12,3,10,32,32,12,3,10,0.7619047619047619,0.8,0.9142857142857143,0.5454545454545454
64,XGB,24,24,36,10,11,13,13,36,10,11,0.5416666666666666,0.782608695652174,0.5652173913043478,0.7659574468085106
