,Model,Fold,Test_Experiment,CM_non_void_pred_non_void,CM_non_void_pred_void,CM_void_pred_non_void,CM_void_pred_void,TP,TN,FP,FN,Sensitivity,Specificity,PPV,NPV
73,XGB,33,33,4,4,7,0,0,4,4,7,0.0,0.5,0.0,0.36363636363636365
74,XGB,34,34,10,0,2,0,0,10,0,2,0.0,1.0,0.0,0.8333333333333334
75,XGB,35,35,5,0,16,0,0,5,0,16,0.0,1.0,0.0,0.23809523809523808
76,XGB,36,36,4,6,0,9,9,4,6,0,1.0,0.4,0.6,1.0
77,XGB,37,37,5,7,0,10,10,5,7,0,1.0,0.4166666666666667,0.5882352941176471,1.0
78,XGB,38,38,4,2,0,8,8,4,2,0,1.0,0.6666666666666666,0.8,1.0
79,XGB,39,39,3,1,0,8,8,3,1,0,1.0,0.75,0.8888888888888888,1.0
80,XGB,40,40,55,2,4,3,3,55,2,4,0.42857142857142855,0.9649122807017544,0.6,0.9322033898305084
81,XGB,41,41,3,3,1,6,6,3,3,1,0.8571428571428571,0.5,0.6666666666666666,0.75
82,DT,1,1,8,0,5,3,3,8,0,5,0.375,1.0,1.0,0.6153846153846154
83,DT,2,2,6,2,0,4,4,6,2,0,1.0,0.75,0.6666666666666666,1.0
84,DT,3,3,10,4,1,5,5,10,4,1,0.8333333333333334,0.7142857142857143,0.5555555555555556,0.9090909090909091
85,DT,4,4,7,3,0,8,8,7,3,0,1.0,0.7,0.7272727272727273,1.0
86,DT,5,5,4,1,1,5,5,4,1,1,0.8333333333333334,0.8,0.8333333333333334,0.8
87,DT,6,6,16,0,4,4,4,16,0,4,0.5,1.0,1.0,0.8
88,DT,7,7,7,1,0,7,7,7,1,0,1.0,0.875,0.875,1.0
89,DT,8,8,3,4,0,7,7,3,4,0,1.0,0.42857142857142855,0.6363636363636364,1.0
90,DT,9,9,4,7,2,13,13,4,7,2,0.8666666666666667,0.36363636363636365,0.65,0.6666666666666666
91,DT,10,10,5,4,3,9,9,5,4,3,0.75,0.5555555555555556,0.6923076923076923,0.625
92,DT,11,11,9,11,0,10,10,9,11,0,1.0,0.45,0.47619047619047616,1.0
93,DT,12,12,2,13,6,5,5,2,13,6,0.45454545454545453,0.13333333333333333,0.2777777777777778,0.25
94,DT,13,13,5,4,1,6,6,5,4,1,0.8571428571428571,0.5555555555555556,0.6,0.8333333333333334
95,DT,14,14,6,3,3,9,9,6,3,3,0.75,0.6666666666666666,0.75,0.6666666666666666
96,DT,15,15,2,0,0,8,8,2,0,0,1.0,1.0,1.0,1.0
97,DT,16,16,2,2,0,9,9,2,2,0,1.0,0.5,0.8181818181818182,1.0
98,DT,17,17,3,3,2,5,5,3,3,2,0.7142857142857143,0.5,0.625,0.6
99,DT,18,18,19,4,0,7,7,19,4,0,1.0,0.8260869565217391,0.6363636363636364,1.0
100,DT,19,19,8,0,2,1,1,8,0,2,0.3333333333333333,1.0,1.0,0.8
101,DT,20,20,3,3,2,3,3,3,3,2,0.6,0.5,0.5,0.6
102,DT,21,21,4,4,0,4,4,4,4,0,1.0,0.5,0.5,1.0
103,DT,22,22,13,9,0,5,5,13,9,0,1.0,0.5909090909090909,0.35714285714285715,1.0
104,DT,23,23,4,0,0,12,12,4,0,0,1.0,1.0,1.0,1.0
105,DT,24,24,8,4,2,5,5,8,4,2,0.7142857142857143,0.6666666666666666,0.5555555555555556,0.8
106,DT,25,25,15,0,4,8,8,15,0,4,0.6666666666666666,1.0,1.0,0.7894736842105263
107,DT,26,26,14,4,0,4,4,14,4,0,1.0,0.7777777777777778,0.5,1.0
108,DT,27,27,17,18,0,9,9,17,18,0,1.0,0.4857142857142857,0.3333333333333333,1.0
109,DT,28,28,5,2,0,8,8,5,2,0,1.0,0.7142857142857143,0.8,1.0
110,DT,29,29,5,0,2,5,5,5,0,2,0.7142857142857143,1.0,1.0,0.7142857142857143
111,DT,30,30,0,3,3,10,10,0,3,3,0.7692307692307693,0.0,0.7692307692307693,0.0
112,DT,31,31,10,3,0,4,4,10,3,0,1.0,0.7692307692307693,0.5714285714285714,1.0
113,DT,32,32,3,3,0,3,3,3,3,0,1.0,0.5,0.5,1.0
114,DT,33,33,5,3,6,1,1,5,3,6,0.14285714285714285,0.625,0.25,0.45454545454545453
115,DT,34,34,2,8,0,2,2,2,8,0,1.0,0.2,0.2,1.0
116,DT,35,35,5,0,12,4,4,5,0,12,0.25,1.0,1.0,0.29411764705882354
117,DT,36,36,3,7,0,9,9,3,7,0,1.0,0.3,0.5625,1.0
118,DT,37,37,3,9,0,10,10,3,9,0,1.0,0.25,0.5263157894736842,1.0
119,DT,38,38,4,2,0,8,8,4,2,0,1.0,0.6666666666666666,0.8,1.0
120,DT,39,39,2,2,0,8,8,2,2,0,1.0,0.5,0.8,1.0
121,DT,40,40,54,3,5,2,2,54,3,5,0.2857142857142857,0.9473684210526315,0.4,0.9152542372881356
122,DT,41,41,2,4,1,6,6,2,4,1,0.8571428571428571,0.3333333333333333,0.6,0.6666666666666666
