,Model,Fold,Test_Experiment,CM_non_void_pred_non_void,CM_non_void_pred_void,CM_void_pred_non_void,CM_void_pred_void,TP,TN,FP,FN,Sensitivity,Specificity,PPV,NPV
0,RF,1,1,14,1,6,10,10,14,1,6,0.625,0.9333333333333333,0.9090909090909091,0.7
1,RF,2,2,11,5,0,8,8,11,5,0,1.0,0.6875,0.6153846153846154,1.0
2,RF,3,3,24,5,4,7,7,24,5,4,0.6363636363636364,0.8275862068965517,0.5833333333333334,0.8571428571428571
3,RF,4,4,15,4,1,16,16,15,4,1,0.9411764705882353,0.7894736842105263,0.8,0.9375
4,RF,5,5,7,2,3,10,10,7,2,3,0.7692307692307693,0.7777777777777778,0.8333333333333334,0.7
5,RF,6,6,30,2,9,6,6,30,2,9,0.4,0.9375,0.75,0.7692307692307693
6,RF,7,7,13,3,3,10,10,13,3,3,0.7692307692307693,0.8125,0.7692307692307693,0.8125
7,RF,8,8,5,9,2,12,12,5,9,2,0.8571428571428571,0.35714285714285715,0.5714285714285714,0.7142857142857143
8,RF,9,9,17,4,3,27,27,17,4,3,0.9,0.8095238095238095,0.8709677419354839,0.85
9,RF,10,10,15,4,2,21,21,15,4,2,0.9130434782608695,0.7894736842105263,0.84,0.8823529411764706
10,RF,11,11,25,15,11,9,9,25,15,11,0.45,0.625,0.375,0.6944444444444444
11,RF,12,12,9,22,12,9,9,9,22,12,0.42857142857142855,0.2903225806451613,0.2903225806451613,0.42857142857142855
12,RF,13,13,15,4,4,9,9,15,4,4,0.6923076923076923,0.7894736842105263,0.6923076923076923,0.7894736842105263
13,RF,14,14,16,2,12,11,11,16,2,12,0.4782608695652174,0.8888888888888888,0.8461538461538461,0.5714285714285714
14,RF,15,15,3,0,4,12,12,3,0,4,0.75,1.0,1.0,0.42857142857142855
15,RF,16,16,5,3,1,16,16,5,3,1,0.9411764705882353,0.625,0.8421052631578947,0.8333333333333334
16,RF,17,17,7,6,2,11,11,7,6,2,0.8461538461538461,0.5384615384615384,0.6470588235294118,0.7777777777777778
17,RF,18,18,41,6,0,13,13,41,6,0,1.0,0.8723404255319149,0.6842105263157895,1.0
18,RF,19,19,9,7,0,6,6,9,7,0,1.0,0.5625,0.46153846153846156,1.0
19,RF,20,20,8,4,8,2,2,8,4,8,0.2,0.6666666666666666,0.3333333333333333,0.5
20,RF,21,21,8,7,0,9,9,8,7,0,1.0,0.5333333333333333,0.5625,1.0
