,Model,Fold,Test_Experiment,CM_non_void_pred_non_void,CM_non_void_pred_void,CM_void_pred_non_void,CM_void_pred_void,TP,TN,FP,FN,Sensitivity,Specificity,PPV,NPV
23,RF,24,24,25,15,6,13,13,25,15,6,0.6842105263157895,0.625,0.4642857142857143,0.8064516129032258
24,RF,25,25,45,0,19,17,17,45,0,19,0.4722222222222222,1.0,1.0,0.703125
25,RF,26,26,49,5,7,5,5,49,5,7,0.4166666666666667,0.9074074074074074,0.5,0.875
26,RF,27,27,73,33,0,28,28,73,33,0,1.0,0.6886792452830188,0.45901639344262296,1.0
27,RF,28,28,18,1,6,20,20,18,1,6,0.7692307692307693,0.9473684210526315,0.9523809523809523,0.75
28,RF,29,29,12,3,9,12,12,12,3,9,0.5714285714285714,0.8,0.8,0.5714285714285714
29,RF,30,30,10,0,25,14,14,10,0,25,0.358974358974359,1.0,1.0,0.2857142857142857
30,RF,31,31,25,12,4,10,10,25,12,4,0.7142857142857143,0.6756756756756757,0.45454545454545453,0.8620689655172413
31,RF,32,32,10,11,0,8,8,10,11,0,1.0,0.47619047619047616,0.42105263157894735,1.0
32,RF,33,33,16,12,18,1,1,16,12,18,0.05263157894736842,0.5714285714285714,0.07692307692307693,0.47058823529411764
33,RF,34,34,25,7,6,0,0,25,7,6,0.0,0.78125,0.0,0.8064516129032258
34,RF,35,35,13,2,42,6,6,13,2,42,0.125,0.8666666666666667,0.75,0.23636363636363636
35,RF,36,36,16,16,0,26,26,16,16,0,1.0,0.5,0.6190476190476191,1.0
36,RF,37,37,14,22,0,30,30,14,22,0,1.0,0.3888888888888889,0.5769230769230769,1.0
37,RF,38,38,13,3,1,25,25,13,3,1,0.9615384615384616,0.8125,0.8928571428571429,0.9285714285714286
38,RF,39,39,6,6,2,23,23,6,6,2,0.92,0.5,0.7931034482758621,0.75
39,RF,40,40,160,10,14,8,8,160,10,14,0.36363636363636365,0.9411764705882353,0.4444444444444444,0.9195402298850575
40,RF,41,41,9,9,3,20,20,9,9,3,0.8695652173913043,0.5,0.6896551724137931,0.75
41,XGB,1,1,20,3,14,11,11,20,3,14,0.44,0.8695652173913043,0.7857142857142857,0.5882352941176471
42,XGB,2,2,18,7,0,12,12,18,7,0,1.0,0.72,0.631578947368421,1.0
43,XGB,3,3,40,6,8,8,8,40,6,8,0.5,0.8695652173913043,0.5714285714285714,0.8333333333333334
44,XGB,4,4,20,11,2,23,23,20,11,2,0.92,0.6451612903225806,0.6764705882352942,0.9090909090909091
45,XGB,5,5,14,1,12,8,8,14,1,12,0.4,0.9333333333333333,0.8888888888888888,0.5384615384615384
46,XGB,6,6,45,5,11,12,12,45,5,11,0.5217391304347826,0.9,0.7058823529411765,0.8035714285714286
47,XGB,7,7,22,3,3,18,18,22,3,3,0.8571428571428571,0.88,0.8571428571428571,0.88
48,XGB,8,8,14,7,9,13,13,14,7,9,0.5909090909090909,0.6666666666666666,0.65,0.6086956521739131
49,XGB,9,9,24,8,12,34,34,24,8,12,0.7391304347826086,0.75,0.8095238095238095,0.6666666666666666
50,XGB,10,10,25,5,23,12,12,25,5,23,0.34285714285714286,0.8333333333333334,0.7058823529411765,0.5208333333333334
51,XGB,11,11,47,15,21,9,9,47,15,21,0.3,0.7580645161290323,0.375,0.6911764705882353
52,XGB,12,12,25,22,23,9,9,25,22,23,0.28125,0.5319148936170213,0.2903225806451613,0.5208333333333334
53,XGB,13,13,25,5,11,9,9,25,5,11,0.45,0.8333333333333334,0.6428571428571429,0.6944444444444444
54,XGB,14,14,26,3,18,16,16,26,3,18,0.47058823529411764,0.896551724137931,0.8421052631578947,0.5909090909090909
55,XGB,15,15,5,0,5,20,20,5,0,5,0.8,1.0,1.0,0.5
56,XGB,16,16,7,5,8,19,19,7,5,8,0.7037037037037037,0.5833333333333334,0.7916666666666666,0.4666666666666667
57,XGB,17,17,11,9,6,14,14,11,9,6,0.7,0.55,0.6086956521739131,0.6470588235294118
58,XGB,18,18,59,14,5,14,14,59,14,5,0.7368421052631579,0.8082191780821918,0.5,0.921875
59,XGB,19,19,20,7,1,7,7,20,7,1,0.875,0.7407407407407407,0.5,0.9523809523809523
60,XGB,20,20,18,1,15,0,0,18,1,15,0.0,0.9473684210526315,0.0,0.5454545454545454
61,XGB,21,21,14,10,0,13,13,14,10,0,1.0,0.5833333333333334,0.5652173913043478,1.0
62,XGB,22,22,42,24,0,15,15,42,24,0,1.0,0.6363636363636364,0.38461538461538464,1.0
63,XGB,23,23,14,1,9,25,25,14,1,9,0.7352941176470589,0.9333333333333333,0.9615384615384616,0.6086956521739131
64,XGB,24,24,29,11,9,10,10,29,11,9,0.5263157894736842,0.725,0.47619047619047616,0.7631578947368421
65,XGB,25,25,45,0,26,10,10,45,0,26,0.2777777777777778,1.0,1.0,0.6338028169014085
66,XGB,26,26,47,7,3,9,9,47,7,3,0.75,0.8703703703703703,0.5625,0.94
67,XGB,27,27,79,27,0,28,28,79,27,0,1.0,0.7452830188679245,0.509090909090909,1.0
68,XGB,28,28,14,5,7,19,19,14,5,7,0.7307692307692307,0.7368421052631579,0.7916666666666666,0.6666666666666666
69,XGB,29,29,12,3,9,12,12,12,3,9,0.5714285714285714,0.8,0.8,0.5714285714285714
70,XGB,30,30,10,0,23,16,16,10,0,23,0.41025641025641024,1.0,1.0,0.30303030303030304
71,XGB,31,31,25,12,5,9,9,25,12,5,0.6428571428571429,0.6756756756756757,0.42857142857142855,0.8333333333333334
72,XGB,32,32,13,8,1,7,7,13,8,1,0.875,0.6190476190476191,0.4666666666666667,0.9285714285714286
73,XGB,33,33,19,9,19,0,0,19,9,19,0.0,0.6785714285714286,0.0,0.5
74,XGB,34,34,24,8,5,1,1,24,8,5,0.16666666666666666,0.75,0.1111111111111111,0.8275862068965517
75,XGB,35,35,14,1,44,4,4,14,1,44,0.08333333333333333,0.9333333333333333,0.8,0.2413793103448276
76,XGB,36,36,16,16,0,26,26,16,16,0,1.0,0.5,0.6190476190476191,1.0
77,XGB,37,37,14,22,0,30,30,14,22,0,1.0,0.3888888888888889,0.5769230769230769,1.0
78,XGB,38,38,13,3,0,26,26,13,3,0,1.0,0.8125,0.896551724137931,1.0
79,XGB,39,39,7,5,3,22,22,7,5,3,0.88,0.5833333333333334,0.8148148148148148,0.7
80,XGB,40,40,163,7,13,9,9,163,7,13,0.4090909090909091,0.9588235294117647,0.5625,0.9261363636363636
81,XGB,41,41,11,7,4,19,19,11,7,4,0.8260869565217391,0.6111111111111112,0.7307692307692307,0.7333333333333333
82,DT,1,1,19,4,9,16,16,19,4,9,0.64,0.8260869565217391,0.8,0.6785714285714286
83,DT,2,2,19,6,1,11,11,19,6,1,0.9166666666666666,0.76,0.6470588235294118,0.95
84,DT,3,3,33,13,5,11,11,33,13,5,0.6875,0.717391304347826,0.4583333333333333,0.868421052631579
85,DT,4,4,17,14,1,24,24,17,14,1,0.96,0.5483870967741935,0.631578947368421,0.9444444444444444
86,DT,5,5,15,0,18,2,2,15,0,18,0.1,1.0,1.0,0.45454545454545453
87,DT,6,6,41,9,2,21,21,41,9,2,0.9130434782608695,0.82,0.7,0.9534883720930233
88,DT,7,7,17,8,2,19,19,17,8,2,0.9047619047619048,0.68,0.7037037037037037,0.8947368421052632
89,DT,8,8,11,10,4,18,18,11,10,4,0.8181818181818182,0.5238095238095238,0.6428571428571429,0.7333333333333333
90,DT,9,9,18,14,4,42,42,18,14,4,0.9130434782608695,0.5625,0.75,0.8181818181818182
91,DT,10,10,15,15,8,27,27,15,15,8,0.7714285714285715,0.5,0.6428571428571429,0.6521739130434783
92,DT,11,11,36,26,23,7,7,36,26,23,0.23333333333333334,0.5806451612903226,0.21212121212121213,0.6101694915254238
93,DT,12,12,20,27,24,8,8,20,27,24,0.25,0.425531914893617,0.22857142857142856,0.45454545454545453
94,DT,13,13,25,5,11,9,9,25,5,11,0.45,0.8333333333333334,0.6428571428571429,0.6944444444444444
95,DT,14,14,18,11,12,22,22,18,11,12,0.6470588235294118,0.6206896551724138,0.6666666666666666,0.6
96,DT,15,15,5,0,3,22,22,5,0,3,0.88,1.0,1.0,0.625
97,DT,16,16,8,4,12,15,15,8,4,12,0.5555555555555556,0.6666666666666666,0.7894736842105263,0.4
98,DT,17,17,11,9,6,14,14,11,9,6,0.7,0.55,0.6086956521739131,0.6470588235294118
99,DT,18,18,59,14,3,16,16,59,14,3,0.8421052631578947,0.8082191780821918,0.5333333333333333,0.9516129032258065
100,DT,19,19,20,7,4,4,4,20,7,4,0.5,0.7407407407407407,0.36363636363636365,0.8333333333333334
101,DT,20,20,17,2,7,8,8,17,2,7,0.5333333333333333,0.8947368421052632,0.8,0.7083333333333334
102,DT,21,21,11,13,0,13,13,11,13,0,1.0,0.4583333333333333,0.5,1.0
103,DT,22,22,38,28,0,15,15,38,28,0,1.0,0.5757575757575758,0.3488372093023256,1.0
104,DT,23,23,10,5,3,31,31,10,5,3,0.9117647058823529,0.6666666666666666,0.8611111111111112,0.7692307692307693
105,DT,24,24,14,26,1,18,18,14,26,1,0.9473684210526315,0.35,0.4090909090909091,0.9333333333333333
106,DT,25,25,45,0,31,5,5,45,0,31,0.1388888888888889,1.0,1.0,0.5921052631578947
107,DT,26,26,48,6,9,3,3,48,6,9,0.25,0.8888888888888888,0.3333333333333333,0.8421052631578947
108,DT,27,27,63,43,0,28,28,63,43,0,1.0,0.5943396226415094,0.39436619718309857,1.0
109,DT,28,28,17,2,20,6,6,17,2,20,0.23076923076923078,0.8947368421052632,0.75,0.4594594594594595
110,DT,29,29,13,2,13,8,8,13,2,13,0.38095238095238093,0.8666666666666667,0.8,0.5
111,DT,30,30,1,9,4,35,35,1,9,4,0.8974358974358975,0.1,0.7954545454545454,0.2
112,DT,31,31,25,12,5,9,9,25,12,5,0.6428571428571429,0.6756756756756757,0.42857142857142855,0.8333333333333334
113,DT,32,32,11,10,1,7,7,11,10,1,0.875,0.5238095238095238,0.4117647058823529,0.9166666666666666
114,DT,33,33,19,9,19,0,0,19,9,19,0.0,0.6785714285714286,0.0,0.5
115,DT,34,34,25,7,6,0,0,25,7,6,0.0,0.78125,0.0,0.8064516129032258
116,DT,35,35,11,4,36,12,12,11,4,36,0.25,0.7333333333333333,0.75,0.23404255319148937
117,DT,36,36,16,16,0,26,26,16,16,0,1.0,0.5,0.6190476190476191,1.0
118,DT,37,37,17,19,0,30,30,17,19,0,1.0,0.4722222222222222,0.6122448979591837,1.0
119,DT,38,38,9,7,0,26,26,9,7,0,1.0,0.5625,0.7878787878787878,1.0
120,DT,39,39,7,5,4,21,21,7,5,4,0.84,0.5833333333333334,0.8076923076923077,0.6363636363636364
121,DT,40,40,151,19,14,8,8,151,19,14,0.36363636363636365,0.888235294117647,0.2962962962962963,0.9151515151515152
122,DT,41,41,9,9,4,19,19,9,9,4,0.8260869565217391,0.5,0.6785714285714286,0.6923076923076923
