,Model,Fold,Test_Experiment,CM_non_void_pred_non_void,CM_non_void_pred_void,CM_void_pred_non_void,CM_void_pred_void,TP,TN,FP,FN,Sensitivity,Specificity,PPV,NPV
0,RF,1,1,11,0,6,6,6,11,0,6,0.5,1.0,1.0,0.6470588235294118
1,RF,2,2,7,5,0,5,5,7,5,0,1.0,0.5833333333333334,0.5,1.0
2,RF,3,3,18,4,4,4,4,18,4,4,0.5,0.8181818181818182,0.5,0.8181818181818182
3,RF,4,4,11,3,0,13,13,11,3,0,1.0,0.7857142857142857,0.8125,1.0
4,RF,5,5,5,1,6,4,4,5,1,6,0.4,0.8333333333333334,0.8,0.45454545454545453
5,RF,6,6,22,2,8,3,3,22,2,8,0.2727272727272727,0.9166666666666666,0.6,0.7333333333333333
6,RF,7,7,11,1,2,8,8,11,1,2,0.8,0.9166666666666666,0.8888888888888888,0.8461538461538461
7,RF,8,8,5,5,2,8,8,5,5,2,0.8,0.5,0.6153846153846154,0.7142857142857143
8,RF,9,9,12,3,1,22,22,12,3,1,0.9565217391304348,0.8,0.88,0.9230769230769231
9,RF,10,10,9,5,2,15,15,9,5,2,0.8823529411764706,0.6428571428571429,0.75,0.8181818181818182
10,RF,11,11,5,25,0,15,15,5,25,0,1.0,0.16666666666666666,0.375,1.0
11,RF,12,12,7,15,12,4,4,7,15,12,0.25,0.3181818181818182,0.21052631578947367,0.3684210526315789
12,RF,13,13,11,3,5,5,5,11,3,5,0.5,0.7857142857142857,0.625,0.6875
13,RF,14,14,12,1,5,12,12,12,1,5,0.7058823529411765,0.9230769230769231,0.9230769230769231,0.7058823529411765
14,RF,15,15,1,0,4,9,9,1,0,4,0.6923076923076923,1.0,1.0,0.2
15,RF,16,16,4,1,1,12,12,4,1,1,0.9230769230769231,0.8,0.9230769230769231,0.8
16,RF,17,17,5,5,2,7,7,5,5,2,0.7777777777777778,0.5,0.5833333333333334,0.7142857142857143
17,RF,18,18,30,6,0,9,9,30,6,0,1.0,0.8333333333333334,0.6,1.0
18,RF,19,19,7,5,0,4,4,7,5,0,1.0,0.5833333333333334,0.4444444444444444,1.0
19,RF,20,20,6,3,5,2,2,6,3,5,0.2857142857142857,0.6666666666666666,0.4,0.5454545454545454
20,RF,21,21,5,5,0,7,7,5,5,0,1.0,0.5,0.5833333333333334,1.0
21,RF,22,22,20,12,0,7,7,20,12,0,1.0,0.625,0.3684210526315789,1.0
22,RF,23,23,5,1,0,17,17,5,1,0,1.0,0.8333333333333334,0.9444444444444444,1.0
23,RF,24,24,14,4,1,9,9,14,4,1,0.9,0.7777777777777778,0.6923076923076923,0.9333333333333333
24,RF,25,25,21,0,13,5,5,21,0,13,0.2777777777777778,1.0,1.0,0.6176470588235294
25,RF,26,26,23,3,3,3,3,23,3,3,0.5,0.8846153846153846,0.5,0.8846153846153846
26,RF,27,27,39,13,0,14,14,39,13,0,1.0,0.75,0.5185185185185185,1.0
27,RF,28,28,6,3,0,12,12,6,3,0,1.0,0.6666666666666666,0.8,1.0
28,RF,29,29,5,2,4,6,6,5,2,4,0.6,0.7142857142857143,0.75,0.5555555555555556
29,RF,30,30,5,0,8,10,10,5,0,8,0.5555555555555556,1.0,1.0,0.38461538461538464
30,RF,31,31,13,4,2,5,5,13,4,2,0.7142857142857143,0.7647058823529411,0.5555555555555556,0.8666666666666667
31,RF,32,32,6,4,0,3,3,6,4,0,1.0,0.6,0.42857142857142855,1.0
32,RF,33,33,8,5,9,0,0,8,5,9,0.0,0.6153846153846154,0.0,0.47058823529411764
33,RF,34,34,15,0,1,2,2,15,0,1,0.6666666666666666,1.0,1.0,0.9375
34,RF,35,35,5,0,24,1,1,5,0,24,0.04,1.0,1.0,0.1724137931034483
35,RF,36,36,6,9,0,13,13,6,9,0,1.0,0.4,0.5909090909090909,1.0
36,RF,37,37,6,11,0,15,15,6,11,0,1.0,0.35294117647058826,0.5769230769230769,1.0
37,RF,38,38,6,1,0,13,13,6,1,0,1.0,0.8571428571428571,0.9285714285714286,1.0
38,RF,39,39,3,2,3,9,9,3,2,3,0.75,0.6,0.8181818181818182,0.5
39,RF,40,40,79,5,5,6,6,79,5,5,0.5454545454545454,0.9404761904761905,0.5454545454545454,0.9404761904761905
40,RF,41,41,5,2,2,10,10,5,2,2,0.8333333333333334,0.7142857142857143,0.8333333333333334,0.7142857142857143
41,XGB,1,1,11,0,8,4,4,11,0,8,0.3333333333333333,1.0,1.0,0.5789473684210527
42,XGB,2,2,8,4,0,5,5,8,4,0,1.0,0.6666666666666666,0.5555555555555556,1.0
43,XGB,3,3,20,2,4,4,4,20,2,4,0.5,0.9090909090909091,0.6666666666666666,0.8333333333333334
44,XGB,4,4,12,2,1,12,12,12,2,1,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.9230769230769231
45,XGB,5,5,6,0,6,4,4,6,0,6,0.4,1.0,1.0,0.5
46,XGB,6,6,22,2,4,7,7,22,2,4,0.6363636363636364,0.9166666666666666,0.7777777777777778,0.8461538461538461
47,XGB,7,7,11,1,2,8,8,11,1,2,0.8,0.9166666666666666,0.8888888888888888,0.8461538461538461
48,XGB,8,8,8,2,4,6,6,8,2,4,0.6,0.8,0.75,0.6666666666666666
49,XGB,9,9,13,2,7,16,16,13,2,7,0.6956521739130435,0.8666666666666667,0.8888888888888888,0.65
50,XGB,10,10,13,1,10,7,7,13,1,10,0.4117647058823529,0.9285714285714286,0.875,0.5652173913043478
51,XGB,11,11,17,13,7,8,8,17,13,7,0.5333333333333333,0.5666666666666667,0.38095238095238093,0.7083333333333334
52,XGB,12,12,9,13,7,9,9,9,13,7,0.5625,0.4090909090909091,0.4090909090909091,0.5625
53,XGB,13,13,11,3,7,3,3,11,3,7,0.3,0.7857142857142857,0.5,0.6111111111111112
54,XGB,14,14,12,1,6,11,11,12,1,6,0.6470588235294118,0.9230769230769231,0.9166666666666666,0.6666666666666666
55,XGB,15,15,1,0,6,7,7,1,0,6,0.5384615384615384,1.0,1.0,0.14285714285714285
56,XGB,16,16,3,2,3,10,10,3,2,3,0.7692307692307693,0.6,0.8333333333333334,0.5
57,XGB,17,17,5,5,2,7,7,5,5,2,0.7777777777777778,0.5,0.5833333333333334,0.7142857142857143
58,XGB,18,18,31,5,0,9,9,31,5,0,1.0,0.8611111111111112,0.6428571428571429,1.0
59,XGB,19,19,7,5,0,4,4,7,5,0,1.0,0.5833333333333334,0.4444444444444444,1.0
60,XGB,20,20,7,2,5,2,2,7,2,5,0.2857142857142857,0.7777777777777778,0.5,0.5833333333333334
61,XGB,21,21,6,4,0,7,7,6,4,0,1.0,0.6,0.6363636363636364,1.0
62,XGB,22,22,20,12,0,7,7,20,12,0,1.0,0.625,0.3684210526315789,1.0
63,XGB,23,23,5,1,2,15,15,5,1,2,0.8823529411764706,0.8333333333333334,0.9375,0.7142857142857143
64,XGB,24,24,12,6,2,8,8,12,6,2,0.8,0.6666666666666666,0.5714285714285714,0.8571428571428571
65,XGB,25,25,21,0,15,3,3,21,0,15,0.16666666666666666,1.0,1.0,0.5833333333333334
66,XGB,26,26,23,3,2,4,4,23,3,2,0.6666666666666666,0.8846153846153846,0.5714285714285714,0.92
67,XGB,27,27,37,15,0,14,14,37,15,0,1.0,0.7115384615384616,0.4827586206896552,1.0
68,XGB,28,28,7,2,0,12,12,7,2,0,1.0,0.7777777777777778,0.8571428571428571,1.0
69,XGB,29,29,5,2,4,6,6,5,2,4,0.6,0.7142857142857143,0.75,0.5555555555555556
70,XGB,30,30,4,1,10,8,8,4,1,10,0.4444444444444444,0.8,0.8888888888888888,0.2857142857142857
71,XGB,31,31,12,5,3,4,4,12,5,3,0.5714285714285714,0.7058823529411765,0.4444444444444444,0.8
72,XGB,32,32,5,5,0,3,3,5,5,0,1.0,0.5,0.375,1.0
73,XGB,33,33,7,6,9,0,0,7,6,9,0.0,0.5384615384615384,0.0,0.4375
74,XGB,34,34,15,0,0,3,3,15,0,0,1.0,1.0,1.0,1.0
75,XGB,35,35,5,0,22,3,3,5,0,22,0.12,1.0,1.0,0.18518518518518517
76,XGB,36,36,6,9,0,13,13,6,9,0,1.0,0.4,0.5909090909090909,1.0
77,XGB,37,37,6,11,0,15,15,6,11,0,1.0,0.35294117647058826,0.5769230769230769,1.0
78,XGB,38,38,6,1,0,13,13,6,1,0,1.0,0.8571428571428571,0.9285714285714286,1.0
79,XGB,39,39,3,2,1,11,11,3,2,1,0.9166666666666666,0.6,0.8461538461538461,0.75
80,XGB,40,40,79,5,5,6,6,79,5,5,0.5454545454545454,0.9404761904761905,0.5454545454545454,0.9404761904761905
81,XGB,41,41,3,4,2,10,10,3,4,2,0.8333333333333334,0.42857142857142855,0.7142857142857143,0.6
82,DT,1,1,9,2,6,6,6,9,2,6,0.5,0.8181818181818182,0.75,0.6
83,DT,2,2,7,5,0,5,5,7,5,0,1.0,0.5833333333333334,0.5,1.0
84,DT,3,3,16,6,1,7,7,16,6,1,0.875,0.7272727272727273,0.5384615384615384,0.9411764705882353
85,DT,4,4,8,6,0,13,13,8,6,0,1.0,0.5714285714285714,0.6842105263157895,1.0
86,DT,5,5,5,1,2,8,8,5,1,2,0.8,0.8333333333333334,0.8888888888888888,0.7142857142857143
87,DT,6,6,20,4,9,2,2,20,4,9,0.18181818181818182,0.8333333333333334,0.3333333333333333,0.6896551724137931
88,DT,7,7,11,1,2,8,8,11,1,2,0.8,0.9166666666666666,0.8888888888888888,0.8461538461538461
89,DT,8,8,4,6,4,6,6,4,6,4,0.6,0.4,0.5,0.5
90,DT,9,9,10,5,0,23,23,10,5,0,1.0,0.6666666666666666,0.8214285714285714,1.0
91,DT,10,10,6,8,5,12,12,6,8,5,0.7058823529411765,0.42857142857142855,0.6,0.5454545454545454
92,DT,11,11,5,25,0,15,15,5,25,0,1.0,0.16666666666666666,0.375,1.0
93,DT,12,12,5,17,5,11,11,5,17,5,0.6875,0.22727272727272727,0.39285714285714285,0.5
