,Model,Fold,Test_Experiment,CM_non_void_pred_non_void,CM_non_void_pred_void,CM_void_pred_non_void,CM_void_pred_void,TP,TN,FP,FN,Sensitivity,Specificity,PPV,NPV
94,DT,13,13,11,3,9,1,1,11,3,9,0.1,0.7857142857142857,0.25,0.55
95,DT,14,14,1,12,1,16,16,1,12,1,0.9411764705882353,0.07692307692307693,0.5714285714285714,0.5
96,DT,15,15,1,0,4,9,9,1,0,4,0.6923076923076923,1.0,1.0,0.2
97,DT,16,16,3,2,0,13,13,3,2,0,1.0,0.6,0.8666666666666667,1.0
98,DT,17,17,5,5,2,7,7,5,5,2,0.7777777777777778,0.5,0.5833333333333334,0.7142857142857143
99,DT,18,18,32,4,0,9,9,32,4,0,1.0,0.8888888888888888,0.6923076923076923,1.0
100,DT,19,19,4,8,0,4,4,4,8,0,1.0,0.3333333333333333,0.3333333333333333,1.0
101,DT,20,20,9,0,7,0,0,9,0,7,0.0,1.0,0.0,0.5625
102,DT,21,21,4,6,0,7,7,4,6,0,1.0,0.4,0.5384615384615384,1.0
103,DT,22,22,19,13,0,7,7,19,13,0,1.0,0.59375,0.35,1.0
104,DT,23,23,6,0,0,17,17,6,0,0,1.0,1.0,1.0,1.0
105,DT,24,24,6,12,1,9,9,6,12,1,0.9,0.3333333333333333,0.42857142857142855,0.8571428571428571
106,DT,25,25,21,0,5,13,13,21,0,5,0.7222222222222222,1.0,1.0,0.8076923076923077
107,DT,26,26,26,0,6,0,0,26,0,6,0.0,1.0,0.0,0.8125
108,DT,27,27,37,15,1,13,13,37,15,1,0.9285714285714286,0.7115384615384616,0.4642857142857143,0.9736842105263158
109,DT,28,28,8,1,5,7,7,8,1,5,0.5833333333333334,0.8888888888888888,0.875,0.6153846153846154
110,DT,29,29,3,4,3,7,7,3,4,3,0.7,0.42857142857142855,0.6363636363636364,0.5
111,DT,30,30,3,2,10,8,8,3,2,10,0.4444444444444444,0.6,0.8,0.23076923076923078
112,DT,31,31,6,11,1,6,6,6,11,1,0.8571428571428571,0.35294117647058826,0.35294117647058826,0.8571428571428571
113,DT,32,32,5,5,0,3,3,5,5,0,1.0,0.5,0.375,1.0
114,DT,33,33,11,2,9,0,0,11,2,9,0.0,0.8461538461538461,0.0,0.55
115,DT,34,34,6,9,0,3,3,6,9,0,1.0,0.4,0.25,1.0
116,DT,35,35,5,0,21,4,4,5,0,21,0.16,1.0,1.0,0.19230769230769232
117,DT,36,36,7,8,0,13,13,7,8,0,1.0,0.4666666666666667,0.6190476190476191,1.0
118,DT,37,37,4,13,0,15,15,4,13,0,1.0,0.23529411764705882,0.5357142857142857,1.0
119,DT,38,38,6,1,0,13,13,6,1,0,1.0,0.8571428571428571,0.9285714285714286,1.0
120,DT,39,39,3,2,2,10,10,3,2,2,0.8333333333333334,0.6,0.8333333333333334,0.6
121,DT,40,40,82,2,9,2,2,82,2,9,0.18181818181818182,0.9761904761904762,0.5,0.9010989010989011
122,DT,41,41,7,0,5,7,7,7,0,5,0.5833333333333334,1.0,1.0,0.5833333333333334
