,Model,Fold,Test_Experiment,CM_non_void_pred_non_void,CM_non_void_pred_void,CM_void_pred_non_void,CM_void_pred_void,TP,TN,FP,FN,Sensitivity,Specificity,PPV,NPV
27,RF,28,28,19,0,2,23,23,19,0,2,0.92,1.0,1.0,0.9047619047619048
28,RF,29,29,10,5,7,13,13,10,5,7,0.65,0.6666666666666666,0.7222222222222222,0.5882352941176471
29,RF,30,30,9,1,19,19,19,9,1,19,0.5,0.9,0.95,0.32142857142857145
30,RF,31,31,26,10,7,7,7,26,10,7,0.5,0.7222222222222222,0.4117647058823529,0.7878787878787878
31,RF,32,32,7,14,0,7,7,7,14,0,1.0,0.3333333333333333,0.3333333333333333,1.0
32,RF,33,33,14,14,16,2,2,14,14,16,0.1111111111111111,0.5,0.125,0.4666666666666667
33,RF,34,34,26,5,1,5,5,26,5,1,0.8333333333333334,0.8387096774193549,0.5,0.9629629629629629
34,RF,35,35,13,0,46,3,3,13,0,46,0.061224489795918366,1.0,1.0,0.22033898305084745
35,RF,36,36,15,17,0,25,25,15,17,0,1.0,0.46875,0.5952380952380952,1.0
36,RF,37,37,12,24,0,29,29,12,24,0,1.0,0.3333333333333333,0.5471698113207547,1.0
37,RF,38,38,11,4,0,26,26,11,4,0,1.0,0.7333333333333333,0.8666666666666667,1.0
38,RF,39,39,4,8,2,22,22,4,8,2,0.9166666666666666,0.3333333333333333,0.7333333333333333,0.6666666666666666
39,RF,40,40,160,10,13,8,8,160,10,13,0.38095238095238093,0.9411764705882353,0.4444444444444444,0.9248554913294798
40,RF,41,41,10,7,3,20,20,10,7,3,0.8695652173913043,0.5882352941176471,0.7407407407407407,0.7692307692307693
41,XGB,1,1,19,4,9,15,15,19,4,9,0.625,0.8260869565217391,0.7894736842105263,0.6785714285714286
42,XGB,2,2,19,6,0,11,11,19,6,0,1.0,0.76,0.6470588235294118,1.0
43,XGB,3,3,35,10,5,11,11,35,10,5,0.6875,0.7777777777777778,0.5238095238095238,0.875
44,XGB,4,4,20,9,5,21,21,20,9,5,0.8076923076923077,0.6896551724137931,0.7,0.8
45,XGB,5,5,13,2,10,9,9,13,2,10,0.47368421052631576,0.8666666666666667,0.8181818181818182,0.5652173913043478
46,XGB,6,6,44,6,15,7,7,44,6,15,0.3181818181818182,0.88,0.5384615384615384,0.7457627118644068
47,XGB,7,7,22,3,4,16,16,22,3,4,0.8,0.88,0.8421052631578947,0.8461538461538461
48,XGB,8,8,15,6,12,9,9,15,6,12,0.42857142857142855,0.7142857142857143,0.6,0.5555555555555556
49,XGB,9,9,25,7,8,37,37,25,7,8,0.8222222222222222,0.78125,0.8409090909090909,0.7575757575757576
50,XGB,10,10,25,5,20,14,14,25,5,20,0.4117647058823529,0.8333333333333334,0.7368421052631579,0.5555555555555556
51,XGB,11,11,36,24,21,10,10,36,24,21,0.3225806451612903,0.6,0.29411764705882354,0.631578947368421
52,XGB,12,12,21,25,18,14,14,21,25,18,0.4375,0.45652173913043476,0.358974358974359,0.5384615384615384
53,XGB,13,13,27,2,12,8,8,27,2,12,0.4,0.9310344827586207,0.8,0.6923076923076923
54,XGB,14,14,23,4,28,7,7,23,4,28,0.2,0.8518518518518519,0.6363636363636364,0.45098039215686275
55,XGB,15,15,4,0,9,16,16,4,0,9,0.64,1.0,1.0,0.3076923076923077
56,XGB,16,16,10,2,9,17,17,10,2,9,0.6538461538461539,0.8333333333333334,0.8947368421052632,0.5263157894736842
57,XGB,17,17,11,9,5,14,14,11,9,5,0.7368421052631579,0.55,0.6086956521739131,0.6875
58,XGB,18,18,64,8,2,17,17,64,8,2,0.8947368421052632,0.8888888888888888,0.68,0.9696969696969697
59,XGB,19,19,19,6,0,9,9,19,6,0,1.0,0.76,0.6,1.0
60,XGB,20,20,13,5,13,2,2,13,5,13,0.13333333333333333,0.7222222222222222,0.2857142857142857,0.5
61,XGB,21,21,15,7,0,14,14,15,7,0,1.0,0.6818181818181818,0.6666666666666666,1.0
62,XGB,22,22,45,21,0,14,14,45,21,0,1.0,0.6818181818181818,0.4,1.0
63,XGB,23,23,13,1,6,28,28,13,1,6,0.8235294117647058,0.9285714285714286,0.9655172413793104,0.6842105263157895
64,XGB,24,24,31,8,11,8,8,31,8,11,0.42105263157894735,0.7948717948717948,0.5,0.7380952380952381
65,XGB,25,25,44,0,28,8,8,44,0,28,0.2222222222222222,1.0,1.0,0.6111111111111112
66,XGB,26,26,45,8,2,10,10,45,8,2,0.8333333333333334,0.8490566037735849,0.5555555555555556,0.9574468085106383
67,XGB,27,27,80,25,1,27,27,80,25,1,0.9642857142857143,0.7619047619047619,0.5192307692307693,0.9876543209876543
68,XGB,28,28,19,0,10,15,15,19,0,10,0.6,1.0,1.0,0.6551724137931034
69,XGB,29,29,11,4,7,13,13,11,4,7,0.65,0.7333333333333333,0.7647058823529411,0.6111111111111112
70,XGB,30,30,8,2,22,16,16,8,2,22,0.42105263157894735,0.8,0.8888888888888888,0.26666666666666666
71,XGB,31,31,29,7,8,6,6,29,7,8,0.42857142857142855,0.8055555555555556,0.46153846153846156,0.7837837837837838
72,XGB,32,32,12,9,0,7,7,12,9,0,1.0,0.5714285714285714,0.4375,1.0
73,XGB,33,33,22,6,18,0,0,22,6,18,0.0,0.7857142857142857,0.0,0.55
74,XGB,34,34,31,0,5,1,1,31,0,5,0.16666666666666666,1.0,1.0,0.8611111111111112
75,XGB,35,35,13,0,43,6,6,13,0,43,0.12244897959183673,1.0,1.0,0.23214285714285715
76,XGB,36,36,11,21,0,25,25,11,21,0,1.0,0.34375,0.5434782608695652,1.0
77,XGB,37,37,15,21,1,28,28,15,21,1,0.9655172413793104,0.4166666666666667,0.5714285714285714,0.9375
78,XGB,38,38,10,5,1,25,25,10,5,1,0.9615384615384616,0.6666666666666666,0.8333333333333334,0.9090909090909091
79,XGB,39,39,7,5,4,20,20,7,5,4,0.8333333333333334,0.5833333333333334,0.8,0.6363636363636364
80,XGB,40,40,161,9,12,9,9,161,9,12,0.42857142857142855,0.9470588235294117,0.5,0.930635838150289
81,XGB,41,41,6,11,2,21,21,6,11,2,0.9130434782608695,0.35294117647058826,0.65625,0.75
82,DT,1,1,18,5,6,18,18,18,5,6,0.75,0.782608695652174,0.782608695652174,0.75
83,DT,2,2,22,3,2,9,9,22,3,2,0.8181818181818182,0.88,0.75,0.9166666666666666
84,DT,3,3,36,9,5,11,11,36,9,5,0.6875,0.8,0.55,0.8780487804878049
85,DT,4,4,21,8,3,23,23,21,8,3,0.8846153846153846,0.7241379310344828,0.7419354838709677,0.875
86,DT,5,5,13,2,7,12,12,13,2,7,0.631578947368421,0.8666666666666667,0.8571428571428571,0.65
87,DT,6,6,37,13,0,22,22,37,13,0,1.0,0.74,0.6285714285714286,1.0
88,DT,7,7,19,6,1,19,19,19,6,1,0.95,0.76,0.76,0.95
89,DT,8,8,21,0,21,0,0,21,0,21,0.0,1.0,0.0,0.5
90,DT,9,9,24,8,0,45,45,24,8,0,1.0,0.75,0.8490566037735849,1.0
91,DT,10,10,22,8,9,25,25,22,8,9,0.7352941176470589,0.7333333333333333,0.7575757575757576,0.7096774193548387
92,DT,11,11,8,52,7,24,24,8,52,7,0.7741935483870968,0.13333333333333333,0.3157894736842105,0.5333333333333333
93,DT,12,12,22,24,24,8,8,22,24,24,0.25,0.4782608695652174,0.25,0.4782608695652174
94,DT,13,13,18,11,13,7,7,18,11,13,0.35,0.6206896551724138,0.3888888888888889,0.5806451612903226
95,DT,14,14,12,15,14,21,21,12,15,14,0.6,0.4444444444444444,0.5833333333333334,0.46153846153846156
96,DT,15,15,4,0,5,20,20,4,0,5,0.8,1.0,1.0,0.4444444444444444
97,DT,16,16,12,0,20,6,6,12,0,20,0.23076923076923078,1.0,1.0,0.375
98,DT,17,17,11,9,5,14,14,11,9,5,0.7368421052631579,0.55,0.6086956521739131,0.6875
99,DT,18,18,71,1,14,5,5,71,1,14,0.2631578947368421,0.9861111111111112,0.8333333333333334,0.8352941176470589
100,DT,19,19,14,11,0,9,9,14,11,0,1.0,0.56,0.45,1.0
101,DT,20,20,8,10,1,14,14,8,10,1,0.9333333333333333,0.4444444444444444,0.5833333333333334,0.8888888888888888
102,DT,21,21,22,0,14,0,0,22,0,14,0.0,1.0,0.0,0.6111111111111112
103,DT,22,22,52,14,1,13,13,52,14,1,0.9285714285714286,0.7878787878787878,0.48148148148148145,0.9811320754716981
104,DT,23,23,11,3,0,34,34,11,3,0,1.0,0.7857142857142857,0.918918918918919,1.0
105,DT,24,24,19,20,0,19,19,19,20,0,1.0,0.48717948717948717,0.48717948717948717,1.0
106,DT,25,25,43,1,25,11,11,43,1,25,0.3055555555555556,0.9772727272727273,0.9166666666666666,0.6323529411764706
107,DT,26,26,45,8,1,11,11,45,8,1,0.9166666666666666,0.8490566037735849,0.5789473684210527,0.9782608695652174
108,DT,27,27,63,42,0,28,28,63,42,0,1.0,0.6,0.4,1.0
109,DT,28,28,10,9,0,25,25,10,9,0,1.0,0.5263157894736842,0.7352941176470589,1.0
110,DT,29,29,10,5,7,13,13,10,5,7,0.65,0.6666666666666666,0.7222222222222222,0.5882352941176471
111,DT,30,30,9,1,25,13,13,9,1,25,0.34210526315789475,0.9,0.9285714285714286,0.2647058823529412
112,DT,31,31,6,30,2,12,12,6,30,2,0.8571428571428571,0.16666666666666666,0.2857142857142857,0.75
113,DT,32,32,8,13,0,7,7,8,13,0,1.0,0.38095238095238093,0.35,1.0
114,DT,33,33,28,0,18,0,0,28,0,18,0.0,1.0,0.0,0.6086956521739131
115,DT,34,34,30,1,6,0,0,30,1,6,0.0,0.967741935483871,0.0,0.8333333333333334
116,DT,35,35,13,0,41,8,8,13,0,41,0.16326530612244897,1.0,1.0,0.24074074074074073
117,DT,36,36,4,28,0,25,25,4,28,0,1.0,0.125,0.4716981132075472,1.0
118,DT,37,37,16,20,0,29,29,16,20,0,1.0,0.4444444444444444,0.5918367346938775,1.0
119,DT,38,38,10,5,0,26,26,10,5,0,1.0,0.6666666666666666,0.8387096774193549,1.0
120,DT,39,39,7,5,1,23,23,7,5,1,0.9583333333333334,0.5833333333333334,0.8214285714285714,0.875
121,DT,40,40,157,13,9,12,12,157,13,9,0.5714285714285714,0.9235294117647059,0.48,0.9457831325301205
122,DT,41,41,10,7,3,20,20,10,7,3,0.8695652173913043,0.5882352941176471,0.7407407407407407,0.7692307692307693
