,Model,Fold,Test_Experiment,CM_non_void_pred_non_void,CM_non_void_pred_void,CM_void_pred_non_void,CM_void_pred_void,TP,TN,FP,FN,Sensitivity,Specificity,PPV,NPV
0,RF,1,1,45,1,32,17,17,45,1,32,0.3469387755102041,0.9782608695652174,0.9444444444444444,0.5844155844155844
1,RF,2,2,33,18,0,23,23,33,18,0,1.0,0.6470588235294118,0.5609756097560976,1.0
2,RF,3,3,60,31,5,27,27,60,31,5,0.84375,0.6593406593406593,0.46551724137931033,0.9230769230769231
3,RF,4,4,42,18,8,43,43,42,18,8,0.8431372549019608,0.7,0.7049180327868853,0.84
4,RF,5,5,27,4,26,13,13,27,4,26,0.3333333333333333,0.8709677419354839,0.7647058823529411,0.5094339622641509
5,RF,6,6,81,19,7,38,38,81,19,7,0.8444444444444444,0.81,0.6666666666666666,0.9204545454545454
6,RF,7,7,43,7,7,34,34,43,7,7,0.8292682926829268,0.86,0.8292682926829268,0.86
7,RF,8,8,28,15,15,28,28,28,15,15,0.6511627906976745,0.6511627906976745,0.6511627906976745,0.6511627906976745
8,RF,9,9,51,14,14,77,77,51,14,14,0.8461538461538461,0.7846153846153846,0.8461538461538461,0.7846153846153846
9,RF,10,10,54,7,32,37,37,54,7,32,0.5362318840579711,0.8852459016393442,0.8409090909090909,0.627906976744186
10,RF,11,11,61,62,39,22,22,61,62,39,0.36065573770491804,0.4959349593495935,0.2619047619047619,0.61
11,RF,12,12,51,43,47,17,17,51,43,47,0.265625,0.5425531914893617,0.2833333333333333,0.5204081632653061
12,RF,13,13,50,10,25,15,15,50,10,25,0.375,0.8333333333333334,0.6,0.6666666666666666
13,RF,14,14,52,4,43,26,26,52,4,43,0.37681159420289856,0.9285714285714286,0.8666666666666667,0.5473684210526316
14,RF,15,15,10,0,15,35,35,10,0,15,0.7,1.0,1.0,0.4
15,RF,16,16,18,7,11,42,42,18,7,11,0.7924528301886793,0.72,0.8571428571428571,0.6206896551724138
16,RF,17,17,21,20,15,24,24,21,20,15,0.6153846153846154,0.5121951219512195,0.5454545454545454,0.5833333333333334
17,RF,18,18,118,28,0,38,38,118,28,0,1.0,0.8082191780821918,0.5757575757575758,1.0
18,RF,19,19,36,17,1,16,16,36,17,1,0.9411764705882353,0.6792452830188679,0.48484848484848486,0.972972972972973
19,RF,20,20,34,4,27,3,3,34,4,27,0.1,0.8947368421052632,0.42857142857142855,0.5573770491803278
20,RF,21,21,27,20,0,27,27,27,20,0,1.0,0.574468085106383,0.574468085106383,1.0
21,RF,22,22,85,48,0,29,29,85,48,0,1.0,0.6390977443609023,0.37662337662337664,1.0
22,RF,23,23,25,4,5,63,63,25,4,5,0.9264705882352942,0.8620689655172413,0.9402985074626866,0.8333333333333334
23,RF,24,24,52,28,3,35,35,52,28,3,0.9210526315789473,0.65,0.5555555555555556,0.9454545454545454
24,RF,25,25,90,0,55,17,17,90,0,55,0.2361111111111111,1.0,1.0,0.6206896551724138
25,RF,26,26,98,10,16,8,8,98,10,16,0.3333333333333333,0.9074074074074074,0.4444444444444444,0.8596491228070176
26,RF,27,27,170,41,1,55,55,170,41,1,0.9821428571428571,0.8056872037914692,0.5729166666666666,0.9941520467836257
27,RF,28,28,37,1,10,41,41,37,1,10,0.803921568627451,0.9736842105263158,0.9761904761904762,0.7872340425531915
28,RF,29,29,25,6,16,25,25,25,6,16,0.6097560975609756,0.8064516129032258,0.8064516129032258,0.6097560975609756
29,RF,30,30,21,0,54,23,23,21,0,54,0.2987012987012987,1.0,1.0,0.28
30,RF,31,31,49,25,8,20,20,49,25,8,0.7142857142857143,0.6621621621621622,0.4444444444444444,0.8596491228070176
31,RF,32,32,23,20,2,13,13,23,20,2,0.8666666666666667,0.5348837209302325,0.3939393939393939,0.92
32,RF,33,33,26,30,30,7,7,26,30,30,0.1891891891891892,0.4642857142857143,0.1891891891891892,0.4642857142857143
33,RF,34,34,54,10,8,4,4,54,10,8,0.3333333333333333,0.84375,0.2857142857142857,0.8709677419354839
34,RF,35,35,28,1,88,9,9,28,1,88,0.09278350515463918,0.9655172413793104,0.9,0.2413793103448276
35,RF,36,36,30,35,0,51,51,30,35,0,1.0,0.46153846153846156,0.5930232558139535,1.0
36,RF,37,37,29,44,0,59,59,29,44,0,1.0,0.3972602739726027,0.5728155339805825,1.0
37,RF,38,38,22,9,3,49,49,22,9,3,0.9423076923076923,0.7096774193548387,0.8448275862068966,0.88
38,RF,39,39,15,9,4,45,45,15,9,4,0.9183673469387755,0.625,0.8333333333333334,0.7894736842105263
39,RF,40,40,312,28,21,22,22,312,28,21,0.5116279069767442,0.9176470588235294,0.44,0.9369369369369369
40,RF,41,41,20,15,7,39,39,20,15,7,0.8478260869565217,0.5714285714285714,0.7222222222222222,0.7407407407407407
41,XGB,1,1,41,5,28,21,21,41,5,28,0.42857142857142855,0.8913043478260869,0.8076923076923077,0.5942028985507246
42,XGB,2,2,33,18,0,23,23,33,18,0,1.0,0.6470588235294118,0.5609756097560976,1.0
43,XGB,3,3,72,19,10,22,22,72,19,10,0.6875,0.7912087912087912,0.5365853658536586,0.8780487804878049
44,XGB,4,4,42,18,6,45,45,42,18,6,0.8823529411764706,0.7,0.7142857142857143,0.875
45,XGB,5,5,26,5,24,15,15,26,5,24,0.38461538461538464,0.8387096774193549,0.75,0.52
46,XGB,6,6,88,12,21,24,24,88,12,21,0.5333333333333333,0.88,0.6666666666666666,0.8073394495412844
47,XGB,7,7,42,8,7,34,34,42,8,7,0.8292682926829268,0.84,0.8095238095238095,0.8571428571428571
48,XGB,8,8,33,10,30,13,13,33,10,30,0.3023255813953488,0.7674418604651163,0.5652173913043478,0.5238095238095238
49,XGB,9,9,52,13,18,73,73,52,13,18,0.8021978021978022,0.8,0.8488372093023255,0.7428571428571429
50,XGB,10,10,51,10,36,33,33,51,10,36,0.4782608695652174,0.8360655737704918,0.7674418604651163,0.5862068965517241
51,XGB,11,11,90,33,45,16,16,90,33,45,0.26229508196721313,0.7317073170731707,0.32653061224489793,0.6666666666666666
52,XGB,12,12,47,47,41,23,23,47,47,41,0.359375,0.5,0.32857142857142857,0.5340909090909091
53,XGB,13,13,52,8,24,16,16,52,8,24,0.4,0.8666666666666667,0.6666666666666666,0.6842105263157895
54,XGB,14,14,46,10,51,18,18,46,10,51,0.2608695652173913,0.8214285714285714,0.6428571428571429,0.4742268041237113
55,XGB,15,15,10,0,15,35,35,10,0,15,0.7,1.0,1.0,0.4
56,XGB,16,16,14,11,10,43,43,14,11,10,0.8113207547169812,0.56,0.7962962962962963,0.5833333333333334
57,XGB,17,17,22,19,15,24,24,22,19,15,0.6153846153846154,0.5365853658536586,0.5581395348837209,0.5945945945945946
58,XGB,18,18,120,26,4,34,34,120,26,4,0.8947368421052632,0.821917808219178,0.5666666666666667,0.967741935483871
59,XGB,19,19,38,15,3,14,14,38,15,3,0.8235294117647058,0.7169811320754716,0.4827586206896552,0.926829268292683
60,XGB,20,20,32,6,24,6,6,32,6,24,0.2,0.8421052631578947,0.5,0.5714285714285714
61,XGB,21,21,29,18,0,27,27,29,18,0,1.0,0.6170212765957447,0.6,1.0
62,XGB,22,22,91,42,2,27,27,91,42,2,0.9310344827586207,0.6842105263157895,0.391304347826087,0.978494623655914
63,XGB,23,23,25,4,7,61,61,25,4,7,0.8970588235294118,0.8620689655172413,0.9384615384615385,0.78125
64,XGB,24,24,59,21,20,18,18,59,21,20,0.47368421052631576,0.7375,0.46153846153846156,0.7468354430379747
65,XGB,25,25,90,0,57,15,15,90,0,57,0.20833333333333334,1.0,1.0,0.6122448979591837
66,XGB,26,26,94,14,16,8,8,94,14,16,0.3333333333333333,0.8703703703703703,0.36363636363636365,0.8545454545454545
67,XGB,27,27,159,52,9,47,47,159,52,9,0.8392857142857143,0.7535545023696683,0.47474747474747475,0.9464285714285714
68,XGB,28,28,31,7,14,37,37,31,7,14,0.7254901960784313,0.8157894736842105,0.8409090909090909,0.6888888888888889
69,XGB,29,29,24,7,17,24,24,24,7,17,0.5853658536585366,0.7741935483870968,0.7741935483870968,0.5853658536585366
70,XGB,30,30,19,2,49,28,28,19,2,49,0.36363636363636365,0.9047619047619048,0.9333333333333333,0.27941176470588236
71,XGB,31,31,50,24,9,19,19,50,24,9,0.6785714285714286,0.6756756756756757,0.4418604651162791,0.847457627118644
72,XGB,32,32,28,15,2,13,13,28,15,2,0.8666666666666667,0.6511627906976745,0.4642857142857143,0.9333333333333333
73,XGB,33,33,37,19,36,1,1,37,19,36,0.02702702702702703,0.6607142857142857,0.05,0.5068493150684932
74,XGB,34,34,56,8,10,2,2,56,8,10,0.16666666666666666,0.875,0.2,0.8484848484848485
75,XGB,35,35,26,3,91,6,6,26,3,91,0.061855670103092786,0.896551724137931,0.6666666666666666,0.2222222222222222
76,XGB,36,36,27,38,0,51,51,27,38,0,1.0,0.4153846153846154,0.5730337078651685,1.0
77,XGB,37,37,25,48,0,59,59,25,48,0,1.0,0.3424657534246575,0.5514018691588785,1.0
78,XGB,38,38,26,5,2,50,50,26,5,2,0.9615384615384616,0.8387096774193549,0.9090909090909091,0.9285714285714286
79,XGB,39,39,14,10,6,43,43,14,10,6,0.8775510204081632,0.5833333333333334,0.8113207547169812,0.7
80,XGB,40,40,311,29,21,22,22,311,29,21,0.5116279069767442,0.9147058823529411,0.43137254901960786,0.9367469879518072
81,XGB,41,41,22,13,7,39,39,22,13,7,0.8478260869565217,0.6285714285714286,0.75,0.7586206896551724
82,DT,1,1,33,13,19,30,30,33,13,19,0.6122448979591837,0.717391304347826,0.6976744186046512,0.6346153846153846
83,DT,2,2,20,31,0,23,23,20,31,0,1.0,0.39215686274509803,0.42592592592592593,1.0
84,DT,3,3,89,2,15,17,17,89,2,15,0.53125,0.978021978021978,0.8947368421052632,0.8557692307692307
85,DT,4,4,33,27,1,50,50,33,27,1,0.9803921568627451,0.55,0.6493506493506493,0.9705882352941176
86,DT,5,5,24,7,17,22,22,24,7,17,0.5641025641025641,0.7741935483870968,0.7586206896551724,0.5853658536585366
87,DT,6,6,86,14,17,28,28,86,14,17,0.6222222222222222,0.86,0.6666666666666666,0.8349514563106796
88,DT,7,7,38,12,4,37,37,38,12,4,0.9024390243902439,0.76,0.7551020408163265,0.9047619047619048
89,DT,8,8,33,10,26,17,17,33,10,26,0.3953488372093023,0.7674418604651163,0.6296296296296297,0.559322033898305
90,DT,9,9,32,33,5,86,86,32,33,5,0.945054945054945,0.49230769230769234,0.7226890756302521,0.8648648648648649
91,DT,10,10,54,7,66,3,3,54,7,66,0.043478260869565216,0.8852459016393442,0.3,0.45
92,DT,11,11,47,76,19,42,42,47,76,19,0.6885245901639344,0.3821138211382114,0.3559322033898305,0.7121212121212122
93,DT,12,12,33,61,33,31,31,33,61,33,0.484375,0.35106382978723405,0.33695652173913043,0.5
94,DT,13,13,29,31,10,30,30,29,31,10,0.75,0.48333333333333334,0.4918032786885246,0.7435897435897436
95,DT,14,14,48,8,51,18,18,48,8,51,0.2608695652173913,0.8571428571428571,0.6923076923076923,0.48484848484848486
96,DT,15,15,10,0,11,39,39,10,0,11,0.78,1.0,1.0,0.47619047619047616
97,DT,16,16,14,11,2,51,51,14,11,2,0.9622641509433962,0.56,0.8225806451612904,0.875
98,DT,17,17,22,19,7,32,32,22,19,7,0.8205128205128205,0.5365853658536586,0.6274509803921569,0.7586206896551724
99,DT,18,18,126,20,7,31,31,126,20,7,0.8157894736842105,0.863013698630137,0.6078431372549019,0.9473684210526315
100,DT,19,19,35,18,3,14,14,35,18,3,0.8235294117647058,0.660377358490566,0.4375,0.9210526315789473
101,DT,20,20,20,18,7,23,23,20,18,7,0.7666666666666667,0.5263157894736842,0.5609756097560976,0.7407407407407407
102,DT,21,21,20,27,0,27,27,20,27,0,1.0,0.425531914893617,0.5,1.0
103,DT,22,22,76,57,1,28,28,76,57,1,0.9655172413793104,0.5714285714285714,0.32941176470588235,0.987012987012987
104,DT,23,23,23,6,3,65,65,23,6,3,0.9558823529411765,0.7931034482758621,0.9154929577464789,0.8846153846153846
105,DT,24,24,61,19,19,19,19,61,19,19,0.5,0.7625,0.5,0.7625
106,DT,25,25,84,6,26,46,46,84,6,26,0.6388888888888888,0.9333333333333333,0.8846153846153846,0.7636363636363637
107,DT,26,26,93,15,14,10,10,93,15,14,0.4166666666666667,0.8611111111111112,0.4,0.8691588785046729
108,DT,27,27,132,79,0,56,56,132,79,0,1.0,0.6255924170616114,0.4148148148148148,1.0
109,DT,28,28,23,15,0,51,51,23,15,0,1.0,0.6052631578947368,0.7727272727272727,1.0
110,DT,29,29,25,6,18,23,23,25,6,18,0.5609756097560976,0.8064516129032258,0.7931034482758621,0.5813953488372093
111,DT,30,30,16,5,41,36,36,16,5,41,0.4675324675324675,0.7619047619047619,0.8780487804878049,0.2807017543859649
112,DT,31,31,45,29,6,22,22,45,29,6,0.7857142857142857,0.6081081081081081,0.43137254901960786,0.8823529411764706
113,DT,32,32,27,16,0,15,15,27,16,0,1.0,0.627906976744186,0.4838709677419355,1.0
114,DT,33,33,25,31,34,3,3,25,31,34,0.08108108108108109,0.44642857142857145,0.08823529411764706,0.423728813559322
115,DT,34,34,53,11,7,5,5,53,11,7,0.4166666666666667,0.828125,0.3125,0.8833333333333333
116,DT,35,35,23,6,70,27,27,23,6,70,0.27835051546391754,0.7931034482758621,0.8181818181818182,0.24731182795698925
117,DT,36,36,24,41,0,51,51,24,41,0,1.0,0.36923076923076925,0.5543478260869565,1.0
118,DT,37,37,17,56,0,59,59,17,56,0,1.0,0.2328767123287671,0.5130434782608696,1.0
119,DT,38,38,26,5,8,44,44,26,5,8,0.8461538461538461,0.8387096774193549,0.8979591836734694,0.7647058823529411
120,DT,39,39,15,9,4,45,45,15,9,4,0.9183673469387755,0.625,0.8333333333333334,0.7894736842105263
121,DT,40,40,321,19,27,16,16,321,19,27,0.37209302325581395,0.9441176470588235,0.45714285714285713,0.9224137931034483
122,DT,41,41,22,13,9,37,37,22,13,9,0.8043478260869565,0.6285714285714286,0.74,0.7096774193548387
