,Model,Fold,Test_Experiment,CM_non_void_pred_non_void,CM_non_void_pred_void,CM_void_pred_non_void,CM_void_pred_void,TP,TN,FP,FN,Sensitivity,Specificity,PPV,NPV
0,RF,1,1,32,2,17,25,25,32,2,17,0.5952380952380952,0.9411764705882353,0.9259259259259259,0.6530612244897959
1,RF,2,2,21,17,0,20,20,21,17,0,1.0,0.5526315789473685,0.5405405405405406,1.0
2,RF,3,3,57,16,9,18,18,57,16,9,0.6666666666666666,0.7808219178082192,0.5294117647058824,0.8636363636363636
3,RF,4,4,35,12,2,40,40,35,12,2,0.9523809523809523,0.7446808510638298,0.7692307692307693,0.9459459459459459
4,RF,5,5,17,4,19,15,15,17,4,19,0.4411764705882353,0.8095238095238095,0.7894736842105263,0.4722222222222222
5,RF,6,6,70,9,4,34,34,70,9,4,0.8947368421052632,0.8860759493670886,0.7906976744186046,0.9459459459459459
6,RF,7,7,35,4,5,29,29,35,4,5,0.8529411764705882,0.8974358974358975,0.8787878787878788,0.875
7,RF,8,8,15,16,7,30,30,15,16,7,0.8108108108108109,0.4838709677419355,0.6521739130434783,0.6818181818181818
8,RF,9,9,41,10,2,74,74,41,10,2,0.9736842105263158,0.803921568627451,0.8809523809523809,0.9534883720930233
9,RF,10,10,40,8,17,40,40,40,8,17,0.7017543859649122,0.8333333333333334,0.8333333333333334,0.7017543859649122
10,RF,11,11,43,56,22,29,29,43,56,22,0.5686274509803921,0.43434343434343436,0.3411764705882353,0.6615384615384615
11,RF,12,12,22,54,32,21,21,22,54,32,0.39622641509433965,0.2894736842105263,0.28,0.4074074074074074
12,RF,13,13,34,12,15,19,19,34,12,15,0.5588235294117647,0.7391304347826086,0.6129032258064516,0.6938775510204082
13,RF,14,14,38,5,39,19,19,38,5,39,0.3275862068965517,0.8837209302325582,0.7916666666666666,0.4935064935064935
14,RF,15,15,5,0,13,29,29,5,0,13,0.6904761904761905,1.0,1.0,0.2777777777777778
15,RF,16,16,10,7,5,40,40,10,7,5,0.8888888888888888,0.5882352941176471,0.851063829787234,0.6666666666666666
16,RF,17,17,15,16,6,26,26,15,16,6,0.8125,0.4838709677419355,0.6190476190476191,0.7142857142857143
17,RF,18,18,97,21,0,32,32,97,21,0,1.0,0.8220338983050848,0.6037735849056604,1.0
18,RF,19,19,22,19,0,14,14,22,19,0,1.0,0.5365853658536586,0.42424242424242425,1.0
