,Model,Fold,Test_Experiment,CM_non_void_pred_non_void,CM_non_void_pred_void,CM_void_pred_non_void,CM_void_pred_void,TP,TN,FP,FN,Sensitivity,Specificity,PPV,NPV
0,RF,1,1,98,14,75,50,50,98,14,75,0.4,0.875,0.78125,0.5664739884393064
1,RF,2,2,77,47,1,58,58,77,47,1,0.9830508474576272,0.6209677419354839,0.5523809523809524,0.9871794871794872
2,RF,3,3,152,74,12,70,70,152,74,12,0.8536585365853658,0.672566371681416,0.4861111111111111,0.926829268292683
3,RF,4,4,108,41,20,108,108,108,41,20,0.84375,0.7248322147651006,0.7248322147651006,0.84375
4,RF,5,5,58,15,45,55,55,58,15,45,0.55,0.7945205479452054,0.7857142857142857,0.5631067961165048
5,RF,6,6,196,52,10,103,103,196,52,10,0.911504424778761,0.7903225806451613,0.6645161290322581,0.9514563106796117
6,RF,7,7,99,25,12,91,91,99,25,12,0.883495145631068,0.7983870967741935,0.7844827586206896,0.8918918918918919
7,RF,8,8,38,66,10,100,100,38,66,10,0.9090909090909091,0.36538461538461536,0.6024096385542169,0.7916666666666666
8,RF,9,9,127,34,28,201,201,127,34,28,0.8777292576419214,0.7888198757763976,0.8553191489361702,0.8193548387096774
9,RF,10,10,115,35,35,138,138,115,35,35,0.7976878612716763,0.7666666666666667,0.7976878612716763,0.7666666666666667
10,RF,11,11,204,101,131,23,23,204,101,131,0.14935064935064934,0.6688524590163935,0.18548387096774194,0.608955223880597
11,RF,12,12,88,148,90,69,69,88,148,90,0.4339622641509434,0.3728813559322034,0.31797235023041476,0.4943820224719101
12,RF,13,13,102,46,41,60,60,102,46,41,0.594059405940594,0.6891891891891891,0.5660377358490566,0.7132867132867133
13,RF,14,14,100,38,80,93,93,100,38,80,0.5375722543352601,0.7246376811594203,0.7099236641221374,0.5555555555555556
14,RF,15,15,25,0,37,88,88,25,0,37,0.704,1.0,1.0,0.4032258064516129
15,RF,16,16,45,16,31,102,102,45,16,31,0.7669172932330827,0.7377049180327869,0.864406779661017,0.5921052631578947
16,RF,17,17,54,47,35,63,63,54,47,35,0.6428571428571429,0.5346534653465347,0.5727272727272728,0.6067415730337079
17,RF,18,18,272,92,0,96,96,272,92,0,1.0,0.7472527472527473,0.5106382978723404,1.0
18,RF,19,19,64,67,0,43,43,64,67,0,1.0,0.48854961832061067,0.39090909090909093,1.0
19,RF,20,20,62,31,48,28,28,62,31,48,0.3684210526315789,0.6666666666666666,0.4745762711864407,0.5636363636363636
20,RF,21,21,59,56,0,68,68,59,56,0,1.0,0.5130434782608696,0.5483870967741935,1.0
21,RF,22,22,204,125,2,73,73,204,125,2,0.9733333333333334,0.6200607902735562,0.3686868686868687,0.9902912621359223
22,RF,23,23,58,12,13,159,159,58,12,13,0.9244186046511628,0.8285714285714286,0.9298245614035088,0.8169014084507042
23,RF,24,24,127,72,12,84,84,127,72,12,0.875,0.6381909547738693,0.5384615384615384,0.9136690647482014
24,RF,25,25,221,3,83,97,97,221,3,83,0.5388888888888889,0.9866071428571429,0.97,0.7269736842105263
25,RF,26,26,220,48,0,60,60,220,48,0,1.0,0.8208955223880597,0.5555555555555556,1.0
26,RF,27,27,411,113,4,138,138,411,113,4,0.971830985915493,0.7843511450381679,0.549800796812749,0.9903614457831326
27,RF,28,28,86,7,30,99,99,86,7,30,0.7674418604651163,0.9247311827956989,0.9339622641509434,0.7413793103448276
28,RF,29,29,60,16,39,63,63,60,16,39,0.6176470588235294,0.7894736842105263,0.7974683544303798,0.6060606060606061
29,RF,30,30,46,4,112,82,82,46,4,112,0.422680412371134,0.92,0.9534883720930233,0.2911392405063291
30,RF,31,31,126,60,20,49,49,126,60,20,0.7101449275362319,0.6774193548387096,0.44954128440366975,0.863013698630137
31,RF,32,32,59,48,6,32,32,59,48,6,0.8421052631578947,0.5514018691588785,0.4,0.9076923076923077
32,RF,33,33,89,48,93,2,2,89,48,93,0.021052631578947368,0.6496350364963503,0.04,0.489010989010989
33,RF,34,34,140,17,25,7,7,140,17,25,0.21875,0.89171974522293,0.2916666666666667,0.8484848484848485
34,RF,35,35,66,6,215,26,26,66,6,215,0.1078838174273859,0.9166666666666666,0.8125,0.23487544483985764
35,RF,36,36,81,77,0,130,130,81,77,0,1.0,0.5126582278481012,0.6280193236714976,1.0
36,RF,37,37,67,113,0,150,150,67,113,0,1.0,0.37222222222222223,0.5703422053231939,1.0
37,RF,38,38,53,22,8,123,123,53,22,8,0.9389312977099237,0.7066666666666667,0.8482758620689655,0.8688524590163934
38,RF,39,39,36,22,16,108,108,36,22,16,0.8709677419354839,0.6206896551724138,0.8307692307692308,0.6923076923076923
39,RF,40,40,750,97,39,70,70,750,97,39,0.6422018348623854,0.885478158205431,0.41916167664670656,0.9505703422053232
40,RF,41,41,46,42,17,96,96,46,42,17,0.8495575221238938,0.5227272727272727,0.6956521739130435,0.7301587301587301
41,XGB,1,1,101,11,80,45,45,101,11,80,0.36,0.9017857142857143,0.8035714285714286,0.5580110497237569
42,XGB,2,2,78,46,2,57,57,78,46,2,0.9661016949152542,0.6290322580645161,0.5533980582524272,0.975
43,XGB,3,3,173,53,16,66,66,173,53,16,0.8048780487804879,0.7654867256637168,0.5546218487394958,0.9153439153439153
44,XGB,4,4,109,40,23,105,105,109,40,23,0.8203125,0.7315436241610739,0.7241379310344828,0.8257575757575758
45,XGB,5,5,57,16,57,43,43,57,16,57,0.43,0.7808219178082192,0.7288135593220338,0.5
46,XGB,6,6,218,30,60,53,53,218,30,60,0.4690265486725664,0.8790322580645161,0.6385542168674698,0.7841726618705036
47,XGB,7,7,106,18,17,86,86,106,18,17,0.8349514563106796,0.8548387096774194,0.8269230769230769,0.8617886178861789
48,XGB,8,8,70,34,50,60,60,70,34,50,0.5454545454545454,0.6730769230769231,0.6382978723404256,0.5833333333333334
49,XGB,9,9,129,32,38,191,191,129,32,38,0.834061135371179,0.8012422360248447,0.8565022421524664,0.7724550898203593
50,XGB,10,10,120,30,71,102,102,120,30,71,0.5895953757225434,0.8,0.7727272727272727,0.6282722513089005
51,XGB,11,11,212,93,123,31,31,212,93,123,0.2012987012987013,0.6950819672131148,0.25,0.6328358208955224
52,XGB,12,12,108,128,103,56,56,108,128,103,0.3522012578616352,0.4576271186440678,0.30434782608695654,0.5118483412322274
53,XGB,13,13,124,24,53,48,48,124,24,53,0.4752475247524752,0.8378378378378378,0.6666666666666666,0.7005649717514124
54,XGB,14,14,124,14,133,40,40,124,14,133,0.23121387283236994,0.8985507246376812,0.7407407407407407,0.48249027237354086
55,XGB,15,15,25,0,47,78,78,25,0,47,0.624,1.0,1.0,0.3472222222222222
56,XGB,16,16,48,13,45,88,88,48,13,45,0.6616541353383458,0.7868852459016393,0.8712871287128713,0.5161290322580645
57,XGB,17,17,56,45,41,57,57,56,45,41,0.5816326530612245,0.5544554455445545,0.5588235294117647,0.5773195876288659
58,XGB,18,18,293,71,7,89,89,293,71,7,0.9270833333333334,0.804945054945055,0.55625,0.9766666666666667
59,XGB,19,19,94,37,3,40,40,94,37,3,0.9302325581395349,0.7175572519083969,0.5194805194805194,0.9690721649484536
60,XGB,20,20,77,16,58,18,18,77,16,58,0.23684210526315788,0.8279569892473119,0.5294117647058824,0.5703703703703704
61,XGB,21,21,65,50,0,68,68,65,50,0,1.0,0.5652173913043478,0.576271186440678,1.0
62,XGB,22,22,208,121,4,71,71,208,121,4,0.9466666666666667,0.6322188449848024,0.3697916666666667,0.9811320754716981
63,XGB,23,23,53,17,7,165,165,53,17,7,0.9593023255813954,0.7571428571428571,0.9065934065934066,0.8833333333333333
64,XGB,24,24,139,60,33,63,63,139,60,33,0.65625,0.6984924623115578,0.5121951219512195,0.8081395348837209
65,XGB,25,25,224,0,120,60,60,224,0,120,0.3333333333333333,1.0,1.0,0.6511627906976745
