,Model,Fold,Test_Experiment,CM_non_void_pred_non_void,CM_non_void_pred_void,CM_void_pred_non_void,CM_void_pred_void,TP,TN,FP,FN,Sensitivity,Specificity,PPV,NPV
66,XGB,26,26,220,48,6,54,54,220,48,6,0.9,0.8208955223880597,0.5294117647058824,0.9734513274336283
67,XGB,27,27,400,124,0,142,142,400,124,0,1.0,0.7633587786259542,0.5338345864661654,1.0
68,XGB,28,28,77,16,60,69,69,77,16,60,0.5348837209302325,0.8279569892473119,0.8117647058823529,0.5620437956204379
69,XGB,29,29,61,15,40,62,62,61,15,40,0.6078431372549019,0.8026315789473685,0.8051948051948052,0.6039603960396039
70,XGB,30,30,50,0,129,65,65,50,0,129,0.33505154639175255,1.0,1.0,0.27932960893854747
71,XGB,31,31,127,59,23,46,46,127,59,23,0.6666666666666666,0.6827956989247311,0.4380952380952381,0.8466666666666667
72,XGB,32,32,65,42,6,32,32,65,42,6,0.8421052631578947,0.6074766355140186,0.43243243243243246,0.9154929577464789
73,XGB,33,33,83,54,92,3,3,83,54,92,0.031578947368421054,0.6058394160583942,0.05263157894736842,0.4742857142857143
74,XGB,34,34,136,21,27,5,5,136,21,27,0.15625,0.8662420382165605,0.19230769230769232,0.8343558282208589
75,XGB,35,35,64,8,214,27,27,64,8,214,0.11203319502074689,0.8888888888888888,0.7714285714285715,0.2302158273381295
76,XGB,36,36,65,93,0,130,130,65,93,0,1.0,0.41139240506329117,0.5829596412556054,1.0
77,XGB,37,37,64,116,0,150,150,64,116,0,1.0,0.35555555555555557,0.5639097744360902,1.0
78,XGB,38,38,54,21,8,123,123,54,21,8,0.9389312977099237,0.72,0.8541666666666666,0.8709677419354839
79,XGB,39,39,36,22,19,105,105,36,22,19,0.8467741935483871,0.6206896551724138,0.8267716535433071,0.6545454545454545
80,XGB,40,40,751,96,35,74,74,751,96,35,0.6788990825688074,0.8866587957497049,0.43529411764705883,0.955470737913486
81,XGB,41,41,41,47,10,103,103,41,47,10,0.911504424778761,0.4659090909090909,0.6866666666666666,0.803921568627451
82,DT,1,1,100,12,86,39,39,100,12,86,0.312,0.8928571428571429,0.7647058823529411,0.5376344086021505
83,DT,2,2,69,55,2,57,57,69,55,2,0.9661016949152542,0.5564516129032258,0.5089285714285714,0.971830985915493
84,DT,3,3,152,74,10,72,72,152,74,10,0.8780487804878049,0.672566371681416,0.4931506849315068,0.9382716049382716
85,DT,4,4,109,40,28,100,100,109,40,28,0.78125,0.7315436241610739,0.7142857142857143,0.7956204379562044
86,DT,5,5,55,18,38,62,62,55,18,38,0.62,0.7534246575342466,0.775,0.5913978494623656
87,DT,6,6,196,52,29,84,84,196,52,29,0.7433628318584071,0.7903225806451613,0.6176470588235294,0.8711111111111111
88,DT,7,7,104,20,18,85,85,104,20,18,0.8252427184466019,0.8387096774193549,0.8095238095238095,0.8524590163934426
89,DT,8,8,46,58,12,98,98,46,58,12,0.8909090909090909,0.4423076923076923,0.6282051282051282,0.7931034482758621
90,DT,9,9,129,32,61,168,168,129,32,61,0.7336244541484717,0.8012422360248447,0.84,0.6789473684210526
91,DT,10,10,120,30,27,146,146,120,30,27,0.8439306358381503,0.8,0.8295454545454546,0.8163265306122449
92,DT,11,11,89,216,58,96,96,89,216,58,0.6233766233766234,0.29180327868852457,0.3076923076923077,0.6054421768707483
93,DT,12,12,45,191,84,75,75,45,191,84,0.4716981132075472,0.1906779661016949,0.2819548872180451,0.3488372093023256
94,DT,13,13,128,20,75,26,26,128,20,75,0.25742574257425743,0.8648648648648649,0.5652173913043478,0.6305418719211823
95,DT,14,14,132,6,120,53,53,132,6,120,0.3063583815028902,0.9565217391304348,0.8983050847457628,0.5238095238095238
96,DT,15,15,25,0,24,101,101,25,0,24,0.808,1.0,1.0,0.5102040816326531
97,DT,16,16,36,25,13,120,120,36,25,13,0.9022556390977443,0.5901639344262295,0.8275862068965517,0.7346938775510204
98,DT,17,17,69,32,54,44,44,69,32,54,0.4489795918367347,0.6831683168316832,0.5789473684210527,0.5609756097560976
99,DT,18,18,270,94,0,96,96,270,94,0,1.0,0.7417582417582418,0.5052631578947369,1.0
100,DT,19,19,82,49,1,42,42,82,49,1,0.9767441860465116,0.6259541984732825,0.46153846153846156,0.9879518072289156
101,DT,20,20,58,35,27,49,49,58,35,27,0.6447368421052632,0.6236559139784946,0.5833333333333334,0.6823529411764706
102,DT,21,21,47,68,0,68,68,47,68,0,1.0,0.40869565217391307,0.5,1.0
103,DT,22,22,172,157,0,75,75,172,157,0,1.0,0.5227963525835866,0.3232758620689655,1.0
104,DT,23,23,47,23,3,169,169,47,23,3,0.9825581395348837,0.6714285714285714,0.8802083333333334,0.94
105,DT,24,24,83,116,7,89,89,83,116,7,0.9270833333333334,0.41708542713567837,0.43414634146341463,0.9222222222222223
106,DT,25,25,215,9,80,100,100,215,9,80,0.5555555555555556,0.9598214285714286,0.9174311926605505,0.7288135593220338
107,DT,26,26,218,50,10,50,50,218,50,10,0.8333333333333334,0.8134328358208955,0.5,0.956140350877193
108,DT,27,27,333,191,0,142,142,333,191,0,1.0,0.6354961832061069,0.4264264264264264,1.0
109,DT,28,28,67,26,2,127,127,67,26,2,0.9844961240310077,0.7204301075268817,0.8300653594771242,0.9710144927536232
110,DT,29,29,51,25,34,68,68,51,25,34,0.6666666666666666,0.6710526315789473,0.7311827956989247,0.6
111,DT,30,30,47,3,89,105,105,47,3,89,0.5412371134020618,0.94,0.9722222222222222,0.34558823529411764
112,DT,31,31,107,79,19,50,50,107,79,19,0.7246376811594203,0.5752688172043011,0.3875968992248062,0.8492063492063492
113,DT,32,32,77,30,21,17,17,77,30,21,0.4473684210526316,0.719626168224299,0.3617021276595745,0.7857142857142857
114,DT,33,33,129,8,94,1,1,129,8,94,0.010526315789473684,0.9416058394160584,0.1111111111111111,0.57847533632287
115,DT,34,34,130,27,17,15,15,130,27,17,0.46875,0.8280254777070064,0.35714285714285715,0.8843537414965986
116,DT,35,35,34,38,194,47,47,34,38,194,0.1950207468879668,0.4722222222222222,0.5529411764705883,0.14912280701754385
117,DT,36,36,61,97,0,130,130,61,97,0,1.0,0.3860759493670886,0.5726872246696035,1.0
118,DT,37,37,51,129,3,147,147,51,129,3,0.98,0.2833333333333333,0.532608695652174,0.9444444444444444
119,DT,38,38,63,12,25,106,106,63,12,25,0.8091603053435115,0.84,0.8983050847457628,0.7159090909090909
120,DT,39,39,31,27,7,117,117,31,27,7,0.9435483870967742,0.5344827586206896,0.8125,0.8157894736842105
121,DT,40,40,747,100,51,58,58,747,100,51,0.5321100917431193,0.8819362455726092,0.3670886075949367,0.9360902255639098
122,DT,41,41,52,36,25,88,88,52,36,25,0.7787610619469026,0.5909090909090909,0.7096774193548387,0.6753246753246753
